Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Nelson Agholor (15820116) (LOCKED),Calvin Ridley (15820060) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Rob Gronkowski (15820362),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Josh Jacobs (15819830) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Andy Isabella (15820324) (LOCKED),Mo Alie-Cox (15820400) (LOCKED),James Robinson (15819838) (LOCKED),Saints (15820541),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Nelson Agholor (15820116) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Dolphins (15820540) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Travis Kelce (15820352),Zack Moss (15819880) (LOCKED),Rams (15820542),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Corey Davis (15820118) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Giants (15820543) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),A.J. Brown (15820064) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Robert Woods (15820084),Jonnu Smith (15820368) (LOCKED),Brian Hill (15819990) (LOCKED),Saints (15820541),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Nelson Agholor (15820116) (LOCKED),Denzel Mims (15820174) (LOCKED),Calvin Ridley (15820060) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Bills (15820549) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380131851,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772) (LOCKED),Matt Breida (15820000) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Robby Anderson (15820076) (LOCKED),Justin Jefferson (15820070) (LOCKED),Robert Woods (15820084),Rob Gronkowski (15820362),Dalvin Cook (15819822) (LOCKED),Saints (15820541),,WR,Chase Claypool (15847555),Chase Claypool,15847555,WR/FLEX,6100,Postponed,PIT,15.91
2380131852,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Nick Chubb (15819832) (LOCKED),Mike Davis (15819834) (LOCKED),Keenan Allen (15820052) (LOCKED),Tee Higgins (15820128) (LOCKED),Darius Slayton (15820114) (LOCKED),Evan Engram (15820360) (LOCKED),Nyheim Hines (15819886) (LOCKED),Saints (15820541),,TE,Darren Waller (15820354) (LOCKED),Darren Waller,15820354,TE/FLEX,6000,In Progress,LV,14.39
2380131853,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Andy Isabella (15820324) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Robert Woods (15820084),Hayden Hurst (15820370) (LOCKED),Josh Jacobs (15819830) (LOCKED),Dolphins (15820540) (LOCKED),,RB,Alexander Mattison (15819846) (LOCKED),Alexander Mattison,15819846,RB/FLEX,6000,In Progress,MIN,5.73
2380131854,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Antonio Brown (15820086),Chris Godwin (15820078),Tyreek Hill (15820054),Tyler Eifert (15820404) (LOCKED),Zack Moss (15819880) (LOCKED),Raiders (15820557) (LOCKED),,QB,Jared Goff (15819773),Jared Goff,15819773,QB,6000,SF@LAR 11/29/2020 04:05PM ET,LAR,19.93
2380131855,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Stefon Diggs (15820056) (LOCKED),Denzel Mims (15820174) (LOCKED),Mike Williams (15820110) (LOCKED),Hunter Henry (15820358) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Jaguars (15820561) (LOCKED),,WR,Chris Godwin (15820078),Chris Godwin,15820078,WR/FLEX,6000,KC@TB 11/29/2020 04:25PM ET,TB,15.07
2380131856,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772) (LOCKED),James Robinson (15819838) (LOCKED),Jordan Wilkins (15820036) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Justin Jefferson (15820070) (LOCKED),DJ Moore (15820072) (LOCKED),Kyle Rudolph (15820396) (LOCKED),Clyde Edwards-Helaire (15819836),Saints (15820541),,RB,Jonathan Taylor (15819850) (LOCKED),Jonathan Taylor,15819850,RB/FLEX,5900,In Progress,IND,12.65
2380131857,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Tyreek Hill (15820054),Denzel Mims (15820174) (LOCKED),Jonnu Smith (15820368) (LOCKED),Nyheim Hines (15819886) (LOCKED),Saints (15820541),,QB,Tua Tagovailoa (15819776) (LOCKED),Tua Tagovailoa,15819776,QB,5900,In Progress,MIA,10.10
2380131858,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),A.J. Brown (15820064) (LOCKED),Gabriel Davis (15820258) (LOCKED),Tyreek Hill (15820054),Mo Alie-Cox (15820400) (LOCKED),Derrick Henry (15819828) (LOCKED),49ers (15820550),,WR,DeVante Parker (15820080) (LOCKED),DeVante Parker,15820080,WR/FLEX,5900,In Progress,MIA,12.33
2380131859,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Cole Beasley (15820090) (LOCKED),Darius Slayton (15820114) (LOCKED),Mike Williams (15820110) (LOCKED),Dawson Knox (15820388) (LOCKED),Kareem Hunt (15819860) (LOCKED),Dolphins (15820540) (LOCKED),,QB,Matt Ryan (15819774) (LOCKED),Matt Ryan,15819774,QB,5900,In Progress,ATL,19.49
2380131860,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Mike Evans (15820074),Chris Godwin (15820078),Denzel Mims (15820174) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Saints (15820541),,QB,Drew Brees (15819775),Drew Brees,15819775,QB,5900,NO@DEN 11/29/2020 04:05PM ET,NO,19.22
2380131861,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Nelson Agholor (15820116) (LOCKED),Robert Woods (15820084),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),Josh Jacobs (15819830) (LOCKED),Jets (15820560) (LOCKED),,RB,Latavius Murray (15819848),Latavius Murray,15819848,RB/FLEX,5900,NO@DEN 11/29/2020 04:05PM ET,NO,8.17
2380131862,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Chris Godwin (15820078),Jarvis Landry (15820100) (LOCKED),Travis Kelce (15820352),Kareem Hunt (15819860) (LOCKED),Saints (15820541),,TE,George Kittle (15820356),George Kittle,15820356,TE/FLEX,5900,SF@LAR 11/29/2020 04:05PM ET,SF,17.35
2380131863,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Rashard Higgins (15820130) (LOCKED),Jarvis Landry (15820100) (LOCKED),Darren Waller (15820354) (LOCKED),Alvin Kamara (15819826),Cardinals (15820546) (LOCKED),,WR,JuJu Smith-Schuster (15847557),JuJu Smith-Schuster,15847557,WR/FLEX,5900,Postponed,PIT,14.35
2380131864,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Mike Williams (15820110) (LOCKED),Rob Gronkowski (15820362),Kareem Hunt (15819860) (LOCKED),Cardinals (15820546) (LOCKED),,QB,Ryan Tannehill (15819777) (LOCKED),Ryan Tannehill,15819777,QB,5800,In Progress,TEN,21.04
2380131865,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Mike Davis (15819834) (LOCKED),Josh Jacobs (15819830) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Golden Tate (15820168) (LOCKED),Travis Kelce (15820352),James Robinson (15819838) (LOCKED),Saints (15820541),,RB,Damien Harris (15819852) (LOCKED),Damien Harris,15819852,RB/FLEX,5800,In Progress,NE,11.3
2380131866,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Green (15820164) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Darius Slayton (15820114) (LOCKED),Evan Engram (15820360) (LOCKED),Nyheim Hines (15819886) (LOCKED),Buccaneers (15820547),,WR,Christian Kirk (15820082) (LOCKED),Christian Kirk,15820082,WR/FLEX,5800,In Progress,ARI,13.11
2380131867,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),A.J. Brown (15820064) (LOCKED),Denzel Mims (15820174) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Anthony Firkser (15820408) (LOCKED),Clyde Edwards-Helaire (15819836),Rams (15820542),,RB,Kalen Ballage (15819854) (LOCKED),Kalen Ballage,15819854,RB/FLEX,5800,In Progress,LAC,10.45
2380131868,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Mike Evans (15820074),Chris Godwin (15820078),Mecole Hardman (15820144),Hayden Hurst (15820370) (LOCKED),Nyheim Hines (15819886) (LOCKED),49ers (15820550),,WR,Robert Woods (15820084),Robert Woods,15820084,WR/FLEX,5800,SF@LAR 11/29/2020 04:05PM ET,LAR,17.16
2380131869,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Mike Evans (15820074),Tyreek Hill (15820054),Sammy Watkins (15820132),Tyler Eifert (15820404) (LOCKED),Matt Breida (15820000) (LOCKED),Bills (15820549) (LOCKED),,RB,Myles Gaskin (15819858) (LOCKED),Myles Gaskin,15819858,RB/FLEX,5700,In Progress,MIA,14.21
2380131870,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Stefon Diggs (15820056) (LOCKED),Tee Higgins (15820128) (LOCKED),Sterling Shepard (15820104) (LOCKED),Evan Engram (15820360) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Chiefs (15820548),,QB,Derek Carr (15819778) (LOCKED),Derek Carr,15819778,QB,5700,In Progress,LV,18.36
2380131871,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Justin Jefferson (15820070) (LOCKED),Curtis Samuel (15820102) (LOCKED),Darren Waller (15820354) (LOCKED),Clyde Edwards-Helaire (15819836),Colts (15820545) (LOCKED),,RB,Giovani Bernard (15819856) (LOCKED),Giovani Bernard,15819856,RB/FLEX,5700,In Progress,CIN,9.95
2380131872,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Keenan Allen (15820052) (LOCKED),Gabriel Davis (15820258) (LOCKED),Darius Slayton (15820114) (LOCKED),Dawson Knox (15820388) (LOCKED),Kenyan Drake (15819866) (LOCKED),Raiders (15820557) (LOCKED),,WR,Antonio Brown (15820086),Antonio Brown,15820086,WR/FLEX,5700,KC@TB 11/29/2020 04:25PM ET,TB,11.17
2380131873,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Jared Goff (15819773),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Kendrick Bourne (15820150),Cooper Kupp (15820068),Robert Woods (15820084),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Colts (15820545) (LOCKED),,QB,Gardner Minshew II (15819779) (LOCKED),Gardner Minshew II,15819779,QB,5600,In Progress,JAX,21.2
2380131874,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Antonio Brown (15820086),Mike Evans (15820074),Tyreek Hill (15820054),Darren Waller (15820354) (LOCKED),Matt Breida (15820000) (LOCKED),Broncos (15820559),,RB,Kareem Hunt (15819860) (LOCKED),Kareem Hunt,15819860,RB/FLEX,5600,In Progress,CLE,15.25
2380131875,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774) (LOCKED),Dalvin Cook (15819822) (LOCKED),Zack Moss (15819880) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Calvin Ridley (15820060) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Saints (15820541),,RB,Raheem Mostert (15819862),Raheem Mostert,15819862,RB/FLEX,5600,SF@LAR 11/29/2020 04:05PM ET,SF,17.08
2380131876,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Cole Beasley (15820090) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Stefon Diggs (15820056) (LOCKED),Hunter Henry (15820358) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Dolphins (15820540) (LOCKED),,WR,Brandon Aiyuk (15820088),Brandon Aiyuk,15820088,WR/FLEX,5600,SF@LAR 11/29/2020 04:05PM ET,SF,14.84
2380131877,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Henry Ruggs III (15820138) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Rams (15820542),,QB,Ryan Fitzpatrick (15819780) (LOCKED),Ryan Fitzpatrick,15819780,QB,5500,In Progress,MIA,20.03
2380131878,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Philip Rivers (15819771) (LOCKED),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),A.J. Brown (15820064) (LOCKED),T.Y. Hilton (15820154) (LOCKED),Michael Pittman Jr. (15820120) (LOCKED),Travis Kelce (15820352),Brian Hill (15819990) (LOCKED),Broncos (15820559),,RB,Todd Gurley II (15819864) (LOCKED),Todd Gurley II,15819864,RB/FLEX,5500,In Progress,ATL,14.22
2380131879,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Brian Hill (15819990) (LOCKED),Robby Anderson (15820076) (LOCKED),Justin Jefferson (15820070) (LOCKED),Olabisi Johnson (15820192) (LOCKED),Travis Kelce (15820352),Alvin Kamara (15819826),Dolphins (15820540) (LOCKED),,QB,Joe Burrow (15819781) (LOCKED),Joe Burrow,15819781,QB,5500,In Progress,CIN,19.77
2380131880,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822) (LOCKED),Kareem Hunt (15819860) (LOCKED),Tyreek Hill (15820054),Andy Isabella (15820324) (LOCKED),Sammy Watkins (15820132),Rob Gronkowski (15820362),Brian Hill (15819990) (LOCKED),Colts (15820545) (LOCKED),,QB,Daniel Jones (15819782) (LOCKED),Daniel Jones,15819782,QB,5500,In Progress,NYG,15.03
2380131881,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kyler Murray (15819763) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Andy Isabella (15820324) (LOCKED),Christian Kirk (15820082) (LOCKED),Jakobi Meyers (15820096) (LOCKED),Travis Kelce (15820352),Wayne Gallman Jr. (15819876) (LOCKED),Dolphins (15820540) (LOCKED),,WR,Cole Beasley (15820090) (LOCKED),Cole Beasley,15820090,WR/FLEX,5500,In Progress,BUF,14.62
2380131882,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Gabriel Davis (15820258) (LOCKED),Stefon Diggs (15820056) (LOCKED),Denzel Mims (15820174) (LOCKED),Hunter Henry (15820358) (LOCKED),Clyde Edwards-Helaire (15819836),49ers (15820550),,RB,J.K. Dobbins (15847533),J.K. Dobbins,15847533,RB/FLEX,5500,Postponed,BAL,8.83
2380131883,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Keenan Allen (15820052) (LOCKED),Cole Beasley (15820090) (LOCKED),Jalen Guyton (15820188) (LOCKED),Darren Waller (15820354) (LOCKED),Wayne Gallman Jr. (15819876) (LOCKED),Rams (15820542),,RB,Kenyan Drake (15819866) (LOCKED),Kenyan Drake,15819866,RB/FLEX,5400,In Progress,ARI,13.11
2380131884,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Fitzpatrick (15819780) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Jakeem Grant (15820162) (LOCKED),DeVante Parker (15820080) (LOCKED),Breshad Perriman (15820142) (LOCKED),Travis Kelce (15820352),Jordan Wilkins (15820036) (LOCKED),Rams (15820542),,WR,Jamison Crowder (15820092) (LOCKED),Jamison Crowder,15820092,WR/FLEX,5400,In Progress,NYJ,16.92
2380131885,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Sam Darnold (15819791) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Jamison Crowder (15820092) (LOCKED),DeVante Parker (15820080) (LOCKED),Breshad Perriman (15820142) (LOCKED),Travis Kelce (15820352),Kenyan Drake (15819866) (LOCKED),Bills (15820549) (LOCKED),,QB,P.J. Walker (15819784) (LOCKED),P.J. Walker,15819784,QB,5400,In Progress,CAR,4.24
2380131886,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Russell Gage (15820126) (LOCKED),Christian Kirk (15820082) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Travis Kelce (15820352),Josh Jacobs (15819830) (LOCKED),Rams (15820542),,QB,Jameis Winston (15819783),Jameis Winston,15819783,QB,5400,NO@DEN 11/29/2020 04:05PM ET,NO,1.25
2380131887,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834) (LOCKED),James Robinson (15819838) (LOCKED),Antonio Brown (15820086),Tyreek Hill (15820054),Sammy Watkins (15820132),Hayden Hurst (15820370) (LOCKED),Nyheim Hines (15819886) (LOCKED),Jaguars (15820561) (LOCKED),,WR,Deebo Samuel (15820094),Deebo Samuel,15820094,WR/FLEX,5400,SF@LAR 11/29/2020 04:05PM ET,SF,10.48
2380131888,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Nick Chubb (15819832) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nelson Agholor (15820116) (LOCKED),Stefon Diggs (15820056) (LOCKED),Hunter Renfrow (15820152) (LOCKED),Hayden Hurst (15820370) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Giants (15820543) (LOCKED),,RB,Chase Edmonds (15819868) (LOCKED),Chase Edmonds,15819868,RB/FLEX,5300,In Progress,ARI,12.12
2380131889,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782) (LOCKED),Mike Davis (15819834) (LOCKED),Nyheim Hines (15819886) (LOCKED),Calvin Ridley (15820060) (LOCKED),Sterling Shepard (15820104) (LOCKED),Darius Slayton (15820114) (LOCKED),Darren Waller (15820354) (LOCKED),Giovani Bernard (15819856) (LOCKED),Dolphins (15820540) (LOCKED),,WR,Jakobi Meyers (15820096) (LOCKED),Jakobi Meyers,15820096,WR/FLEX,5300,In Progress,NE,13.38
2380131890,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Derrick Henry (15819828) (LOCKED),KhaDarel Hodge (15820184) (LOCKED),Andy Isabella (15820324) (LOCKED),Jarvis Landry (15820100) (LOCKED),Rob Gronkowski (15820362),James Robinson (15819838) (LOCKED),Rams (15820542),,QB,Baker Mayfield (15819785) (LOCKED),Baker Mayfield,15819785,QB,5300,In Progress,CLE,13.35
2380131891,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kyler Murray (15819763) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),DeAndre Hopkins (15820050) (LOCKED),Jakobi Meyers (15820096) (LOCKED),Denzel Mims (15820174) (LOCKED),Dan Arnold (15820390) (LOCKED),Kareem Hunt (15819860) (LOCKED),Vikings (15820556) (LOCKED),,QB,Jake Luton (15819786) (LOCKED),Jake Luton,15819786,QB,5200,In Progress,JAX,12.42
2380131892,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778) (LOCKED),Mike Davis (15819834) (LOCKED),Derrick Henry (15819828) (LOCKED),Nelson Agholor (15820116) (LOCKED),Henry Ruggs III (15820138) (LOCKED),Olamide Zaccheaus (15820158) (LOCKED),Travis Kelce (15820352),James Robinson (15819838) (LOCKED),Giants (15820543) (LOCKED),,WR,DJ Chark Jr. (15820098) (LOCKED),DJ Chark Jr.,15820098,WR/FLEX,5200,In Progress,JAX,13.49
2380131893,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),A.J. Brown (15820064) (LOCKED),Mike Evans (15820074),Jarvis Landry (15820100) (LOCKED),Austin Hooper (15820372) (LOCKED),James Robinson (15819838) (LOCKED),Patriots (15820553) (LOCKED),,WR,Jarvis Landry (15820100) (LOCKED),Jarvis Landry,15820100,WR/FLEX,5200,In Progress,CLE,9.20
2380131894,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Keelan Cole Sr. (15820166) (LOCKED),Stefon Diggs (15820056) (LOCKED),Mike Williams (15820110) (LOCKED),Darren Waller (15820354) (LOCKED),Devin Singletary (15819900) (LOCKED),Patriots (15820553) (LOCKED),,RB,Melvin Gordon III (15819870),Melvin Gordon III,15819870,RB/FLEX,5200,NO@DEN 11/29/2020 04:05PM ET,DEN,13.56
2380131895,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766) (LOCKED),Dalvin Cook (15819822) (LOCKED),Nyheim Hines (15819886) (LOCKED),Gabriel Davis (15820258) (LOCKED),Sterling Shepard (15820104) (LOCKED),Mike Williams (15820110) (LOCKED),Hunter Henry (15820358) (LOCKED),Clyde Edwards-Helaire (15819836),Dolphins (15820540) (LOCKED),,QB,Nick Mullens (15819787),Nick Mullens,15819787,QB,5200,SF@LAR 11/29/2020 04:05PM ET,SF,12.45
2380131896,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Dalvin Cook (15819822) (LOCKED),Brian Hill (15819990) (LOCKED),Mike Evans (15820074),Chris Godwin (15820078),Tyreek Hill (15820054),Gerald Everett (15820380),Jordan Wilkins (15820036) (LOCKED),Bills (15820549) (LOCKED),,QB,Jimmy Garoppolo (15819788),Jimmy Garoppolo,15819788,QB,5200,SF@LAR 11/29/2020 04:05PM ET,SF,11.56
2380131897,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765) (LOCKED),Dalvin Cook (15819822) (LOCKED),James Robinson (15819838) (LOCKED),Cole Beasley (15820090) (LOCKED),Stefon Diggs (15820056) (LOCKED),Jalen Guyton (15820188) (LOCKED),Hayden Hurst (15820370) (LOCKED),Jordan Wilkins (15820036) (LOCKED),Vikings (15820556) (LOCKED),,RB,Gus Edwards (15847537),Gus Edwards,15847537,RB/FLEX,5200,Postponed,BAL,6.18
