Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1769832918,Straight Cash Free Contest Series presented by Straight Talk Wireless,82064595,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,1. Column A lists all of your contest entries for this draftgroup
1769832919,AutoNation Free Football Challenge,82064632,$0,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,2. Your current lineup is listed next to each entry (blank for reservations)
1769832940,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1769832941,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1769832942,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,5. For faster processing only include entries you are changing in the file you upload
1769832943,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,
1769832944,NFL $200K First Down [20 Entry Max],82150789,$1,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1769824020,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Ryan Fitzpatrick (13887933),Ryan Fitzpatrick,13887933,QB,6000,MIA@NYJ 12/08/2019 01:00PM ET,MIA,15.34
1769824021,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Marlon Mack (13888016),Marlon Mack,13888016,RB/FLEX,6000,IND@TB 12/08/2019 01:00PM ET,IND,14.08
1769824022,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,James Washington (13888258),James Washington,13888258,WR/FLEX,6000,PIT@ARI 12/08/2019 04:25PM ET,PIT,9.8
1769824023,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Mark Ingram II (13888018),Mark Ingram II,13888018,RB/FLEX,5900,BAL@BUF 12/08/2019 01:00PM ET,BAL,17.08
1769824024,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Tyler Boyd (13888260),Tyler Boyd,13888260,WR/FLEX,5900,CIN@CLE 12/08/2019 01:00PM ET,CIN,14.2
1769824025,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Drew Brees (13887934),Drew Brees,13887934,QB,5900,SF@NO 12/08/2019 01:00PM ET,NO,17.79
1769824026,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,George Kittle (13888524),George Kittle,13888524,TE/FLEX,5900,SF@NO 12/08/2019 01:00PM ET,SF,14.82
1769824027,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Devlin Hodges (13887935),Devlin Hodges,13887935,QB,5900,PIT@ARI 12/08/2019 04:25PM ET,PIT,8.58
1769824028,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Joe Mixon (13888020),Joe Mixon,13888020,RB/FLEX,5800,CIN@CLE 12/08/2019 01:00PM ET,CIN,11.86
1769824029,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Emmanuel Sanders (13888262),Emmanuel Sanders,13888262,WR/FLEX,5800,SF@NO 12/08/2019 01:00PM ET,SF,11.13
1769824030,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Kyler Murray (13887936),Kyler Murray,13887936,QB,5800,PIT@ARI 12/08/2019 04:25PM ET,ARI,20.94
1769824031,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Ryan Tannehill (13887937),Ryan Tannehill,13887937,QB,5800,TEN@OAK 12/08/2019 04:25PM ET,TEN,17.98
1769824032,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Darren Waller (13888522),Darren Waller,13888522,TE/FLEX,5800,TEN@OAK 12/08/2019 04:25PM ET,OAK,14.52
1769824033,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Kyle Allen (13887938),Kyle Allen,13887938,QB,5700,CAR@ATL 12/08/2019 01:00PM ET,CAR,15.95
1769824034,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Devin Singletary (13888022),Devin Singletary,13888022,RB/FLEX,5700,BAL@BUF 12/08/2019 01:00PM ET,BUF,13.16
1769824035,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,A.J. Green (13888264),A.J. Green,13888264,WR/FLEX,5700,CIN@CLE 12/08/2019 01:00PM ET,CIN,0
1769824036,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Matthew Stafford (13887939),Matthew Stafford,13887939,QB,5700,DET@MIN 12/08/2019 01:00PM ET,DET,23.32
1769824037,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Mark Andrews (13888526),Mark Andrews,13888526,TE/FLEX,5600,BAL@BUF 12/08/2019 01:00PM ET,BAL,14.11
1769824038,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Jimmy Garoppolo (13887940),Jimmy Garoppolo,13887940,QB,5600,SF@NO 12/08/2019 01:00PM ET,SF,17.12
1769824039,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Deebo Samuel (13888266),Deebo Samuel,13888266,WR/FLEX,5600,SF@NO 12/08/2019 01:00PM ET,SF,12.28
1769824040,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Philip Rivers (13887941),Philip Rivers,13887941,QB,5600,LAC@JAX 12/08/2019 04:05PM ET,LAC,17.56
1769824041,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Sony Michel (13888024),Sony Michel,13888024,RB/FLEX,5600,KC@NE 12/08/2019 04:25PM ET,NE,9.66
1769824042,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Will Fuller V (13888268),Will Fuller V,13888268,WR/FLEX,5500,DEN@HOU 12/08/2019 01:00PM ET,HOU,13.98
1769824043,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Zach Pascal (13888270),Zach Pascal,13888270,WR/FLEX,5500,IND@TB 12/08/2019 01:00PM ET,IND,9.04
1769824044,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Mason Rudolph (13887942),Mason Rudolph,13887942,QB,5500,PIT@ARI 12/08/2019 04:25PM ET,PIT,12.07
1769824045,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,James White (13888026),James White,13888026,RB/FLEX,5500,KC@NE 12/08/2019 04:25PM ET,NE,14.09
1769824046,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Devonta Freeman (13888028),Devonta Freeman,13888028,RB/FLEX,5400,CAR@ATL 12/08/2019 01:00PM ET,ATL,12.97
1769824047,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Cole Beasley (13888274),Cole Beasley,13888274,WR/FLEX,5400,BAL@BUF 12/08/2019 01:00PM ET,BUF,12.79
1769824048,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Marvin Jones Jr. (13888272),Marvin Jones Jr.,13888272,WR/FLEX,5400,DET@MIN 12/08/2019 01:00PM ET,DET,16.09
1769824049,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Nick Foles (13887943),Nick Foles,13887943,QB,5400,LAC@JAX 12/08/2019 04:05PM ET,JAX,10.44
1769824050,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Gardner Minshew II (13887944),Gardner Minshew II,13887944,QB,5400,LAC@JAX 12/08/2019 04:05PM ET,JAX,17.56
1769824051,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Phillip Lindsay (13888030),Phillip Lindsay,13888030,RB/FLEX,5300,DEN@HOU 12/08/2019 01:00PM ET,DEN,13.24
1769824052,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Jamison Crowder (13888278),Jamison Crowder,13888278,WR/FLEX,5300,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,11.18
1769824053,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Marcus Mariota (13887945),Marcus Mariota,13887945,QB,5300,TEN@OAK 12/08/2019 04:25PM ET,TEN,14.84
1769824054,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,A.J. Brown (13888276),A.J. Brown,13888276,WR/FLEX,5300,TEN@OAK 12/08/2019 04:25PM ET,TEN,10.53
1769824055,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Andy Dalton (13887946),Andy Dalton,13887946,QB,5200,CIN@CLE 12/08/2019 01:00PM ET,CIN,17.94
1769824056,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,David Blough (13887947),David Blough,13887947,QB,5200,DET@MIN 12/08/2019 01:00PM ET,DET,18.3
1769824057,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Dede Westbrook (13888282),Dede Westbrook,13888282,WR/FLEX,5200,LAC@JAX 12/08/2019 04:05PM ET,JAX,11.13
1769824058,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Kenyan Drake (13888032),Kenyan Drake,13888032,RB/FLEX,5200,PIT@ARI 12/08/2019 04:25PM ET,ARI,11.82
1769824059,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Christian Kirk (13888280),Christian Kirk,13888280,WR/FLEX,5200,PIT@ARI 12/08/2019 04:25PM ET,ARI,14.74
1769824060,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Terry McLaurin (13888286),Terry McLaurin,13888286,WR/FLEX,5100,WAS@GB 12/08/2019 01:00PM ET,WAS,12.96
1769824061,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Drew Lock (13887948),Drew Lock,13887948,QB,5100,DEN@HOU 12/08/2019 01:00PM ET,DEN,13.86
1769824062,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Tevin Coleman (13888034),Tevin Coleman,13888034,RB/FLEX,5100,SF@NO 12/08/2019 01:00PM ET,SF,12.77
1769824063,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Robby Anderson (13888284),Robby Anderson,13888284,WR/FLEX,5100,MIA@NYJ 12/08/2019 01:00PM ET,NYJ,9.55
1769824064,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,TE,Hunter Henry (13888528),Hunter Henry,13888528,TE/FLEX,5100,LAC@JAX 12/08/2019 04:05PM ET,LAC,14.21
1769824065,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Jaylen Samuels (13888036),Jaylen Samuels,13888036,RB/FLEX,5000,PIT@ARI 12/08/2019 04:25PM ET,PIT,8.91
1769824066,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Mohamed Sanu (13888290),Mohamed Sanu,13888290,WR/FLEX,5000,KC@NE 12/08/2019 04:25PM ET,NE,9.69
1769824067,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Derek Carr (13887949),Derek Carr,13887949,QB,5000,TEN@OAK 12/08/2019 04:25PM ET,OAK,14.81
1769824068,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Tyrell Williams (13888288),Tyrell Williams,13888288,WR/FLEX,5000,TEN@OAK 12/08/2019 04:25PM ET,OAK,11.49
1769824069,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Curtis Samuel (13888292),Curtis Samuel,13888292,WR/FLEX,4900,CAR@ATL 12/08/2019 01:00PM ET,CAR,11.81
1769824070,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Derrius Guice (13888038),Derrius Guice,13888038,RB/FLEX,4900,WAS@GB 12/08/2019 01:00PM ET,WAS,14.05
1769824071,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,WR,Russell Gage (13888294),Russell Gage,13888294,WR/FLEX,4800,CAR@ATL 12/08/2019 01:00PM ET,ATL,5.28
1769824072,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,RB,Jamaal Williams (13888040),Jamaal Williams,13888040,RB/FLEX,4800,WAS@GB 12/08/2019 01:00PM ET,GB,12.31
1769824073,NFL $3M Millionaire [$1M to 1st + $50K NFL Team Win Bonus],82150790,$20,Kirk Cousins (13887924),Christian McCaffrey (13887988),Jaylen Samuels (13888036),Kenny Golladay (13888242),Olabisi Johnson (13888338),Adam Thielen (13888238),Irv Smith Jr. (13888554),Sammy Watkins (13888300),Panthers (13888727),,QB,Brian Hoyer (13887950),Brian Hoyer,13887950,QB,4800,IND@TB 12/08/2019 01:00PM ET,IND,8.76
