Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2365050503,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,1. Column A lists all of your contest entries for this draftgroup
2365050504,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),Adam Thielen (15783576),Dallas Goedert (15783886) (LOCKED),Duke Johnson (15783392) (LOCKED),Ravens (15784046) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2365050505,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Colts (15784050),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2365050506,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),KJ Hamler (15783672),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2365050507,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Justin Jefferson (15783584),CeeDee Lamb (15783618),Adam Thielen (15783576),Mark Andrews (15783866) (LOCKED),Giovani Bernard (15783390) (LOCKED),Broncos (15784060),,5. For faster processing only include entries you are changing in the file you upload
2365050508,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Tyler Boyd (15783600) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Jaguars (15784064) (LOCKED),,
2365050509,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Brandin Cooks (15783614) (LOCKED),Will Fuller V (15783578) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2365050552,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Amari Cooper (15783610),Justin Jefferson (15783584),CeeDee Lamb (15783618),Mark Andrews (15783866) (LOCKED),Aaron Jones (15783346),Chargers (15784045),,QB,Jameis Winston (15783289) (LOCKED),Jameis Winston,15783289,QB,5900,In Progress,NO,1.25
2365050553,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Tyler Boyd (15783600) (LOCKED),Denzel Mims (15783690),Adam Thielen (15783576),Dalton Schultz (15783890),Dalvin Cook (15783342),Falcons (15784062) (LOCKED),,RB,Todd Gurley II (15783370) (LOCKED),Todd Gurley II,15783370,RB/FLEX,5900,In Progress,ATL,15.37
2365050554,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Cam Sims (15783688) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Packers (15784054),,RB,Latavius Murray (15783372) (LOCKED),Latavius Murray,15783372,RB/FLEX,5900,In Progress,NO,7.91
2365050555,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Drew Lock (15783294),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Jerry Jeudy (15783612),DeVante Parker (15783598),Tim Patrick (15783628),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Vikings (15784048),,WR,Diontae Johnson (15783588) (LOCKED),Diontae Johnson,15783588,WR/FLEX,5900,In Progress,PIT,13.36
2365050556,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Joe Burrow (15783293) (LOCKED),James Conner (15783356) (LOCKED),Aaron Jones (15783346),Tyler Boyd (15783600) (LOCKED),Tee Higgins (15783590) (LOCKED),Cam Sims (15783688) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,WR,Tee Higgins (15783590) (LOCKED),Tee Higgins,15783590,WR/FLEX,5900,In Progress,CIN,16.51
2365050557,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),Antonio Gibson (15783376) (LOCKED),Miles Sanders (15783350) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Denzel Mims (15783690),Curtis Samuel (15783630) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,WR,Kenny Golladay (15783594) (LOCKED),Kenny Golladay,15783594,WR/FLEX,5800,Final,DET,14.36
2365050558,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Philip Rivers (15783292),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Davante Adams (15783560),KJ Hamler (15783672),Michael Pittman Jr. (15783636),Mo Alie-Cox (15783906),Dalvin Cook (15783342),Broncos (15784060),,RB,Jonathan Taylor (15783374),Jonathan Taylor,15783374,RB/FLEX,5800,GB@IND 11/22/2020 04:25PM ET,IND,12.34
2365050559,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,P.J. Walker (15783309) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Robby Anderson (15783586) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),DJ Moore (15783604) (LOCKED),Dallas Goedert (15783886) (LOCKED),Giovani Bernard (15783390) (LOCKED),Chargers (15784045),,WR,Marquise Brown (15783592) (LOCKED),Marquise Brown,15783592,WR/FLEX,5800,In Progress,BAL,10.02
2365050560,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),James Conner (15783356) (LOCKED),Alvin Kamara (15783340) (LOCKED),Amari Cooper (15783610),Michael Gallup (15783660),Justin Jefferson (15783584),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Bengals (15784061) (LOCKED),,QB,Tua Tagovailoa (15783290),Tua Tagovailoa,15783290,QB,5800,MIA@DEN 11/22/2020 04:05PM ET,MIA,10.79
2365050561,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Ryan Tannehill (15783287) (LOCKED),Giovani Bernard (15783390) (LOCKED),Duke Johnson (15783392) (LOCKED),A.J. Brown (15783568) (LOCKED),Marquise Brown (15783592) (LOCKED),Corey Davis (15783624) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Broncos (15784060),,RB,Myles Gaskin (15783378),Myles Gaskin,15783378,RB/FLEX,5800,MIA@DEN 11/22/2020 04:05PM ET,MIA,14.21
2365050562,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Giovani Bernard (15783390) (LOCKED),Alvin Kamara (15783340) (LOCKED),Terry McLaurin (15783572) (LOCKED),Cam Sims (15783688) (LOCKED),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Jets (15784065),,RB,Antonio Gibson (15783376) (LOCKED),Antonio Gibson,15783376,RB/FLEX,5800,In Progress,WAS,14.76
2365050563,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Joe Burrow (15783293) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),A.J. Green (15783674) (LOCKED),Tee Higgins (15783590) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Lions (15784057) (LOCKED),,QB,Carson Wentz (15783291) (LOCKED),Carson Wentz,15783291,QB,5700,In Progress,PHI,19.92
2365050564,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Tua Tagovailoa (15783290),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Jerry Jeudy (15783612),DeVante Parker (15783598),Adam Thielen (15783576),Mike Gesicki (15783876),Aaron Jones (15783346),Saints (15784049) (LOCKED),,RB,Damien Harris (15783382) (LOCKED),Damien Harris,15783382,RB/FLEX,5700,In Progress,NE,11.12
2365050565,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Joe Burrow (15783293) (LOCKED),Mike Davis (15783352) (LOCKED),Aaron Jones (15783346),Brandin Cooks (15783614) (LOCKED),A.J. Green (15783674) (LOCKED),Tee Higgins (15783590) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Dolphins (15784047),,RB,Jamaal Williams (15783380),Jamaal Williams,15783380,RB/FLEX,5700,GB@IND 11/22/2020 04:25PM ET,GB,11.15
2365050566,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Carson Wentz (15783291) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Travis Fulgham (15783602) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Jalen Reagor (15783646) (LOCKED),Austin Hooper (15783884) (LOCKED),Dalvin Cook (15783342),Saints (15784049) (LOCKED),,WR,DeVante Parker (15783598),DeVante Parker,15783598,WR/FLEX,5700,MIA@DEN 11/22/2020 04:05PM ET,MIA,11.69
2365050567,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),Dalvin Cook (15783342),Alvin Kamara (15783340) (LOCKED),Quintez Cephus (15783856) (LOCKED),Marvin Hall (15783656) (LOCKED),DJ Moore (15783604) (LOCKED),Logan Thomas (15783896) (LOCKED),Aaron Jones (15783346),WAS Football Team (15784053) (LOCKED),,WR,DJ Chark Jr. (15783596) (LOCKED),DJ Chark Jr.,15783596,WR/FLEX,5700,In Progress,JAX,14.16
2365050568,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),Aaron Jones (15783346),Miles Sanders (15783350) (LOCKED),Damiere Byrd (15783680) (LOCKED),Brandin Cooks (15783614) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jordan Akins (15784012) (LOCKED),Dalvin Cook (15783342),Falcons (15784062) (LOCKED),,WR,DJ Moore (15783604) (LOCKED),DJ Moore,15783604,WR/FLEX,5600,Final,CAR,13.96
2365050569,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Joe Burrow (15783293) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),Tee Higgins (15783590) (LOCKED),Denzel Mims (15783690),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Eagles (15784055) (LOCKED),,RB,Boston Scott (15783384) (LOCKED),Boston Scott,15783384,RB/FLEX,5600,In Progress,PHI,6.78
2365050570,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Quintez Cephus (15783856) (LOCKED),DJ Moore (15783604) (LOCKED),Adam Thielen (15783576),T.J. Hockenson (15783878) (LOCKED),Duke Johnson (15783392) (LOCKED),Dolphins (15784047),,WR,Travis Fulgham (15783602) (LOCKED),Travis Fulgham,15783602,WR/FLEX,5600,In Progress,PHI,16.88
2365050571,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Philip Rivers (15783292),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Davante Adams (15783560),T.Y. Hilton (15783650),Michael Pittman Jr. (15783636),T.J. Hockenson (15783878) (LOCKED),Duke Johnson (15783392) (LOCKED),Chargers (15784045),,QB,Philip Rivers (15783292),Philip Rivers,15783292,QB,5600,GB@IND 11/22/2020 04:25PM ET,IND,15.73
2365050572,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Drew Lock (15783294),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Jakeem Grant (15783682),Jerry Jeudy (15783612),Jakobi Meyers (15783620) (LOCKED),Noah Fant (15783872),Dalvin Cook (15783342),Chargers (15784045),,RB,Kalen Ballage (15783388),Kalen Ballage,15783388,RB/FLEX,5600,NYJ@LAC 11/22/2020 04:05PM ET,LAC,9.72
2365050573,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Tua Tagovailoa (15783290),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Jakeem Grant (15783682),DeVante Parker (15783598),Tim Patrick (15783628),Mark Andrews (15783866) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,WR,Tyler Boyd (15783600) (LOCKED),Tyler Boyd,15783600,WR/FLEX,5600,In Progress,CIN,16.77
2365050574,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Baker Mayfield (15783295) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Rashard Higgins (15783632) (LOCKED),Jarvis Landry (15783608) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,RB,Tony Pollard (15783386),Tony Pollard,15783386,RB/FLEX,5600,DAL@MIN 11/22/2020 04:25PM ET,DAL,5.27
2365050575,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Justin Herbert (15783279),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Jalen Guyton (15783678),Denzel Mims (15783690),Mike Williams (15783616),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,WR,Marvin Jones Jr. (15783606) (LOCKED),Marvin Jones Jr.,15783606,WR/FLEX,5500,Final,DET,11.49
2365050576,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matt Ryan (15783284) (LOCKED),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Julio Jones (15783562) (LOCKED),Denzel Mims (15783690),Calvin Ridley (15783570) (LOCKED),Jared Cook (15783880) (LOCKED),Duke Johnson (15783392) (LOCKED),Browns (15784051) (LOCKED),,WR,Jarvis Landry (15783608) (LOCKED),Jarvis Landry,15783608,WR/FLEX,5500,In Progress,CLE,9.72
2365050577,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Aaron Jones (15783346),Miles Sanders (15783350) (LOCKED),Tee Higgins (15783590) (LOCKED),Diontae Johnson (15783588) (LOCKED),Steven Sims Jr. (15783722) (LOCKED),Logan Thomas (15783896) (LOCKED),Dalvin Cook (15783342),Ravens (15784046) (LOCKED),,QB,Joe Burrow (15783293) (LOCKED),Joe Burrow,15783293,QB,5500,In Progress,CIN,20.6
2365050578,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Justin Jefferson (15783584),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Logan Thomas (15783896) (LOCKED),Giovani Bernard (15783390) (LOCKED),Steelers (15784044) (LOCKED),,RB,Giovani Bernard (15783390) (LOCKED),Giovani Bernard,15783390,RB/FLEX,5500,In Progress,CIN,10
2365050579,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Alex Smith (15783298) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tee Higgins (15783590) (LOCKED),Jerry Jeudy (15783612),Cam Sims (15783688) (LOCKED),Logan Thomas (15783896) (LOCKED),Miles Sanders (15783350) (LOCKED),Chargers (15784045),,QB,Baker Mayfield (15783295) (LOCKED),Baker Mayfield,15783295,QB,5400,In Progress,CLE,13.94
2365050580,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Justin Herbert (15783279),James Conner (15783356) (LOCKED),Mike Davis (15783352) (LOCKED),Keenan Allen (15783564),Denzel Mims (15783690),Mike Williams (15783616),Dallas Goedert (15783886) (LOCKED),Aaron Jones (15783346),Patriots (15784052) (LOCKED),,RB,Duke Johnson (15783392) (LOCKED),Duke Johnson,15783392,RB/FLEX,5400,In Progress,HOU,6.4
2365050581,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Drew Lock (15783294),Mike Davis (15783352) (LOCKED),Antonio Gibson (15783376) (LOCKED),KJ Hamler (15783672),Jerry Jeudy (15783612),DeVante Parker (15783598),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,QB,Drew Lock (15783294),Drew Lock,15783294,QB,5400,MIA@DEN 11/22/2020 04:05PM ET,DEN,14.05
2365050582,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Joe Burrow (15783293) (LOCKED),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tyler Boyd (15783600) (LOCKED),KJ Hamler (15783672),Terry McLaurin (15783572) (LOCKED),Drew Sample (15783914) (LOCKED),Aaron Jones (15783346),Titans (15784059) (LOCKED),,WR,Amari Cooper (15783610),Amari Cooper,15783610,WR/FLEX,5400,DAL@MIN 11/22/2020 04:25PM ET,DAL,16.18
2365050583,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Justin Herbert (15783279),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Denzel Mims (15783690),Mike Williams (15783616),Hunter Henry (15783870),Dalvin Cook (15783342),Titans (15784059) (LOCKED),,WR,Jerry Jeudy (15783612),Jerry Jeudy,15783612,WR/FLEX,5300,MIA@DEN 11/22/2020 04:05PM ET,DEN,11.58
2365050584,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Aaron Rodgers (15783278),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Davante Adams (15783560),Jakobi Meyers (15783620) (LOCKED),Michael Pittman Jr. (15783636),Robert Tonyan (15783898),Duke Johnson (15783392) (LOCKED),Panthers (15784056) (LOCKED),,QB,Gardner Minshew II (15783297) (LOCKED),Gardner Minshew II,15783297,QB,5300,In Progress,JAX,21.2
2365050585,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),James Conner (15783356) (LOCKED),Adrian Peterson (15783538) (LOCKED),Marvin Jones Jr. (15783606) (LOCKED),Terry McLaurin (15783572) (LOCKED),DJ Moore (15783604) (LOCKED),Dallas Goedert (15783886) (LOCKED),Dalvin Cook (15783342),Texans (15784058) (LOCKED),,QB,Alex Smith (15783298) (LOCKED),Alex Smith,15783298,QB,5300,In Progress,WAS,12.53
2365050586,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,P.J. Walker (15783309) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Quintez Cephus (15783856) (LOCKED),DJ Moore (15783604) (LOCKED),Mark Andrews (15783866) (LOCKED),James Conner (15783356) (LOCKED),Patriots (15784052) (LOCKED),,QB,Andy Dalton (15783296),Andy Dalton,15783296,QB,5300,DAL@MIN 11/22/2020 04:25PM ET,DAL,5.02
2365050587,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Carson Wentz (15783291) (LOCKED),Duke Johnson (15783392) (LOCKED),Aaron Jones (15783346),Travis Fulgham (15783602) (LOCKED),Rashard Higgins (15783632) (LOCKED),Jalen Reagor (15783646) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Chargers (15784045),,WR,Brandin Cooks (15783614) (LOCKED),Brandin Cooks,15783614,WR/FLEX,5200,In Progress,HOU,13.21
2365050588,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,P.J. Walker (15783309) (LOCKED),Giovani Bernard (15783390) (LOCKED),Aaron Jones (15783346),Robby Anderson (15783586) (LOCKED),Jerry Jeudy (15783612),Curtis Samuel (15783630) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Dalvin Cook (15783342),Vikings (15784048),,RB,Nyheim Hines (15783394),Nyheim Hines,15783394,RB/FLEX,5200,GB@IND 11/22/2020 04:25PM ET,IND,12.58
2365050589,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Philip Rivers (15783292),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),T.Y. Hilton (15783650),Terry McLaurin (15783572) (LOCKED),Michael Pittman Jr. (15783636),Robert Tonyan (15783898),Dalvin Cook (15783342),WAS Football Team (15784053) (LOCKED),,QB,Tyrod Taylor (15783301),Tyrod Taylor,15783301,QB,5200,NYJ@LAC 11/22/2020 04:05PM ET,LAC,4.51
2365050590,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),Terry McLaurin (15783572) (LOCKED),Dalton Schultz (15783890),Aaron Jones (15783346),Ravens (15784046) (LOCKED),,RB,J.D. McKissic (15783396) (LOCKED),J.D. McKissic,15783396,RB/FLEX,5200,In Progress,WAS,10.28
2365050591,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Andy Dalton (15783296),Mike Davis (15783352) (LOCKED),Alvin Kamara (15783340) (LOCKED),Michael Gallup (15783660),Justin Jefferson (15783584),CeeDee Lamb (15783618),Dallas Goedert (15783886) (LOCKED),Giovani Bernard (15783390) (LOCKED),Steelers (15784044) (LOCKED),,QB,Garrett Gilbert (15783299),Garrett Gilbert,15783299,QB,5200,DAL@MIN 11/22/2020 04:25PM ET,DAL,15.52
2365050592,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Ryan Tannehill (15783287) (LOCKED),Mike Davis (15783352) (LOCKED),Miles Sanders (15783350) (LOCKED),Marquise Brown (15783592) (LOCKED),Corey Davis (15783624) (LOCKED),KJ Hamler (15783672),Jonnu Smith (15783868) (LOCKED),Dalvin Cook (15783342),Bengals (15784061) (LOCKED),,QB,Ben DiNucci (15783300),Ben DiNucci,15783300,QB,5200,DAL@MIN 11/22/2020 04:25PM ET,DAL,4.48
2365050593,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Robby Anderson (15783586) (LOCKED),Quintez Cephus (15783856) (LOCKED),Terry McLaurin (15783572) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Aaron Jones (15783346),Saints (15784049) (LOCKED),,RB,David Johnson (15783402) (LOCKED),David Johnson,15783402,RB/FLEX,5100,In Progress,HOU,11.99
2365050594,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Tua Tagovailoa (15783290),Duke Johnson (15783392) (LOCKED),Miles Sanders (15783350) (LOCKED),Jakeem Grant (15783682),KJ Hamler (15783672),Terry McLaurin (15783572) (LOCKED),Mike Gesicki (15783876),Dalvin Cook (15783342),Steelers (15784044) (LOCKED),,RB,J.K. Dobbins (15783398) (LOCKED),J.K. Dobbins,15783398,RB/FLEX,5100,In Progress,BAL,7.76
2365050595,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Kirk Cousins (15783285),Giovani Bernard (15783390) (LOCKED),Duke Johnson (15783392) (LOCKED),Amari Cooper (15783610),Terry McLaurin (15783572) (LOCKED),Adam Thielen (15783576),Irv Smith Jr. (15783894),Aaron Jones (15783346),Dolphins (15784047),,QB,Brett Rypien (15783302),Brett Rypien,15783302,QB,5100,MIA@DEN 11/22/2020 04:05PM ET,DEN,7.65
2365050596,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Matthew Stafford (15783288) (LOCKED),Alvin Kamara (15783340) (LOCKED),Miles Sanders (15783350) (LOCKED),Marvin Hall (15783656) (LOCKED),Terry McLaurin (15783572) (LOCKED),Curtis Samuel (15783630) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Giovani Bernard (15783390) (LOCKED),Eagles (15784055) (LOCKED),,RB,Melvin Gordon III (15783400),Melvin Gordon III,15783400,RB/FLEX,5100,MIA@DEN 11/22/2020 04:05PM ET,DEN,12.82
2365050597,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Baker Mayfield (15783295) (LOCKED),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Jarvis Landry (15783608) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jalen Reagor (15783646) (LOCKED),Austin Hooper (15783884) (LOCKED),Dalvin Cook (15783342),Packers (15784054),,QB,Sam Darnold (15783303),Sam Darnold,15783303,QB,5100,NYJ@LAC 11/22/2020 04:05PM ET,NYJ,11.27
2365050598,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Joe Burrow (15783293) (LOCKED),Duke Johnson (15783392) (LOCKED),Alvin Kamara (15783340) (LOCKED),Tee Higgins (15783590) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),T.J. Hockenson (15783878) (LOCKED),Giovani Bernard (15783390) (LOCKED),Titans (15784059) (LOCKED),,WR,Mike Williams (15783616),Mike Williams,15783616,WR/FLEX,5100,NYJ@LAC 11/22/2020 04:05PM ET,LAC,11.15
2365050599,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Taysom Hill (15783312) (LOCKED),Mike Davis (15783352) (LOCKED),Duke Johnson (15783392) (LOCKED),Julio Jones (15783562) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Michael Thomas (15783566) (LOCKED),Jared Cook (15783880) (LOCKED),Aaron Jones (15783346),Jets (15784065),,RB,Mark Ingram II (15783404) (LOCKED),Mark Ingram II,15783404,RB/FLEX,5000,In Progress,BAL,6.41
2365050600,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],96625286,$20,Deshaun Watson (15783282) (LOCKED),James Conner (15783356) (LOCKED),Miles Sanders (15783350) (LOCKED),Terry McLaurin (15783572) (LOCKED),Jakobi Meyers (15783620) (LOCKED),Adam Thielen (15783576),Jordan Akins (15784012) (LOCKED),Duke Johnson (15783392) (LOCKED),Chargers (15784045),,QB,Ryan Fitzpatrick (15783304),Ryan Fitzpatrick,15783304,QB,5000,MIA@DEN 11/22/2020 04:05PM ET,MIA,22.65
