Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
3072163034,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Najee Harris (20851452),Patrick Taylor (20851748),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Deebo Samuel (20851776),Cole Kmet (20852296),James Conner (20851468),Bengals (20852579),,1. Column A lists all of your contest entries for this draftgroup
3072178378,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),Devin Singletary (20851476),Patrick Taylor (20851748),Van Jefferson (20851834),Allen Robinson II (20851892),Deebo Samuel (20851776),George Kittle (20852270),James Conner (20851468),Bills (20852570),,2. Your current lineup is listed next to each entry (blank for reservations)
3072178379,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Devin Singletary (20851476),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Van Jefferson (20851834),Cooper Kupp (20851772),Hunter Henry (20852286),James Conner (20851468),Texans (20852586),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
3072178380,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Najee Harris (20851452),Patrick Taylor (20851748),Christian Kirk (20851804),Tyler Lockett (20851796),DK Metcalf (20851792),Cole Kmet (20852296),Sony Michel (20851480),Colts (20852569),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
3072178381,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Sony Michel (20851480),Patrick Taylor (20851748),Mike Evans (20851788),DJ Moore (20851814),Allen Robinson II (20851892),Rob Gronkowski (20852272),James Conner (20851468),Bengals (20852579),,5. For faster processing only include entries you are changing in the file you upload
3072178382,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),David Montgomery (20851460),Patrick Taylor (20851748),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Deebo Samuel (20851776),Hunter Henry (20852286),James Conner (20851468),Packers (20852572),,
3072178383,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),Patrick Taylor (20851748),Robby Anderson (20851870),Justin Jefferson (20851780),DJ Moore (20851814),Rob Gronkowski (20852272),James Conner (20851468),WAS Football Team (20852576),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
3072178434,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Najee Harris (20851452),David Montgomery (20851460),Mike Evans (20851788),DJ Moore (20851814),Juwann Winfree (20852246),Cameron Brate (20852310),Sony Michel (20851480),Packers (20852572),,WR,Christian Kirk (20851804),Christian Kirk,20851804,WR/FLEX,6000,SEA@ARI 01/09/2022 04:25PM ET,ARI,12.77
3072178435,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Najee Harris (20851452),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Allen Robinson II (20851892),George Kittle (20852270),Devin Singletary (20851476),Saints (20852573),,RB,D'Andre Swift (20851484),D'Andre Swift,20851484,RB/FLEX,5900,GB@DET 01/09/2022 01:00PM ET,DET,16.78
3072178436,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Najee Harris (20851452),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Allen Robinson II (20851892),Zach Ertz (20852278),Eli Mitchell (20851478),Colts (20852569),,WR,Michael Pittman Jr. (20851806),Michael Pittman Jr.,20851806,WR/FLEX,5900,IND@JAX 01/09/2022 01:00PM ET,IND,14.01
3072178437,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Dalvin Cook (20851448),Najee Harris (20851452),A.J. Green (20851826),Tyler Lockett (20851796),Equanimeous St. Brown (20852244),Gerald Everett (20852290),Sony Michel (20851480),Buccaneers (20852568),,WR,Darnell Mooney (20851808),Darnell Mooney,20851808,WR/FLEX,5900,CHI@MIN 01/09/2022 01:00PM ET,CHI,12.76
3072178438,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),David Montgomery (20851460),Robby Anderson (20851870),Cyril Grayson (20851876),DJ Moore (20851814),George Kittle (20852270),Devin Singletary (20851476),Colts (20852569),,RB,Rhamondre Stevenson (20851482),Rhamondre Stevenson,20851482,RB/FLEX,5900,NE@MIA 01/09/2022 04:25PM ET,NE,10.66
3072178439,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),D'Onta Foreman (20851490),Najee Harris (20851452),DK Metcalf (20851792),Amon-Ra St. Brown (20851794),Antoine Wesley (20851890),Gerald Everett (20852290),Sony Michel (20851480),Titans (20852574),,WR,Marquise Brown (20851810),Marquise Brown,20851810,WR/FLEX,5900,PIT@BAL 01/09/2022 01:00PM ET,BAL,15.37
3072178440,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Najee Harris (20851452),Sony Michel (20851480),A.J. Brown (20851790),Brandin Cooks (20851800),Nick Westbrook-Ikhine (20851886),Hunter Henry (20852286),Devin Singletary (20851476),Rams (20852577),,QB,Carson Wentz (20851360),Carson Wentz,20851360,QB,5800,IND@JAX 01/09/2022 01:00PM ET,IND,16.43
3072178441,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),D'Onta Foreman (20851490),Devin Singletary (20851476),Cooper Kupp (20851772),Josh Reynolds (20851880),Juwann Winfree (20852246),George Kittle (20852270),Van Jefferson (20851834),Giants (20852583),,RB,Antonio Gibson (20851486),Antonio Gibson,20851486,RB/FLEX,5800,WAS@NYG 01/09/2022 01:00PM ET,WAS,14.27
3072178442,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ben Roethlisberger (20851368),Sony Michel (20851480),David Montgomery (20851460),Rashod Bateman (20851846),Chase Claypool (20851836),Diontae Johnson (20851784),Zach Ertz (20852278),Devin Singletary (20851476),Giants (20852583),,WR,DJ Moore (20851814),DJ Moore,20851814,WR/FLEX,5800,CAR@TB 01/09/2022 04:25PM ET,CAR,14.41
3072178443,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Sony Michel (20851480),Devin Singletary (20851476),Robby Anderson (20851870),DJ Moore (20851814),Amon-Ra St. Brown (20851794),Rob Gronkowski (20852272),Rashaad Penny (20851464),Ravens (20852575),,WR,Odell Beckham Jr. (20851812),Odell Beckham Jr.,20851812,WR/FLEX,5800,SF@LAR 01/09/2022 04:25PM ET,LAR,9.64
3072178444,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),D'Onta Foreman (20851490),David Montgomery (20851460),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Van Jefferson (20851834),Zach Ertz (20852278),Antonio Gibson (20851486),Ravens (20852575),,RB,Chase Edmonds (20851488),Chase Edmonds,20851488,RB/FLEX,5800,SEA@ARI 01/09/2022 04:25PM ET,ARI,12.28
3072178445,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Dare Ogunbowale (20851510),Devin Singletary (20851476),A.J. Brown (20851790),Christian Kirk (20851804),Tyler Lockett (20851796),Gerald Everett (20852290),Sony Michel (20851480),Saints (20852573),,TE,Kyle Pitts (20852274),Kyle Pitts,20852274,TE/FLEX,5700,NO@ATL 01/09/2022 04:25PM ET,ATL,11.42
3072178446,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kyler Murray (20851352),Najee Harris (20851452),Sony Michel (20851480),Christian Kirk (20851804),DK Metcalf (20851792),Antoine Wesley (20851890),Hunter Henry (20852286),Devin Singletary (20851476),Jaguars (20852593),,RB,D'Onta Foreman (20851490),D'Onta Foreman,20851490,RB/FLEX,5700,TEN@HOU 01/09/2022 01:00PM ET,TEN,11.81
3072178447,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),David Montgomery (20851460),Devin Singletary (20851476),Van Jefferson (20851834),Deebo Samuel (20851776),Juwann Winfree (20852246),Zach Ertz (20852278),Eli Mitchell (20851478),Patriots (20852571),,QB,Tyler Huntley (20851361),Tyler Huntley,20851361,QB,5700,PIT@BAL 01/09/2022 01:00PM ET,BAL,13.3
3072178448,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tua Tagovailoa (20851373),Najee Harris (20851452),Sony Michel (20851480),Jakobi Meyers (20851830),DeVante Parker (20851848),Jaylen Waddle (20851798),Zach Ertz (20852278),Devin Singletary (20851476),Colts (20852569),,WR,Russell Gage (20851818),Russell Gage,20851818,WR/FLEX,5600,NO@ATL 01/09/2022 04:25PM ET,ATL,10.8
3072178449,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Dalvin Cook (20851448),Najee Harris (20851452),Danny Amendola (20852100),A.J. Brown (20851790),Michael Pittman Jr. (20851806),Anthony Firkser (20852308),Sony Michel (20851480),Buccaneers (20852568),,QB,Baker Mayfield (20851362),Baker Mayfield,20851362,QB,5600,CIN@CLE 01/09/2022 01:00PM ET,CLE,14.49
3072178450,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jared Goff (20851367),Dalvin Cook (20851448),Najee Harris (20851452),Michael Pittman Jr. (20851806),Josh Reynolds (20851880),Amon-Ra St. Brown (20851794),Josiah Deguara (20852318),Sony Michel (20851480),Bills (20852570),,RB,Kareem Hunt (20851492),Kareem Hunt,20851492,RB/FLEX,5600,CIN@CLE 01/09/2022 01:00PM ET,CLE,13.75
3072178451,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Sony Michel (20851480),David Montgomery (20851460),Robby Anderson (20851870),Chase Claypool (20851836),Cyril Grayson (20851876),Rob Gronkowski (20852272),Devin Singletary (20851476),Titans (20852574),,WR,Tyler Boyd (20851820),Tyler Boyd,20851820,WR/FLEX,5600,CIN@CLE 01/09/2022 01:00PM ET,CIN,11.68
3072178452,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),D'Onta Foreman (20851490),David Montgomery (20851460),Robby Anderson (20851870),Mike Evans (20851788),Tyler Johnson (20851884),Zach Ertz (20852278),Sony Michel (20851480),Giants (20852583),,WR,Brandon Aiyuk (20851816),Brandon Aiyuk,20851816,WR/FLEX,5600,SF@LAR 01/09/2022 04:25PM ET,SF,9.66
3072178453,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kirk Cousins (20851358),Najee Harris (20851452),Dare Ogunbowale (20851510),Justin Jefferson (20851780),K.J. Osborn (20851822),Allen Robinson II (20851892),Zach Ertz (20852278),Sony Michel (20851480),Texans (20852586),,QB,Jordan Love (20851365),Jordan Love,20851365,QB,5500,GB@DET 01/09/2022 01:00PM ET,GB,3.18
3072178454,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),David Montgomery (20851460),Devin Singletary (20851476),Brandon Aiyuk (20851816),Chase Claypool (20851836),Christian Kirk (20851804),George Kittle (20852270),Sony Michel (20851480),Jaguars (20852593),,RB,Nyheim Hines (20851494),Nyheim Hines,20851494,RB/FLEX,5500,IND@JAX 01/09/2022 01:00PM ET,IND,6.92
3072178455,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Sony Michel (20851480),David Montgomery (20851460),A.J. Brown (20851790),Christian Kirk (20851804),DJ Moore (20851814),Rob Gronkowski (20852272),Chuba Hubbard (20851516),Jaguars (20852593),,WR,K.J. Osborn (20851822),K.J. Osborn,20851822,WR/FLEX,5500,CHI@MIN 01/09/2022 01:00PM ET,MIN,9.34
3072178456,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Mac Jones (20851370),Najee Harris (20851452),David Montgomery (20851460),Kendrick Bourne (20851842),A.J. Brown (20851790),Jaylen Waddle (20851798),Jonnu Smith (20852466),Sony Michel (20851480),Colts (20852569),,QB,Jimmy Garoppolo (20851363),Jimmy Garoppolo,20851363,QB,5500,SF@LAR 01/09/2022 04:25PM ET,SF,17.13
3072178457,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Sony Michel (20851480),Devin Singletary (20851476),Chase Claypool (20851836),DK Metcalf (20851792),Allen Robinson II (20851892),Zach Ertz (20852278),Rashaad Penny (20851464),Colts (20852569),,QB,Trey Lance (20851364),Trey Lance,20851364,QB,5500,SF@LAR 01/09/2022 04:25PM ET,SF,11.15
3072178458,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),D'Onta Foreman (20851490),Dare Ogunbowale (20851510),Brandon Aiyuk (20851816),Cooper Kupp (20851772),Ray-Ray McCloud III (20851908),Tyler Higbee (20852288),Devin Singletary (20851476),Titans (20852574),,QB,Jared Goff (20851367),Jared Goff,20851367,QB,5400,GB@DET 01/09/2022 01:00PM ET,DET,14.92
3072178459,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Dalvin Cook (20851448),Najee Harris (20851452),Cyril Grayson (20851876),Tyler Johnson (20851884),DJ Moore (20851814),Hunter Henry (20852286),Sony Michel (20851480),WAS Football Team (20852576),,QB,Taylor Heinicke (20851369),Taylor Heinicke,20851369,QB,5400,WAS@NYG 01/09/2022 01:00PM ET,WAS,15.85
3072178460,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),D'Onta Foreman (20851490),Devin Singletary (20851476),Van Jefferson (20851834),Christian Kirk (20851804),DK Metcalf (20851792),Hunter Henry (20852286),Rashaad Penny (20851464),Saints (20852573),,QB,Justin Fields (20851366),Justin Fields,20851366,QB,5400,CHI@MIN 01/09/2022 01:00PM ET,CHI,12.07
3072178461,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),D'Onta Foreman (20851490),Sony Michel (20851480),Mike Evans (20851788),DJ Moore (20851814),Amon-Ra St. Brown (20851794),Zach Ertz (20852278),Chuba Hubbard (20851516),Saints (20852573),,QB,Mac Jones (20851370),Mac Jones,20851370,QB,5400,NE@MIA 01/09/2022 04:25PM ET,NE,14.63
3072178462,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Devin Singletary (20851476),Marvin Jones Jr. (20851878),Josh Reynolds (20851880),Deebo Samuel (20851776),George Kittle (20852270),Sony Michel (20851480),Steelers (20852578),,RB,Mark Ingram II (20851496),Mark Ingram II,20851496,RB/FLEX,5400,NO@ATL 01/09/2022 04:25PM ET,NO,7.83
3072178463,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Rex Burkhead (20851512),David Montgomery (20851460),A.J. Brown (20851790),Chase Claypool (20851836),Julio Jones (20851838),Zach Ertz (20852278),Sony Michel (20851480),Patriots (20852571),,QB,Ben Roethlisberger (20851368),Ben Roethlisberger,20851368,QB,5400,PIT@BAL 01/09/2022 01:00PM ET,PIT,15.12
3072178464,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Cam Newton (20851399),Najee Harris (20851452),David Montgomery (20851460),Mike Evans (20851788),Van Jefferson (20851834),DJ Moore (20851814),Zach Ertz (20852278),Ameer Abdullah (20851552),Titans (20852574),,TE,Dawson Knox (20852276),Dawson Knox,20852276,TE/FLEX,5400,NYJ@BUF 01/09/2022 04:25PM ET,BUF,11.34
3072178465,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tua Tagovailoa (20851373),Najee Harris (20851452),David Montgomery (20851460),Kendrick Bourne (20851842),Christian Kirk (20851804),DeVante Parker (20851848),Mike Gesicki (20852280),Sony Michel (20851480),Bills (20852570),,WR,Jarvis Landry (20851824),Jarvis Landry,20851824,WR/FLEX,5400,CIN@CLE 01/09/2022 01:00PM ET,CLE,10.77
3072178466,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Sam Darnold (20851383),Dalvin Cook (20851448),D'Onta Foreman (20851490),Robby Anderson (20851870),Van Jefferson (20851834),DJ Moore (20851814),Rob Gronkowski (20852272),Devin Singletary (20851476),Colts (20852569),,WR,A.J. Green (20851826),A.J. Green,20851826,WR/FLEX,5400,SEA@ARI 01/09/2022 04:25PM ET,ARI,10.43
3072178467,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Kyler Murray (20851352),Najee Harris (20851452),David Montgomery (20851460),A.J. Green (20851826),Michael Pittman Jr. (20851806),Antoine Wesley (20851890),Gerald Everett (20852290),Sony Michel (20851480),Saints (20852573),,RB,Jaret Patterson (20851502),Jaret Patterson,20851502,RB/FLEX,5300,WAS@NYG 01/09/2022 01:00PM ET,WAS,3.15
3072178468,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jimmy Garoppolo (20851363),D'Onta Foreman (20851490),Devin Singletary (20851476),Odell Beckham Jr. (20851812),Christian Kirk (20851804),Deebo Samuel (20851776),Hunter Henry (20852286),Eli Mitchell (20851478),Jaguars (20852593),,QB,Andy Dalton (20851371),Andy Dalton,20851371,QB,5300,CHI@MIN 01/09/2022 01:00PM ET,CHI,11.36
3072178469,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Najee Harris (20851452),Devin Singletary (20851476),A.J. Brown (20851790),Nico Collins (20851900),Julio Jones (20851838),Zach Ertz (20852278),Eli Mitchell (20851478),Packers (20852572),,RB,Ke'Shawn Vaughn (20851500),Ke'Shawn Vaughn,20851500,RB/FLEX,5300,CAR@TB 01/09/2022 04:25PM ET,TB,2.23
3072178470,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ben Roethlisberger (20851368),D'Onta Foreman (20851490),David Montgomery (20851460),Chase Claypool (20851836),Christian Kirk (20851804),Ray-Ray McCloud III (20851908),Mark Andrews (20852268),Sony Michel (20851480),Patriots (20852571),,QB,Tua Tagovailoa (20851373),Tua Tagovailoa,20851373,QB,5300,NE@MIA 01/09/2022 04:25PM ET,MIA,15.23
3072178471,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tom Brady (20851351),Najee Harris (20851452),Devin Singletary (20851476),Cyril Grayson (20851876),DJ Moore (20851814),Breshad Perriman (20851844),Zach Ertz (20852278),Eli Mitchell (20851478),Giants (20852583),,QB,Davis Mills (20851372),Davis Mills,20851372,QB,5300,TEN@HOU 01/09/2022 01:00PM ET,HOU,12.48
3072178472,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),D'Onta Foreman (20851490),Najee Harris (20851452),Brandon Aiyuk (20851816),Odell Beckham Jr. (20851812),Christian Kirk (20851804),Hunter Henry (20852286),Sony Michel (20851480),Steelers (20852578),,RB,Samaje Perine (20851504),Samaje Perine,20851504,RB/FLEX,5300,CIN@CLE 01/09/2022 01:00PM ET,CIN,5.55
3072178473,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Rex Burkhead (20851512),Devin Singletary (20851476),A.J. Brown (20851790),Christian Kirk (20851804),DK Metcalf (20851792),Anthony Firkser (20852308),Sony Michel (20851480),Colts (20852569),,RB,Jeff Wilson Jr. (20851498),Jeff Wilson Jr.,20851498,RB/FLEX,5300,SF@LAR 01/09/2022 04:25PM ET,SF,6.81
3072178474,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Jared Goff (20851367),Najee Harris (20851452),David Montgomery (20851460),KhaDarel Hodge (20851976),Cooper Kupp (20851772),Amon-Ra St. Brown (20851794),Josiah Deguara (20852318),D'Onta Foreman (20851490),Jaguars (20852593),,WR,DeAndre Hopkins (20851828),DeAndre Hopkins,20851828,WR/FLEX,5300,SEA@ARI 01/09/2022 04:25PM ET,ARI,14.72
3072178475,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Najee Harris (20851452),David Montgomery (20851460),Tyler Lockett (20851796),DJ Moore (20851814),Antoine Wesley (20851890),Gerald Everett (20852290),Eli Mitchell (20851478),Bills (20852570),,TE,Zach Ertz (20852278),Zach Ertz,20852278,TE/FLEX,5300,SEA@ARI 01/09/2022 04:25PM ET,ARI,10.33
3072178476,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Mac Jones (20851370),Dalvin Cook (20851448),Sony Michel (20851480),Kendrick Bourne (20851842),Christian Kirk (20851804),Jaylen Waddle (20851798),Hunter Henry (20852286),Devin Singletary (20851476),Packers (20852572),,RB,Dare Ogunbowale (20851510),Dare Ogunbowale,20851510,RB/FLEX,5200,IND@JAX 01/09/2022 01:00PM ET,JAX,2.6
3072178477,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matt Ryan (20851375),Najee Harris (20851452),Sony Michel (20851480),Marquez Callaway (20851840),Russell Gage (20851818),Christian Kirk (20851804),Kyle Pitts (20852274),Devin Singletary (20851476),Titans (20852574),,WR,Jakobi Meyers (20851830),Jakobi Meyers,20851830,WR/FLEX,5200,NE@MIA 01/09/2022 04:25PM ET,NE,11.08
3072178478,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ben Roethlisberger (20851368),D'Onta Foreman (20851490),Devin Singletary (20851476),Marquise Brown (20851810),Diontae Johnson (20851784),Christian Kirk (20851804),Pat Freiermuth (20852282),Sony Michel (20851480),Falcons (20852582),,QB,Matt Ryan (20851375),Matt Ryan,20851375,QB,5200,NO@ATL 01/09/2022 04:25PM ET,ATL,14.94
3072178479,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Mac Jones (20851370),D'Onta Foreman (20851490),David Montgomery (20851460),Kendrick Bourne (20851842),Cooper Kupp (20851772),DeVante Parker (20851848),Jonnu Smith (20852466),Devin Singletary (20851476),Buccaneers (20852568),,RB,Dontrell Hilliard (20851508),Dontrell Hilliard,20851508,RB/FLEX,5200,TEN@HOU 01/09/2022 01:00PM ET,TEN,9.99
3072178480,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),Najee Harris (20851452),Devin Singletary (20851476),Josh Reynolds (20851880),Allen Robinson II (20851892),Deebo Samuel (20851776),Tyler Higbee (20852288),Sony Michel (20851480),Titans (20852574),,RB,Rex Burkhead (20851512),Rex Burkhead,20851512,RB/FLEX,5200,TEN@HOU 01/09/2022 01:00PM ET,HOU,6.51
3072178481,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Matthew Stafford (20851355),D'Onta Foreman (20851490),Rashaad Penny (20851464),Van Jefferson (20851834),Cooper Kupp (20851772),Allen Robinson II (20851892),Hunter Henry (20852286),Eli Mitchell (20851478),Jaguars (20852593),,RB,Devonta Freeman (20851506),Devonta Freeman,20851506,RB/FLEX,5200,PIT@BAL 01/09/2022 01:00PM ET,BAL,9.46
3072178482,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),Sony Michel (20851480),David Montgomery (20851460),Christian Kirk (20851804),Tyler Lockett (20851796),Josh Reynolds (20851880),Dawson Knox (20852276),Rashaad Penny (20851464),Jaguars (20852593),,QB,Zach Wilson (20851376),Zach Wilson,20851376,QB,5200,NYJ@BUF 01/09/2022 04:25PM ET,NYJ,12.83
3072178483,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Mac Jones (20851370),Najee Harris (20851452),Sony Michel (20851480),Kendrick Bourne (20851842),Jakobi Meyers (20851830),Amon-Ra St. Brown (20851794),Mike Gesicki (20852280),Devin Singletary (20851476),Titans (20852574),,QB,Colt McCoy (20851374),Colt McCoy,20851374,QB,5200,SEA@ARI 01/09/2022 04:25PM ET,ARI,5.79
3072178484,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Carson Wentz (20851360),Najee Harris (20851452),David Montgomery (20851460),Parris Campbell (20852236),Cooper Kupp (20851772),Michael Pittman Jr. (20851806),Luke Farrell (20852532),Devin Singletary (20851476),Steelers (20852578),,QB,Trevor Lawrence (20851377),Trevor Lawrence,20851377,QB,5100,IND@JAX 01/09/2022 01:00PM ET,JAX,13.03
3072178485,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Carson Wentz (20851360),Najee Harris (20851452),David Montgomery (20851460),Marvin Jones Jr. (20851878),Michael Pittman Jr. (20851806),Amon-Ra St. Brown (20851794),Mo Alie-Cox (20852312),Sony Michel (20851480),Buccaneers (20852568),,WR,Kenny Golladay (20851832),Kenny Golladay,20851832,WR/FLEX,5100,WAS@NYG 01/09/2022 01:00PM ET,NYG,6.68
3072178486,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Tua Tagovailoa (20851373),D'Onta Foreman (20851490),David Montgomery (20851460),DeVante Parker (20851848),Amon-Ra St. Brown (20851794),Jaylen Waddle (20851798),Hunter Henry (20852286),Sony Michel (20851480),Buccaneers (20852568),,RB,Khalil Herbert (20851520),Khalil Herbert,20851520,RB/FLEX,5100,CHI@MIN 01/09/2022 01:00PM ET,CHI,5.05
3072178487,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Mac Jones (20851370),Najee Harris (20851452),David Montgomery (20851460),Van Jefferson (20851834),Jakobi Meyers (20851830),Jaylen Waddle (20851798),Hunter Henry (20852286),Devin Singletary (20851476),Buccaneers (20852568),,RB,Chuba Hubbard (20851516),Chuba Hubbard,20851516,RB/FLEX,5100,CAR@TB 01/09/2022 04:25PM ET,CAR,8
3072178488,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Russell Wilson (20851356),D'Onta Foreman (20851490),Najee Harris (20851452),A.J. Green (20851826),DK Metcalf (20851792),Allen Robinson II (20851892),Tyler Higbee (20852288),Rashaad Penny (20851464),Buccaneers (20852568),,RB,Leonard Fournette (20851518),Leonard Fournette,20851518,RB/FLEX,5100,CAR@TB 01/09/2022 04:25PM ET,TB,18.69
3072178489,NFL $3M Fantasy Football Millionaire [$1M to 1st + ToC Entry],121869398,$20,Ryan Tannehill (20851359),Najee Harris (20851452),David Montgomery (20851460),A.J. Brown (20851790),Christian Kirk (20851804),Nick Westbrook-Ikhine (20851886),Brevin Jordan (20852334),Eli Mitchell (20851478),Buccaneers (20852568),,TE,Mike Gesicki (20852280),Mike Gesicki,20852280,TE/FLEX,5100,NE@MIA 01/09/2022 04:25PM ET,MIA,10.24
