Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2222899495,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),Diontae Johnson (15355932) (LOCKED),Jonnu Smith (15356204) (LOCKED),Kenyan Drake (15355616),Bills (15356387) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2222899496,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Tyler Higbee (15356194) (LOCKED),Kenyan Drake (15355616),Broncos (15356402) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2222899497,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Parris Campbell (15355930) (LOCKED),Corey Davis (15355960) (LOCKED),Adam Thielen (15355836) (LOCKED),Tyler Eifert (15356248) (LOCKED),Derrick Henry (15355598) (LOCKED),Panthers (15356407) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2222899498,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Corey Davis (15355960) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Jordan Reed (15356288) (LOCKED),David Johnson (15355618),Bears (15356389) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2222899499,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Diontae Johnson (15355932) (LOCKED),Sammy Watkins (15355910),Mike Williams (15355946),Hunter Henry (15356190),Aaron Jones (15355604) (LOCKED),Rams (15356398) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2222899500,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Allen Lazard (15355890) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),Chris Herndon (15356226) (LOCKED),Kenyan Drake (15355616),Chargers (15356410),,
2222899501,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),DeSean Jackson (15355896) (LOCKED),Van Jefferson Jr. (15356144) (LOCKED),Diontae Johnson (15355932) (LOCKED),Tyler Higbee (15356194) (LOCKED),Aaron Jones (15355604) (LOCKED),Bears (15356389) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2222899540,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Josh Allen (15355528) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),John Brown (15355870) (LOCKED),Diontae Johnson (15355932) (LOCKED),Preston Williams (15355916) (LOCKED),Dawson Knox (15356214) (LOCKED),Kenyan Drake (15355616),Panthers (15356407) (LOCKED),,QB,Matthew Stafford (15355533) (LOCKED),Matthew Stafford,15355533,QB,6200,In Progress,DET,17.18
2222899541,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jimmy Garoppolo (15355543) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Kendrick Bourne (15355906) (LOCKED),Breshad Perriman (15355972) (LOCKED),Adam Thielen (15355836) (LOCKED),Jordan Reed (15356288) (LOCKED),Kenyan Drake (15355616),Bears (15356389) (LOCKED),,WR,Kenny Golladay (15355860) (LOCKED),Kenny Golladay,15355860,WR/FLEX,6200,In Progress,DET,0
2222899542,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Braxton Berrios (15356168) (LOCKED),Demarcus Robinson (15356000),Mike Williams (15355946),Travis Kelce (15356178),Kenyan Drake (15355616),Eagles (15356400) (LOCKED),,WR,Marquise Brown (15355862),Marquise Brown,15355862,WR/FLEX,6200,BAL@HOU 09/20/2020 04:25PM ET,BAL,18.1
2222899543,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Miles Sanders (15355614) (LOCKED),Davante Adams (15355828) (LOCKED),Parris Campbell (15355930) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Logan Thomas (15356218),Marquez Valdes-Scantling (15355926) (LOCKED),Giants (15356404) (LOCKED),,WR,A.J. Brown (15355864) (LOCKED),A.J. Brown,15355864,WR/FLEX,6100,In Progress,TEN,8.9
2222899544,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Miles Boykin (15355952),Diontae Johnson (15355932) (LOCKED),Kenny Stills (15355996),Mark Andrews (15356182),Kenyan Drake (15355616),Panthers (15356407) (LOCKED),,RB,Todd Gurley II (15355612) (LOCKED),Todd Gurley II,15355612,RB/FLEX,6100,In Progress,ATL,13.7
2222899545,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Danny Amendola (15355914) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),Jordan Reed (15356288) (LOCKED),Miles Sanders (15355614) (LOCKED),49ers (15356386) (LOCKED),,QB,Kyler Murray (15355534),Kyler Murray,15355534,QB,6100,WAS@ARI 09/20/2020 04:05PM ET,ARI,27.3
2222899546,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tom Brady (15355530) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Robby Anderson (15355892) (LOCKED),Corey Davis (15355960) (LOCKED),Mike Evans (15355848) (LOCKED),O.J. Howard (15356210) (LOCKED),Kenyan Drake (15355616),Rams (15356398) (LOCKED),,QB,Carson Wentz (15355535) (LOCKED),Carson Wentz,15355535,QB,6000,In Progress,PHI,16
2222899547,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Derrick Henry (15355598) (LOCKED),Keenan Allen (15355878),T.Y. Hilton (15355876) (LOCKED),Sammy Watkins (15355910),Chris Herndon (15356226) (LOCKED),Austin Ekeler (15355608),Broncos (15356402) (LOCKED),,RB,Miles Sanders (15355614) (LOCKED),Miles Sanders,15355614,RB/FLEX,6000,In Progress,PHI,0
2222899548,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Miles Sanders (15355614) (LOCKED),Davante Adams (15355828) (LOCKED),Demarcus Robinson (15356000),Mike Williams (15355946),Hunter Henry (15356190),Kenyan Drake (15355616),Bears (15356389) (LOCKED),,WR,DJ Chark Jr. (15355866) (LOCKED),DJ Chark Jr.,15355866,WR/FLEX,6000,In Progress,JAX,11.5
2222899549,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Christian McCaffrey (15355592) (LOCKED),Keelan Cole (15355942) (LOCKED),Corey Davis (15355960) (LOCKED),Adam Humphries (15356020) (LOCKED),Chris Herndon (15356226) (LOCKED),Aaron Jones (15355604) (LOCKED),Bears (15356389) (LOCKED),,WR,Courtland Sutton (15355868) (LOCKED),Courtland Sutton,15355868,WR/FLEX,6000,In Progress,DEN,0
2222899550,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Deshaun Watson (15355531),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Marquise Brown (15355862),Brandin Cooks (15355902),Diontae Johnson (15355932) (LOCKED),Jordan Akins (15356230),Kenyan Drake (15355616),Titans (15356391) (LOCKED),,WR,John Brown (15355870) (LOCKED),John Brown,15355870,WR/FLEX,6000,In Progress,BUF,19
2222899551,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Kenyan Drake (15355616),Ezekiel Elliott (15355596) (LOCKED),Corey Davis (15355960) (LOCKED),Allen Robinson II (15355850) (LOCKED),Sammy Watkins (15355910),Hunter Henry (15356190),Austin Ekeler (15355608),Steelers (15356388) (LOCKED),,QB,Ryan Tannehill (15355538) (LOCKED),Ryan Tannehill,15355538,QB,5900,In Progress,TEN,19.36
2222899552,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Miles Sanders (15355614) (LOCKED),Davante Adams (15355828) (LOCKED),Quintez Cephus (15355974) (LOCKED),Diontae Johnson (15355932) (LOCKED),Chris Herndon (15356226) (LOCKED),Allen Lazard (15355890) (LOCKED),Bears (15356389) (LOCKED),,QB,Kirk Cousins (15355536) (LOCKED),Kirk Cousins,15355536,QB,5900,In Progress,MIN,22.76
2222899553,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Patrick Mahomes (15355525),Kenyan Drake (15355616),Ezekiel Elliott (15355596) (LOCKED),Parris Campbell (15355930) (LOCKED),Tyreek Hill (15355832),Mike Williams (15355946),Chris Herndon (15356226) (LOCKED),Sammy Watkins (15355910),Steelers (15356388) (LOCKED),,QB,Philip Rivers (15355537) (LOCKED),Philip Rivers,15355537,QB,5900,In Progress,IND,19.82
2222899554,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Diontae Johnson (15355932) (LOCKED),Adam Thielen (15355836) (LOCKED),Robert Woods (15355852) (LOCKED),Irv Smith Jr. (15356252) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Dolphins (15356409) (LOCKED),,WR,DeVante Parker (15355872) (LOCKED),DeVante Parker,15355872,WR/FLEX,5900,In Progress,MIA,8.7
2222899555,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Melvin Gordon III (15355634) (LOCKED),T.Y. Hilton (15355876) (LOCKED),DeSean Jackson (15355896) (LOCKED),Cooper Kupp (15355842) (LOCKED),Tyler Higbee (15356194) (LOCKED),Kenyan Drake (15355616),Cowboys (15356399) (LOCKED),,RB,Kenyan Drake (15355616),Kenyan Drake,15355616,RB/FLEX,5900,WAS@ARI 09/20/2020 04:05PM ET,ARI,14.5
2222899556,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tom Brady (15355530) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Miles Sanders (15355614) (LOCKED),Mike Evans (15355848) (LOCKED),Diontae Johnson (15355932) (LOCKED),DJ Moore (15355856) (LOCKED),Rob Gronkowski (15356206) (LOCKED),Kenyan Drake (15355616),Dolphins (15356409) (LOCKED),,WR,Terry McLaurin (15355874),Terry McLaurin,15355874,WR/FLEX,5900,WAS@ARI 09/20/2020 04:05PM ET,WAS,11.1
2222899557,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Nyheim Hines (15355628) (LOCKED),Diontae Johnson (15355932) (LOCKED),Greg Ward (15355950) (LOCKED),Robert Woods (15355852) (LOCKED),Zach Ertz (15356184) (LOCKED),Kenyan Drake (15355616),Bills (15356387) (LOCKED),,QB,Daniel Jones (15355542) (LOCKED),Daniel Jones,15355542,QB,5800,In Progress,NYG,19.36
2222899558,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Matthew Stafford (15355533) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Ronald Jones II (15355636) (LOCKED),Diontae Johnson (15355932) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Allen Lazard (15355890) (LOCKED),T.J. Hockenson (15356188) (LOCKED),Kenyan Drake (15355616),Steelers (15356388) (LOCKED),,QB,Jared Goff (15355541) (LOCKED),Jared Goff,15355541,QB,5800,In Progress,LAR,11.5
2222899559,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Mitchell Trubisky (15355544) (LOCKED),Kenyan Drake (15355616),Ezekiel Elliott (15355596) (LOCKED),Diontae Johnson (15355932) (LOCKED),Darnell Mooney (15356158) (LOCKED),Allen Robinson II (15355850) (LOCKED),Evan Engram (15356186) (LOCKED),Clyde Edwards-Helaire (15355602),Steelers (15356388) (LOCKED),,QB,Gardner Minshew II (15355540) (LOCKED),Gardner Minshew II,15355540,QB,5800,In Progress,JAX,20.82
2222899560,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Keenan Allen (15355878),Tyreek Hill (15355832),Diontae Johnson (15355932) (LOCKED),Hunter Henry (15356190),Antonio Gibson (15355686),Bears (15356389) (LOCKED),,QB,Teddy Bridgewater (15355539) (LOCKED),Teddy Bridgewater,15355539,QB,5800,In Progress,CAR,19.36
2222899561,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Cooper Kupp (15355842) (LOCKED),Jalen Reagor (15355956) (LOCKED),Robert Woods (15355852) (LOCKED),Logan Thomas (15356218),Jonathan Taylor (15355620) (LOCKED),Giants (15356404) (LOCKED),,RB,David Johnson (15355618),David Johnson,15355618,RB/FLEX,5800,BAL@HOU 09/20/2020 04:25PM ET,HOU,19.9
2222899562,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Carson Wentz (15355535) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Miles Sanders (15355614) (LOCKED),DeSean Jackson (15355896) (LOCKED),Diontae Johnson (15355932) (LOCKED),Allen Robinson II (15355850) (LOCKED),Tyler Higbee (15356194) (LOCKED),Kenyan Drake (15355616),Vikings (15356394) (LOCKED),,WR,Marvin Jones Jr. (15355880) (LOCKED),Marvin Jones Jr.,15355880,WR/FLEX,5700,In Progress,DET,9.5
2222899563,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Philip Rivers (15355537) (LOCKED),Kenyan Drake (15355616),Ezekiel Elliott (15355596) (LOCKED),Davante Adams (15355828) (LOCKED),T.Y. Hilton (15355876) (LOCKED),Olabisi Johnson (15355966) (LOCKED),Mo Alie-Cox (15356244) (LOCKED),David Johnson (15355618),Titans (15356391) (LOCKED),,QB,Jimmy Garoppolo (15355543) (LOCKED),Jimmy Garoppolo,15355543,QB,5700,In Progress,SF,19.26
2222899564,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Keenan Allen (15355878),Corey Davis (15355960) (LOCKED),Mike Williams (15355946),Travis Kelce (15356178),Miles Sanders (15355614) (LOCKED),Broncos (15356402) (LOCKED),,RB,Malcolm Brown (15355622) (LOCKED),Malcolm Brown,15355622,RB/FLEX,5700,In Progress,LAR,26
2222899565,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Nyheim Hines (15355628) (LOCKED),Davante Adams (15355828) (LOCKED),Marvin Jones Jr. (15355880) (LOCKED),Allen Lazard (15355890) (LOCKED),Jordan Reed (15356288) (LOCKED),Ronald Jones II (15355636) (LOCKED),Cowboys (15356399) (LOCKED),,RB,Jonathan Taylor (15355620) (LOCKED),Jonathan Taylor,15355620,RB/FLEX,5700,In Progress,IND,14.9
2222899566,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Kenyan Drake (15355616),Derrick Henry (15355598) (LOCKED),Parris Campbell (15355930) (LOCKED),Michael Gallup (15355882) (LOCKED),Julio Jones (15355834) (LOCKED),Dalton Schultz (15356216) (LOCKED),David Johnson (15355618),Giants (15356404) (LOCKED),,WR,T.Y. Hilton (15355876) (LOCKED),T.Y. Hilton,15355876,WR/FLEX,5700,In Progress,IND,9.3
2222899567,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Nyheim Hines (15355628) (LOCKED),Davante Adams (15355828) (LOCKED),Danny Amendola (15355914) (LOCKED),Marquez Valdes-Scantling (15355926) (LOCKED),Chris Herndon (15356226) (LOCKED),Melvin Gordon III (15355634) (LOCKED),Titans (15356391) (LOCKED),,WR,Keenan Allen (15355878),Keenan Allen,15355878,WR/FLEX,5700,KC@LAC 09/20/2020 04:25PM ET,LAC,7.7
2222899568,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Marquise Brown (15355862),Parris Campbell (15355930) (LOCKED),Corey Davis (15355960) (LOCKED),Jordan Akins (15356230),J.K. Dobbins (15355640),Chiefs (15356392),,RB,David Montgomery (15355624) (LOCKED),David Montgomery,15355624,RB/FLEX,5600,In Progress,CHI,8.4
2222899569,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dwayne Haskins Jr. (15355549),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),DeAndre Hopkins (15355830),Diontae Johnson (15355932) (LOCKED),Terry McLaurin (15355874),Logan Thomas (15356218),David Johnson (15355618),Dolphins (15356409) (LOCKED),,TE,Zach Ertz (15356184) (LOCKED),Zach Ertz,15356184,TE/FLEX,5600,In Progress,PHI,10.8
2222899570,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Lamar Jackson (15355524),Ezekiel Elliott (15355596) (LOCKED),Aaron Jones (15355604) (LOCKED),Miles Boykin (15355952),Marquise Brown (15355862),Brandin Cooks (15355902),Jordan Reed (15356288) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Cardinals (15356396),,WR,Michael Gallup (15355882) (LOCKED),Michael Gallup,15355882,WR/FLEX,5600,In Progress,DAL,8
2222899571,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Ezekiel Elliott (15355596) (LOCKED),Ronald Jones II (15355636) (LOCKED),Diontae Johnson (15355932) (LOCKED),Greg Ward (15355950) (LOCKED),Robert Woods (15355852) (LOCKED),Tyler Higbee (15356194) (LOCKED),Clyde Edwards-Helaire (15355602),Ravens (15356390),,QB,Mitchell Trubisky (15355544) (LOCKED),Mitchell Trubisky,15355544,QB,5500,In Progress,CHI,24.28
2222899572,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Corey Davis (15355960) (LOCKED),Julio Jones (15355834) (LOCKED),Laviska Shenault Jr. (15355948) (LOCKED),O.J. Howard (15356210) (LOCKED),Kenyan Drake (15355616),Bears (15356389) (LOCKED),,WR,Sterling Shepard (15355884) (LOCKED),Sterling Shepard,15355884,WR/FLEX,5500,In Progress,NYG,10.7
2222899573,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Michael Gallup (15355882) (LOCKED),Julio Jones (15355834) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Jordan Reed (15356288) (LOCKED),Antonio Gibson (15355686),Ravens (15356390),,WR,Jamison Crowder (15355886) (LOCKED),Jamison Crowder,15355886,WR/FLEX,5400,In Progress,NYJ,27.5
2222899574,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Kenyan Drake (15355616),Aaron Jones (15355604) (LOCKED),Amari Cooper (15355854) (LOCKED),Julio Jones (15355834) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Chris Herndon (15356226) (LOCKED),David Johnson (15355618),Eagles (15356400) (LOCKED),,WR,Alshon Jeffery (15355888) (LOCKED),Alshon Jeffery,15355888,WR/FLEX,5400,In Progress,PHI,0
2222899575,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Davante Adams (15355828) (LOCKED),Keelan Cole (15355942) (LOCKED),Corey Davis (15355960) (LOCKED),Chris Herndon (15356226) (LOCKED),Austin Ekeler (15355608),Steelers (15356388) (LOCKED),,QB,Drew Lock (15355545) (LOCKED),Drew Lock,15355545,QB,5400,In Progress,DEN,13.14
2222899576,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Amari Cooper (15355854) (LOCKED),Michael Gallup (15355882) (LOCKED),Darnell Mooney (15356158) (LOCKED),Hayden Hurst (15356196) (LOCKED),Kenyan Drake (15355616),Broncos (15356402) (LOCKED),,RB,Mark Ingram II (15355626),Mark Ingram II,15355626,RB/FLEX,5400,BAL@HOU 09/20/2020 04:25PM ET,BAL,2.9
2222899577,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Ryan Tannehill (15355538) (LOCKED),Kenyan Drake (15355616),Derrick Henry (15355598) (LOCKED),DJ Chark Jr. (15355866) (LOCKED),Julio Jones (15355834) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Jonnu Smith (15356204) (LOCKED),David Johnson (15355618),Panthers (15356407) (LOCKED),,WR,Allen Lazard (15355890) (LOCKED),Allen Lazard,15355890,WR/FLEX,5300,In Progress,GB,18.2
2222899578,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Kenyan Drake (15355616),Derrick Henry (15355598) (LOCKED),Tyreek Hill (15355832),Diontae Johnson (15355932) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Hunter Henry (15356190),Austin Ekeler (15355608),Eagles (15356400) (LOCKED),,TE,Evan Engram (15356186) (LOCKED),Evan Engram,15356186,TE/FLEX,5300,In Progress,NYG,2.9
2222899579,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Aaron Rodgers (15355526) (LOCKED),Todd Gurley II (15355612) (LOCKED),Derrick Henry (15355598) (LOCKED),Davante Adams (15355828) (LOCKED),Danny Amendola (15355914) (LOCKED),Allen Lazard (15355890) (LOCKED),Jordan Reed (15356288) (LOCKED),Kenyan Drake (15355616),Giants (15356404) (LOCKED),,RB,Nyheim Hines (15355628) (LOCKED),Nyheim Hines,15355628,RB/FLEX,5300,In Progress,IND,27.3
2222899580,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Tyrod Taylor (15355546),Derrick Henry (15355598) (LOCKED),Nyheim Hines (15355628) (LOCKED),Keenan Allen (15355878),Amari Cooper (15355854) (LOCKED),Sammy Watkins (15355910),Hunter Henry (15356190),Kenyan Drake (15355616),Bears (15356389) (LOCKED),,QB,Tyrod Taylor (15355546),Tyrod Taylor,15355546,QB,5300,KC@LAC 09/20/2020 04:25PM ET,LAC,9.02
2222899581,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Kirk Cousins (15355536) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),Justin Jefferson (15355934) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Adam Thielen (15355836) (LOCKED),Mo Alie-Cox (15356244) (LOCKED),Kenyan Drake (15355616),Steelers (15356388) (LOCKED),,TE,T.J. Hockenson (15356188) (LOCKED),T.J. Hockenson,15356188,TE/FLEX,5200,In Progress,DET,16.6
2222899582,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Jared Goff (15355541) (LOCKED),Derrick Henry (15355598) (LOCKED),Jonathan Taylor (15355620) (LOCKED),Braxton Berrios (15356168) (LOCKED),Cooper Kupp (15355842) (LOCKED),Robert Woods (15355852) (LOCKED),Zach Ertz (15356184) (LOCKED),Kenyan Drake (15355616),Cardinals (15356396),,RB,Le'Veon Bell (15355632) (LOCKED),Le'Veon Bell,15355632,RB/FLEX,5200,In Progress,NYJ,6.6
2222899583,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Nyheim Hines (15355628) (LOCKED),Miles Sanders (15355614) (LOCKED),Amari Cooper (15355854) (LOCKED),Michael Gallup (15355882) (LOCKED),Julio Jones (15355834) (LOCKED),Jordan Reed (15356288) (LOCKED),Kenyan Drake (15355616),49ers (15356386) (LOCKED),,WR,Anthony Miller (15355894) (LOCKED),Anthony Miller,15355894,WR/FLEX,5200,In Progress,CHI,17.6
2222899584,NFL $4.5M Fantasy Football Millionaire [$1M to 1st + ToC Entry],91962454,$20,Dak Prescott (15355527) (LOCKED),Derrick Henry (15355598) (LOCKED),Aaron Jones (15355604) (LOCKED),CeeDee Lamb (15355924) (LOCKED),Scotty Miller (15355958) (LOCKED),Calvin Ridley (15355840) (LOCKED),Dalton Schultz (15356216) (LOCKED),Kenyan Drake (15355616),Cardinals (15356396),,RB,Ronald Jones II (15355636) (LOCKED),Ronald Jones II,15355636,RB/FLEX,5200,In Progress,TB,10.2
