Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1786163954,Straight Cash Free Contest Series presented by Straight Talk Wireless,82492998,$0,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,1. Column A lists all of your contest entries for this draftgroup
1786163955,AutoNation Free Football Challenge,82493011,$0,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,2. Your current lineup is listed next to each entry (blank for reservations)
1786092077,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1786092078,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1786092079,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,5. For faster processing only include entries you are changing in the file you upload
1786092080,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,
1786092081,NFL $1M Champ Series Play-Action [$100K to 1st],82644115,$3,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1786092132,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Calvin Ridley (13932452),Calvin Ridley,13932452,WR/FLEX,6100,ATL@SF 12/15/2019 04:25PM ET,ATL,15.62
1786092133,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Tom Brady (13932140),Tom Brady,13932140,QB,6000,NE@CIN 12/15/2019 01:00PM ET,NE,18.59
1786092134,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Mitchell Trubisky (13932138),Mitchell Trubisky,13932138,QB,6000,CHI@GB 12/15/2019 01:00PM ET,CHI,15.32
1786092135,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,A.J. Brown (13932458),A.J. Brown,13932458,WR/FLEX,6000,HOU@TEN 12/15/2019 01:00PM ET,TEN,12.54
1786092136,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Alshon Jeffery (13932460),Alshon Jeffery,13932460,WR/FLEX,6000,PHI@WAS 12/15/2019 01:00PM ET,PHI,12.52
1786092137,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,Zach Ertz (13932726),Zach Ertz,13932726,TE/FLEX,6000,PHI@WAS 12/15/2019 01:00PM ET,PHI,15.05
1786092138,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Todd Gurley II (13932218),Todd Gurley II,13932218,RB/FLEX,6000,LAR@DAL 12/15/2019 04:25PM ET,LAR,14.41
1786092139,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Kirk Cousins (13932139),Kirk Cousins,13932139,QB,6000,MIN@LAC 12/15/2019 04:05PM ET,MIN,18.84
1786092140,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Courtland Sutton (13932462),Courtland Sutton,13932462,WR/FLEX,5900,DEN@KC 12/15/2019 01:00PM ET,DEN,15.25
1786092141,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Golden Tate (13932464),Golden Tate,13932464,WR/FLEX,5900,MIA@NYG 12/15/2019 01:00PM ET,NYG,13.84
1786092142,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Miles Sanders (13932220),Miles Sanders,13932220,RB/FLEX,5900,PHI@WAS 12/15/2019 01:00PM ET,PHI,11.52
1786092143,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Matt Ryan (13932141),Matt Ryan,13932141,QB,5900,ATL@SF 12/15/2019 04:25PM ET,ATL,21.73
1786092144,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,A.J. Green (13932468),A.J. Green,13932468,WR/FLEX,5800,NE@CIN 12/15/2019 01:00PM ET,CIN,0
1786092145,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Matthew Stafford (13932142),Matthew Stafford,13932142,QB,5800,TB@DET 12/15/2019 01:00PM ET,DET,23.32
1786092146,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Devonta Freeman (13932226),Devonta Freeman,13932226,RB/FLEX,5800,ATL@SF 12/15/2019 04:25PM ET,ATL,13.56
1786092147,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Deebo Samuel (13932466),Deebo Samuel,13932466,WR/FLEX,5800,ATL@SF 12/15/2019 04:25PM ET,SF,12.58
1786092148,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Drew Lock (13932143),Drew Lock,13932143,QB,5700,DEN@KC 12/15/2019 01:00PM ET,DEN,20.86
1786092149,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Michael Gallup (13932470),Michael Gallup,13932470,WR/FLEX,5700,LAR@DAL 12/15/2019 04:25PM ET,DAL,15.96
1786092150,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Phillip Lindsay (13932222),Phillip Lindsay,13932222,RB/FLEX,5600,DEN@KC 12/15/2019 01:00PM ET,DEN,13.26
1786092151,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Daniel Jones (13932144),Daniel Jones,13932144,QB,5600,MIA@NYG 12/15/2019 01:00PM ET,NYG,17.73
1786092152,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Will Fuller V (13932472),Will Fuller V,13932472,WR/FLEX,5600,HOU@TEN 12/15/2019 01:00PM ET,HOU,13.98
1786092153,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Kyler Murray (13932145),Kyler Murray,13932145,QB,5600,CLE@ARI 12/15/2019 04:05PM ET,ARI,20.32
1786092154,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Derek Carr (13932147),Derek Carr,13932147,QB,5600,JAX@OAK 12/15/2019 04:05PM ET,OAK,15.22
1786092155,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Philip Rivers (13932146),Philip Rivers,13932146,QB,5600,MIN@LAC 12/15/2019 04:05PM ET,LAC,18.33
1786092156,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Tyler Boyd (13932474),Tyler Boyd,13932474,WR/FLEX,5500,NE@CIN 12/15/2019 01:00PM ET,CIN,14.12
1786092157,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,David Montgomery (13932224),David Montgomery,13932224,RB/FLEX,5500,CHI@GB 12/15/2019 01:00PM ET,CHI,11.18
1786092158,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Christian Kirk (13932476),Christian Kirk,13932476,WR/FLEX,5500,CLE@ARI 12/15/2019 04:05PM ET,ARI,14.96
1786092159,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Gardner Minshew II (13932148),Gardner Minshew II,13932148,QB,5500,JAX@OAK 12/15/2019 04:05PM ET,JAX,17.20
1786092160,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Nick Foles (13932149),Nick Foles,13932149,QB,5500,JAX@OAK 12/15/2019 04:05PM ET,JAX,10.44
1786092161,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,Darren Waller (13932728),Darren Waller,13932728,TE/FLEX,5500,JAX@OAK 12/15/2019 04:05PM ET,OAK,14.34
1786092162,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Kyle Allen (13932150),Kyle Allen,13932150,QB,5400,SEA@CAR 12/15/2019 01:00PM ET,CAR,16.42
1786092163,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,James White (13932230),James White,13932230,RB/FLEX,5400,NE@CIN 12/15/2019 01:00PM ET,NE,13.95
1786092164,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Sterling Shepard (13932478),Sterling Shepard,13932478,WR/FLEX,5400,MIA@NYG 12/15/2019 01:00PM ET,NYG,13.74
1786092165,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,David Blough (13932151),David Blough,13932151,QB,5300,TB@DET 12/15/2019 01:00PM ET,DET,14.25
1786092166,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Terry McLaurin (13932480),Terry McLaurin,13932480,WR/FLEX,5300,PHI@WAS 12/15/2019 01:00PM ET,WAS,13.19
1786092167,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Kerryon Johnson (13932346),Kerryon Johnson,13932346,RB/FLEX,5200,TB@DET 12/15/2019 01:00PM ET,DET,12.07
1786092168,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Marvin Jones Jr. (13932482),Marvin Jones Jr.,13932482,WR/FLEX,5200,TB@DET 12/15/2019 01:00PM ET,DET,15.38
1786092169,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Eli Manning (13932152),Eli Manning,13932152,QB,5200,MIA@NYG 12/15/2019 01:00PM ET,NYG,15.69
1786092170,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Raheem Mostert (13932232),Raheem Mostert,13932232,RB/FLEX,5200,ATL@SF 12/15/2019 04:25PM ET,SF,9.75
1786092171,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,Hunter Henry (13932730),Hunter Henry,13932730,TE/FLEX,5200,MIN@LAC 12/15/2019 04:05PM ET,LAC,13.96
1786092172,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Sony Michel (13932228),Sony Michel,13932228,RB/FLEX,5100,NE@CIN 12/15/2019 01:00PM ET,NE,9.06
1786092173,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Anthony Miller (13932484),Anthony Miller,13932484,WR/FLEX,5100,CHI@GB 12/15/2019 01:00PM ET,CHI,7.85
1786092174,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Josh McCown (13932153),Josh McCown,13932153,QB,5100,PHI@WAS 12/15/2019 01:00PM ET,PHI,0.25
1786092175,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Kenyan Drake (13932234),Kenyan Drake,13932234,RB/FLEX,5000,CLE@ARI 12/15/2019 04:05PM ET,ARI,11.63
1786092176,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Russell Gage (13932486),Russell Gage,13932486,WR/FLEX,5000,ATL@SF 12/15/2019 04:25PM ET,ATL,5.16
1786092177,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,Austin Hooper (13932732),Austin Hooper,13932732,TE/FLEX,5000,ATL@SF 12/15/2019 04:25PM ET,ATL,16.6
1786092178,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Andy Dalton (13932154),Andy Dalton,13932154,QB,4900,NE@CIN 12/15/2019 01:00PM ET,CIN,17.21
1786092179,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Sammy Watkins (13932488),Sammy Watkins,13932488,WR/FLEX,4900,DEN@KC 12/15/2019 01:00PM ET,KC,11.46
1786092180,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,TE,Evan Engram (13932734),Evan Engram,13932734,TE/FLEX,4900,MIA@NYG 12/15/2019 01:00PM ET,NYG,14.42
1786092181,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Jordan Howard (13932236),Jordan Howard,13932236,RB/FLEX,4900,PHI@WAS 12/15/2019 01:00PM ET,PHI,12.38
1786092182,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Chase Daniel (13932155),Chase Daniel,13932155,QB,4800,CHI@GB 12/15/2019 01:00PM ET,CHI,9.33
1786092183,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Tarik Cohen (13932238),Tarik Cohen,13932238,RB/FLEX,4800,CHI@GB 12/15/2019 01:00PM ET,CHI,9.75
1786092184,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Damien Williams (13932240),Damien Williams,13932240,RB/FLEX,4800,DEN@KC 12/15/2019 01:00PM ET,KC,10.61
1786092185,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,WR,Tyrell Williams (13932490),Tyrell Williams,13932490,WR/FLEX,4800,JAX@OAK 12/15/2019 04:05PM ET,OAK,11.04
1786092186,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Rashaad Penny (13932246),Rashaad Penny,13932246,RB/FLEX,4700,SEA@CAR 12/15/2019 01:00PM ET,SEA,7.93
1786092187,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,QB,Josh Rosen (13932158),Josh Rosen,13932158,QB,4700,MIA@NYG 12/15/2019 01:00PM ET,MIA,3.83
1786092188,NFL $2.75M Champ Series Millionaire [$1M to 1st],82644117,$20,Patrick Mahomes (13932126),Austin Ekeler (13932210),Christian McCaffrey (13932190),Kendrick Bourne (13932524),Tyreek Hill (13932416),John Ross III (13932528),Jeff Heuerman (13932798),Phillip Lindsay (13932222),Panthers (13932935),,RB,Wayne Gallman Jr. (13932244),Wayne Gallman Jr.,13932244,RB/FLEX,4700,MIA@NYG 12/15/2019 01:00PM ET,NYG,4.92
