Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1679230073,JAMESON $20K NFL FREE Contest Series ,78775214,$0,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,1. Column A lists all of your contest entries for this draftgroup
1679230245,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,2. Your current lineup is listed next to each entry (blank for reservations)
1679230246,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1679230247,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1679230248,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,5. For faster processing only include entries you are changing in the file you upload
1679230249,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,
1679230250,NFL $200K First Down [20 Entry Max],78858786,$1,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1679229790,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Jacoby Brissett (13605617),Jacoby Brissett,13605617,QB,5600,DEN@IND 10/27/2019 01:00PM ET,IND,20.95
1679229791,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Phillip Lindsay (13605696),Phillip Lindsay,13605696,RB/FLEX,5600,DEN@IND 10/27/2019 01:00PM ET,DEN,14.94
1679229792,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Devonta Freeman (13605698),Devonta Freeman,13605698,RB/FLEX,5500,SEA@ATL 10/27/2019 01:00PM ET,ATL,13.47
1679229793,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Austin Hooper (13606170),Austin Hooper,13606170,TE/FLEX,5500,SEA@ATL 10/27/2019 01:00PM ET,ATL,18.66
1679229794,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Tyrell Williams (13605920),Tyrell Williams,13605920,WR/FLEX,5500,OAK@HOU 10/27/2019 04:25PM ET,OAK,16.4
1679229795,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Sam Darnold (13605618),Sam Darnold,13605618,QB,5500,NYJ@JAX 10/27/2019 01:00PM ET,NYJ,11.65
1679229796,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Gardner Minshew II (13605619),Gardner Minshew II,13605619,QB,5500,NYJ@JAX 10/27/2019 01:00PM ET,JAX,17.74
1679229797,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Royce Freeman (13605700),Royce Freeman,13605700,RB/FLEX,5500,DEN@IND 10/27/2019 01:00PM ET,DEN,11.51
1679229798,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Melvin Gordon III (13605702),Melvin Gordon III,13605702,RB/FLEX,5400,LAC@CHI 10/27/2019 01:00PM ET,LAC,8.5
1679229799,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Sterling Shepard (13605926),Sterling Shepard,13605926,WR/FLEX,5400,NYG@DET 10/27/2019 01:00PM ET,NYG,16.72
1679229800,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Larry Fitzgerald (13605922),Larry Fitzgerald,13605922,WR/FLEX,5400,ARI@NO 10/27/2019 01:00PM ET,ARI,13.99
1679229801,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Cam Newton (13605620),Cam Newton,13605620,QB,5400,CAR@SF 10/27/2019 04:05PM ET,CAR,11.34
1679229802,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Josh Gordon (13605924),Josh Gordon,13605924,WR/FLEX,5400,CLE@NE 10/27/2019 04:25PM ET,NE,9.13
1679229803,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,DeSean Jackson (13605928),DeSean Jackson,13605928,WR/FLEX,5300,PHI@BUF 10/27/2019 01:00PM ET,PHI,19.2
1679229804,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Philip Rivers (13605621),Philip Rivers,13605621,QB,5300,LAC@CHI 10/27/2019 01:00PM ET,LAC,19.71
1679229805,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Evan Engram (13606172),Evan Engram,13606172,TE/FLEX,5300,NYG@DET 10/27/2019 01:00PM ET,NYG,15.07
1679229806,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Malcolm Brown (13605704),Malcolm Brown,13605704,RB/FLEX,5300,CIN@LAR 10/27/2019 01:00PM ET,LAR,4.9
1679229807,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Courtland Sutton (13605930),Courtland Sutton,13605930,WR/FLEX,5300,DEN@IND 10/27/2019 01:00PM ET,DEN,16.2
1679229808,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Alshon Jeffery (13605932),Alshon Jeffery,13605932,WR/FLEX,5200,PHI@BUF 10/27/2019 01:00PM ET,PHI,12.58
1679229809,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Kyle Allen (13605622),Kyle Allen,13605622,QB,5200,CAR@SF 10/27/2019 04:05PM ET,CAR,15.16
1679229810,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Sony Michel (13605706),Sony Michel,13605706,RB/FLEX,5200,CLE@NE 10/27/2019 04:25PM ET,NE,12.16
1679229811,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Zach Ertz (13606174),Zach Ertz,13606174,TE/FLEX,5100,PHI@BUF 10/27/2019 01:00PM ET,PHI,11.77
1679229812,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Tyler Boyd (13605934),Tyler Boyd,13605934,WR/FLEX,5100,CIN@LAR 10/27/2019 01:00PM ET,CIN,14.77
1679229813,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Ryan Tannehill (13605623),Ryan Tannehill,13605623,QB,5100,TB@TEN 10/27/2019 01:00PM ET,TEN,9.45
1679229814,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Marcus Mariota (13605624),Marcus Mariota,13605624,QB,5100,TB@TEN 10/27/2019 01:00PM ET,TEN,14.84
1679229815,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,James White (13605708),James White,13605708,RB/FLEX,5100,CLE@NE 10/27/2019 04:25PM ET,NE,13.08
1679229816,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,DK Metcalf (13605936),DK Metcalf,13605936,WR/FLEX,5000,SEA@ATL 10/27/2019 01:00PM ET,SEA,10.04
1679229817,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Derek Carr (13605627),Derek Carr,13605627,QB,5000,OAK@HOU 10/27/2019 04:25PM ET,OAK,14.02
1679229818,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Andy Dalton (13605625),Andy Dalton,13605625,QB,5000,CIN@LAR 10/27/2019 01:00PM ET,CIN,18.15
1679229819,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Tevin Coleman (13605710),Tevin Coleman,13605710,RB/FLEX,5000,CAR@SF 10/27/2019 04:05PM ET,SF,11.38
1679229820,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Baker Mayfield (13605626),Baker Mayfield,13605626,QB,5000,CLE@NE 10/27/2019 04:25PM ET,CLE,14.22
1679229821,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Mitchell Trubisky (13605628),Mitchell Trubisky,13605628,QB,4900,LAC@CHI 10/27/2019 01:00PM ET,CHI,11.13
1679229822,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,TE,Hunter Henry (13606176),Hunter Henry,13606176,TE/FLEX,4900,LAC@CHI 10/27/2019 01:00PM ET,LAC,19.57
1679229823,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Ty Johnson (13605712),Ty Johnson,13605712,RB/FLEX,4900,NYG@DET 10/27/2019 01:00PM ET,DET,3.3
1679229824,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Robby Anderson (13605938),Robby Anderson,13605938,WR/FLEX,4900,NYJ@JAX 10/27/2019 01:00PM ET,NYJ,8.77
1679229825,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,DJ Moore (13605940),DJ Moore,13605940,WR/FLEX,4900,CAR@SF 10/27/2019 04:05PM ET,CAR,13.83
1679229826,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Matt Barkley (13605629),Matt Barkley,13605629,QB,4800,PHI@BUF 10/27/2019 01:00PM ET,BUF,4.08
1679229827,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Jamison Crowder (13605944),Jamison Crowder,13605944,WR/FLEX,4800,NYJ@JAX 10/27/2019 01:00PM ET,NYJ,10.37
1679229828,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Matt Breida (13605714),Matt Breida,13605714,RB/FLEX,4800,CAR@SF 10/27/2019 04:05PM ET,SF,12.92
1679229829,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Joe Flacco (13605630),Joe Flacco,13605630,QB,4800,DEN@IND 10/27/2019 01:00PM ET,DEN,12.57
1679229830,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Jarvis Landry (13605942),Jarvis Landry,13605942,WR/FLEX,4800,CLE@NE 10/27/2019 04:25PM ET,CLE,12.15
1679229831,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Geno Smith (13605633),Geno Smith,13605633,QB,4700,SEA@ATL 10/27/2019 01:00PM ET,SEA,0
1679229832,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Matt Schaub (13605635),Matt Schaub,13605635,QB,4700,SEA@ATL 10/27/2019 01:00PM ET,ATL,3.25
1679229833,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Chase Daniel (13605631),Chase Daniel,13605631,QB,4700,LAC@CHI 10/27/2019 01:00PM ET,CHI,13.82
1679229834,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Tarik Cohen (13605720),Tarik Cohen,13605720,RB/FLEX,4700,LAC@CHI 10/27/2019 01:00PM ET,CHI,9.07
1679229835,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Eli Manning (13605632),Eli Manning,13605632,QB,4700,NYG@DET 10/27/2019 01:00PM ET,NYG,15.52
1679229836,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Wayne Gallman Jr. (13605718),Wayne Gallman Jr.,13605718,RB/FLEX,4700,NYG@DET 10/27/2019 01:00PM ET,NYG,7.43
1679229837,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Carlos Hyde (13605716),Carlos Hyde,13605716,RB/FLEX,4700,OAK@HOU 10/27/2019 04:25PM ET,HOU,10.61
1679229838,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Kenny Stills (13605946),Kenny Stills,13605946,WR/FLEX,4700,OAK@HOU 10/27/2019 04:25PM ET,HOU,10.66
1679229839,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Christian Kirk (13605948),Christian Kirk,13605948,WR/FLEX,4700,ARI@NO 10/27/2019 01:00PM ET,ARI,13.75
1679229840,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Josh McCown (13605634),Josh McCown,13605634,QB,4600,PHI@BUF 10/27/2019 01:00PM ET,PHI,0.25
1679229841,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Jordan Howard (13605724),Jordan Howard,13605724,RB/FLEX,4600,PHI@BUF 10/27/2019 01:00PM ET,PHI,11.14
1679229842,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Joe Mixon (13605722),Joe Mixon,13605722,RB/FLEX,4600,CIN@LAR 10/27/2019 01:00PM ET,CIN,8.9
1679229843,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Curtis Samuel (13605950),Curtis Samuel,13605950,WR/FLEX,4600,CAR@SF 10/27/2019 04:05PM ET,CAR,12.38
1679229844,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Emmanuel Sanders (13605952),Emmanuel Sanders,13605952,WR/FLEX,4600,CAR@SF 10/27/2019 04:05PM ET,SF,11.96
1679229845,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,QB,Nick Foles (13605636),Nick Foles,13605636,QB,4500,NYJ@JAX 10/27/2019 01:00PM ET,JAX,7
1679229846,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,RB,Ryquell Armstead (13605726),Ryquell Armstead,13605726,RB/FLEX,4500,NYJ@JAX 10/27/2019 01:00PM ET,JAX,2.09
1679229847,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Dede Westbrook (13605954),Dede Westbrook,13605954,WR/FLEX,4500,NYJ@JAX 10/27/2019 01:00PM ET,JAX,11.61
1679229848,NFL $3.5M Fantasy Football Millionaire [$1M to 1st],78858791,$20,Russell Wilson (13605603),Chase Edmonds (13605682),Phillip Lindsay (13605696),Julio Jones (13605880),Tyler Lockett (13605886),Calvin Ridley (13605918),Luke Willson (13606208),John Brown (13605908),Cardinals (13606364),,WR,Marquise Goodwin (13605960),Marquise Goodwin,13605960,WR/FLEX,4500,CAR@SF 10/27/2019 04:05PM ET,SF,6.1
