Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2380131803,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Dalvin Cook (15819822),Nyheim Hines (15819886),Nelson Agholor (15820116),Denzel Mims (15820174),Calvin Ridley (15820060),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Rams (15820542),,1. Column A lists all of your contest entries for this draftgroup
2380131804,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Nyheim Hines (15819886),James Robinson (15819838),Mike Evans (15820074),Tyreek Hill (15820054),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Bills (15820549),,2. Your current lineup is listed next to each entry (blank for reservations)
2380131805,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Stefon Diggs (15820056),Denzel Mims (15820174),Hunter Henry (15820358),Brian Hill (15819990),Cardinals (15820546),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2380131806,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Brian Hill (15819990),A.J. Brown (15820064),Corey Davis (15820118),Denzel Mims (15820174),Travis Kelce (15820352),Nyheim Hines (15819886),Saints (15820541),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2380131807,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),Nyheim Hines (15819886),Tyler Boyd (15820108),Sterling Shepard (15820104),Darius Slayton (15820114),Travis Kelce (15820352),Brian Hill (15819990),Dolphins (15820540),,5. For faster processing only include entries you are changing in the file you upload
2380131808,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Antonio Brown (15820086),Mecole Hardman (15820144),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,
2380131809,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Nyheim Hines (15819886),Keelan Cole Sr. (15820166),Mecole Hardman (15820144),Tyreek Hill (15820054),Rob Gronkowski (15820362),Brian Hill (15819990),Saints (15820541),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2380131862,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834),James Robinson (15819838),Chris Godwin (15820078),Mecole Hardman (15820144),Tyreek Hill (15820054),Hunter Henry (15820358),Brian Hill (15819990),Jaguars (15820561),,TE,George Kittle (15820356),George Kittle,15820356,TE/FLEX,5900,SF@LAR 11/29/2020 04:05PM ET,SF,17.35
2380131863,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Mike Davis (15819834),James Robinson (15819838),Keenan Allen (15820052),A.J. Brown (15820064),Corey Davis (15820118),Trey Burton (15820382),Brian Hill (15819990),Dolphins (15820540),,WR,JuJu Smith-Schuster (15847557),JuJu Smith-Schuster,15847557,WR/FLEX,5900,Postponed,PIT,14.35
2380131864,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Mike Evans (15820074),Tyreek Hill (15820054),Demarcus Robinson (15820160),Austin Hooper (15820372),Brian Hill (15819990),Jets (15820560),,QB,Ryan Tannehill (15819777),Ryan Tannehill,15819777,QB,5800,TEN@IND 11/29/2020 01:00PM ET,TEN,21.04
2380131865,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Mike Evans (15820074),Chris Godwin (15820078),Mecole Hardman (15820144),Hunter Henry (15820358),Brian Hill (15819990),Saints (15820541),,RB,Damien Harris (15819852),Damien Harris,15819852,RB/FLEX,5800,ARI@NE 11/29/2020 01:00PM ET,NE,11.3
2380131866,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Keenan Allen (15820052),Gabriel Davis (15820258),Denzel Mims (15820174),Travis Kelce (15820352),Devin Singletary (15819900),49ers (15820550),,WR,Christian Kirk (15820082),Christian Kirk,15820082,WR/FLEX,5800,ARI@NE 11/29/2020 01:00PM ET,ARI,13.11
2380131867,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Mike Davis (15819834),James Robinson (15819838),Cole Beasley (15820090),Stefon Diggs (15820056),Mike Williams (15820110),Trey Burton (15820382),Brian Hill (15819990),Saints (15820541),,RB,Kalen Ballage (15819854),Kalen Ballage,15819854,RB/FLEX,5800,LAC@BUF 11/29/2020 01:00PM ET,LAC,10.45
2380131868,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Dalvin Cook (15819822),Kenyan Drake (15819866),Mike Evans (15820074),Denzel Mims (15820174),Demarcus Robinson (15820160),Travis Kelce (15820352),Zack Moss (15819880),Jaguars (15820561),,WR,Robert Woods (15820084),Robert Woods,15820084,WR/FLEX,5800,SF@LAR 11/29/2020 04:05PM ET,LAR,17.16
2380131869,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Taysom Hill (15819770),Nick Chubb (15819832),Dalvin Cook (15819822),Jerry Jeudy (15820106),Denzel Mims (15820174),Michael Thomas (15820058),Jared Cook (15820378),Brian Hill (15819990),Rams (15820542),,RB,Myles Gaskin (15819858),Myles Gaskin,15819858,RB/FLEX,5700,MIA@NYJ 11/29/2020 01:00PM ET,MIA,14.21
2380131870,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Dalvin Cook (15819822),Nyheim Hines (15819886),Antonio Brown (15820086),Chris Godwin (15820078),Mecole Hardman (15820144),Darren Waller (15820354),Devin Singletary (15819900),Giants (15820543),,QB,Derek Carr (15819778),Derek Carr,15819778,QB,5700,LV@ATL 11/29/2020 01:00PM ET,LV,18.36
2380131871,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kyler Murray (15819763),Dalvin Cook (15819822),Nyheim Hines (15819886),DeAndre Hopkins (15820050),Andy Isabella (15820324),Jakobi Meyers (15820096),Hunter Henry (15820358),Brian Hill (15819990),Bengals (15820552),,RB,Giovani Bernard (15819856),Giovani Bernard,15819856,RB/FLEX,5700,NYG@CIN 11/29/2020 01:00PM ET,CIN,9.95
2380131872,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Dalvin Cook (15819822),Derrick Henry (15819828),Denzel Mims (15820174),Hunter Renfrow (15820152),Calvin Ridley (15820060),Hayden Hurst (15820370),Wayne Gallman Jr. (15819876),Giants (15820543),,WR,Antonio Brown (15820086),Antonio Brown,15820086,WR/FLEX,5700,KC@TB 11/29/2020 04:25PM ET,TB,11.17
2380131873,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Nick Chubb (15819832),Mike Davis (15819834),Tyreek Hill (15820054),Henry Ruggs III (15820138),Olamide Zaccheaus (15820158),Darren Waller (15820354),Nyheim Hines (15819886),Rams (15820542),,QB,Gardner Minshew II (15819779),Gardner Minshew II,15819779,QB,5600,CLE@JAX 11/29/2020 01:00PM ET,JAX,21.2
2380131874,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),Derrick Henry (15819828),Tyler Boyd (15820108),Denzel Mims (15820174),Darius Slayton (15820114),Evan Engram (15820360),Kenyan Drake (15819866),Saints (15820541),,RB,Kareem Hunt (15819860),Kareem Hunt,15819860,RB/FLEX,5600,CLE@JAX 11/29/2020 01:00PM ET,CLE,15.25
2380131875,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Dalvin Cook (15819822),Nyheim Hines (15819886),Hunter Renfrow (15820152),Calvin Ridley (15820060),Olamide Zaccheaus (15820158),Travis Kelce (15820352),Devin Singletary (15819900),Rams (15820542),,RB,Raheem Mostert (15819862),Raheem Mostert,15819862,RB/FLEX,5600,SF@LAR 11/29/2020 04:05PM ET,SF,17.08
2380131876,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Dalvin Cook (15819822),Kareem Hunt (15819860),Julio Jones (15820066),Denzel Mims (15820174),Robert Woods (15820084),Darren Waller (15820354),Brian Hill (15819990),Giants (15820543),,WR,Brandon Aiyuk (15820088),Brandon Aiyuk,15820088,WR/FLEX,5600,SF@LAR 11/29/2020 04:05PM ET,SF,14.84
2380131877,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Mike Davis (15819834),Nyheim Hines (15819886),Keenan Allen (15820052),Keelan Cole Sr. (15820166),Stefon Diggs (15820056),Hunter Henry (15820358),Brian Hill (15819990),Giants (15820543),,QB,Ryan Fitzpatrick (15819780),Ryan Fitzpatrick,15819780,QB,5500,MIA@NYJ 11/29/2020 01:00PM ET,MIA,20.03
2380131878,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834),Kenyan Drake (15819866),Mike Evans (15820074),Mecole Hardman (15820144),Tyreek Hill (15820054),Hayden Hurst (15820370),Nyheim Hines (15819886),Browns (15820544),,RB,Todd Gurley II (15819864),Todd Gurley II,15819864,RB/FLEX,5500,LV@ATL 11/29/2020 01:00PM ET,ATL,14.22
2380131879,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Josh Jacobs (15819830),A.J. Brown (15820064),T.Y. Hilton (15820154),Denzel Mims (15820174),Jonnu Smith (15820368),Nick Chubb (15819832),Broncos (15820559),,QB,Joe Burrow (15819781),Joe Burrow,15819781,QB,5500,NYG@CIN 11/29/2020 01:00PM ET,CIN,19.77
2380131880,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Nick Chubb (15819832),Mike Davis (15819834),Antonio Brown (15820086),Chris Godwin (15820078),Denzel Mims (15820174),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,QB,Daniel Jones (15819782),Daniel Jones,15819782,QB,5500,NYG@CIN 11/29/2020 01:00PM ET,NYG,15.03
2380131881,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Nyheim Hines (15819886),Kareem Hunt (15819860),Keenan Allen (15820052),Cole Beasley (15820090),Mike Williams (15820110),Travis Kelce (15820352),Brian Hill (15819990),Browns (15820544),,WR,Cole Beasley (15820090),Cole Beasley,15820090,WR/FLEX,5500,LAC@BUF 11/29/2020 01:00PM ET,BUF,14.62
2380131882,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Philip Rivers (15819771),Dalvin Cook (15819822),James Robinson (15819838),Corey Davis (15820118),T.Y. Hilton (15820154),Michael Pittman Jr. (15820120),Travis Kelce (15820352),Brian Hill (15819990),Giants (15820543),,RB,J.K. Dobbins (15847533),J.K. Dobbins,15847533,RB/FLEX,5500,Postponed,BAL,8.83
2380131883,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Kenyan Drake (15819866),James Robinson (15819838),Tyreek Hill (15820054),DJ Moore (15820072),Demarcus Robinson (15820160),Rob Gronkowski (15820362),Brian Hill (15819990),Dolphins (15820540),,RB,Kenyan Drake (15819866),Kenyan Drake,15819866,RB/FLEX,5400,ARI@NE 11/29/2020 01:00PM ET,ARI,13.11
2380131884,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785),Dalvin Cook (15819822),Brian Hill (15819990),Keelan Cole Sr. (15820166),Jarvis Landry (15820100),Robert Woods (15820084),Travis Kelce (15820352),Kareem Hunt (15819860),Saints (15820541),,WR,Jamison Crowder (15820092),Jamison Crowder,15820092,WR/FLEX,5400,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,16.92
2380131885,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Dalvin Cook (15819822),Kenyan Drake (15819866),Chris Godwin (15820078),Julio Jones (15820066),Hunter Renfrow (15820152),Hayden Hurst (15820370),Nyheim Hines (15819886),Dolphins (15820540),,QB,P.J. Walker (15819784),P.J. Walker,15819784,QB,5400,CAR@MIN 11/29/2020 01:00PM ET,CAR,4.24
2380131886,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Mike Davis (15819834),Kenyan Drake (15819866),Gabriel Davis (15820258),Stefon Diggs (15820056),Robert Woods (15820084),Hunter Henry (15820358),Nyheim Hines (15819886),Dolphins (15820540),,QB,Jameis Winston (15819783),Jameis Winston,15819783,QB,5400,NO@DEN 11/29/2020 04:05PM ET,NO,1.25
2380131887,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),Keelan Cole Sr. (15820166),Stefon Diggs (15820056),KJ Hamler (15820170),Hunter Henry (15820358),Devin Singletary (15819900),Dolphins (15820540),,WR,Deebo Samuel (15820094),Deebo Samuel,15820094,WR/FLEX,5400,SF@LAR 11/29/2020 04:05PM ET,SF,10.48
2380131888,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Mike Davis (15819834),James Robinson (15819838),Antonio Brown (15820086),Demarcus Robinson (15820160),Robert Woods (15820084),Travis Kelce (15820352),Brian Hill (15819990),Bengals (15820552),,RB,Chase Edmonds (15819868),Chase Edmonds,15819868,RB/FLEX,5300,ARI@NE 11/29/2020 01:00PM ET,ARI,12.12
2380131889,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Dalvin Cook (15819822),Nyheim Hines (15819886),Keenan Allen (15820052),Gabriel Davis (15820258),Mike Williams (15820110),Darren Waller (15820354),Frank Gore (15819898),Vikings (15820556),,WR,Jakobi Meyers (15820096),Jakobi Meyers,15820096,WR/FLEX,5300,ARI@NE 11/29/2020 01:00PM ET,NE,13.38
2380131890,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Jared Goff (15819773),Nick Chubb (15819832),Dalvin Cook (15819822),Cooper Kupp (15820068),Denzel Mims (15820174),Robert Woods (15820084),Jordan Reed (15820376),Wayne Gallman Jr. (15819876),Browns (15820544),,QB,Baker Mayfield (15819785),Baker Mayfield,15819785,QB,5300,CLE@JAX 11/29/2020 01:00PM ET,CLE,13.35
2380131891,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Dalvin Cook (15819822),Josh Jacobs (15819830),Mike Evans (15820074),Mecole Hardman (15820144),Denzel Mims (15820174),Rob Gronkowski (15820362),Nyheim Hines (15819886),Rams (15820542),,QB,Jake Luton (15819786),Jake Luton,15819786,QB,5200,CLE@JAX 11/29/2020 01:00PM ET,JAX,12.42
2380131892,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Wayne Gallman Jr. (15819876),James Robinson (15819838),Nelson Agholor (15820116),Julio Jones (15820066),Denzel Mims (15820174),Travis Kelce (15820352),Josh Jacobs (15819830),Saints (15820541),,WR,DJ Chark Jr. (15820098),DJ Chark Jr.,15820098,WR/FLEX,5200,CLE@JAX 11/29/2020 01:00PM ET,JAX,13.49
2380131893,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Kareem Hunt (15819860),A.J. Brown (15820064),Denzel Mims (15820174),Michael Pittman Jr. (15820120),Anthony Firkser (15820408),Alvin Kamara (15819826),Browns (15820544),,WR,Jarvis Landry (15820100),Jarvis Landry,15820100,WR/FLEX,5200,CLE@JAX 11/29/2020 01:00PM ET,CLE,9.20
2380131894,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772),Brian Hill (15819990),Nyheim Hines (15819886),Robby Anderson (15820076),Justin Jefferson (15820070),Robert Woods (15820084),Hunter Henry (15820358),Dalvin Cook (15819822),Chiefs (15820548),,RB,Melvin Gordon III (15819870),Melvin Gordon III,15819870,RB/FLEX,5200,NO@DEN 11/29/2020 04:05PM ET,DEN,13.56
2380131895,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Baker Mayfield (15819785),Dalvin Cook (15819822),Josh Jacobs (15819830),Keelan Cole Sr. (15820166),Tyreek Hill (15820054),Jarvis Landry (15820100),Austin Hooper (15820372),Nyheim Hines (15819886),Colts (15820545),,QB,Nick Mullens (15819787),Nick Mullens,15819787,QB,5200,SF@LAR 11/29/2020 04:05PM ET,SF,12.45
2380131896,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Taysom Hill (15819770),Dalvin Cook (15819822),James Robinson (15819838),Denzel Mims (15820174),Emmanuel Sanders (15820124),Michael Thomas (15820058),Noah Fant (15820366),Nyheim Hines (15819886),Giants (15820543),,QB,Jimmy Garoppolo (15819788),Jimmy Garoppolo,15819788,QB,5200,SF@LAR 11/29/2020 04:05PM ET,SF,11.56
2380131897,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Kenyan Drake (15819866),Kareem Hunt (15819860),Chris Godwin (15820078),Tyreek Hill (15820054),Demarcus Robinson (15820160),Darren Waller (15820354),Nyheim Hines (15819886),Cardinals (15820546),,RB,Gus Edwards (15847537),Gus Edwards,15847537,RB/FLEX,5200,Postponed,BAL,6.18
2380131898,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Teddy Bridgewater (15819769),Nyheim Hines (15819886),James Robinson (15819838),Robby Anderson (15820076),Justin Jefferson (15820070),DJ Moore (15820072),Darren Waller (15820354),Wayne Gallman Jr. (15819876),Giants (15820543),,TE,Mark Andrews (15847581),Mark Andrews,15847581,TE/FLEX,5200,Postponed,BAL,11.94
2380131899,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Nyheim Hines (15819886),Cole Beasley (15820090),Sterling Shepard (15820104),Mike Williams (15820110),Darren Waller (15820354),Devin Singletary (15819900),Patriots (15820553),,QB,Sam Darnold (15819791),Sam Darnold,15819791,QB,5100,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,11.27
2380131900,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tua Tagovailoa (15819776),Nick Chubb (15819832),Dalvin Cook (15819822),Jakeem Grant (15820162),Denzel Mims (15820174),DeVante Parker (15820080),Darren Waller (15820354),Nyheim Hines (15819886),Saints (15820541),,RB,Salvon Ahmed (15819874),Salvon Ahmed,15819874,RB/FLEX,5100,MIA@NYJ 11/29/2020 01:00PM ET,MIA,10.73
2380131901,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Devin Singletary (15819900),A.J. Brown (15820064),Chris Godwin (15820078),Denzel Mims (15820174),Mo Alie-Cox (15820400),Derrick Henry (15819828),Rams (15820542),,WR,Sterling Shepard (15820104),Sterling Shepard,15820104,WR/FLEX,5100,NYG@CIN 11/29/2020 01:00PM ET,NYG,11.98
2380131902,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Dalvin Cook (15819822),James Robinson (15819838),Russell Gage (15820126),Andy Isabella (15820324),Calvin Ridley (15820060),Darren Waller (15820354),Devin Singletary (15819900),Giants (15820543),,QB,Tyrod Taylor (15819790),Tyrod Taylor,15819790,QB,5100,LAC@BUF 11/29/2020 01:00PM ET,LAC,4.51
2380131903,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Dalvin Cook (15819822),Brian Hill (15819990),Keenan Allen (15820052),Stefon Diggs (15820056),Andy Isabella (15820324),Austin Hooper (15820372),Devin Singletary (15819900),Vikings (15820556),,WR,Curtis Samuel (15820102),Curtis Samuel,15820102,WR/FLEX,5100,CAR@MIN 11/29/2020 01:00PM ET,CAR,13.77
2380131904,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),Josh Jacobs (15819830),Tee Higgins (15820128),Denzel Mims (15820174),Darius Slayton (15820114),Travis Kelce (15820352),Wayne Gallman Jr. (15819876),Bills (15820549),,QB,Drew Lock (15819789),Drew Lock,15819789,QB,5100,NO@DEN 11/29/2020 04:05PM ET,DEN,13.81
2380131905,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Matt Ryan (15819774),Mike Davis (15819834),Kareem Hunt (15819860),Keenan Allen (15820052),Calvin Ridley (15820060),Henry Ruggs III (15820138),Hayden Hurst (15820370),Nyheim Hines (15819886),Rams (15820542),,WR,Jerry Jeudy (15820106),Jerry Jeudy,15820106,WR/FLEX,5100,NO@DEN 11/29/2020 04:05PM ET,DEN,11.09
2380131906,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Taysom Hill (15819770),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),KJ Hamler (15820170),Emmanuel Sanders (15820124),Michael Thomas (15820058),Travis Kelce (15820352),Brian Hill (15819990),49ers (15820550),,RB,Darrell Henderson Jr. (15819872),Darrell Henderson Jr.,15819872,RB/FLEX,5100,SF@LAR 11/29/2020 04:05PM ET,LAR,10.8
2380131907,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Daniel Jones (15819782),Dalvin Cook (15819822),James Robinson (15819838),Denzel Mims (15820174),Sterling Shepard (15820104),Golden Tate (15820168),Travis Kelce (15820352),Giovani Bernard (15819856),Saints (15820541),,WR,Michael Pittman Jr. (15820120),Michael Pittman Jr.,15820120,WR/FLEX,5000,TEN@IND 11/29/2020 01:00PM ET,IND,9.33
2380131908,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Ryan Tannehill (15819777),Dalvin Cook (15819822),Wayne Gallman Jr. (15819876),A.J. Brown (15820064),Keelan Cole Sr. (15820166),Tyreek Hill (15820054),Jonnu Smith (15820368),Nyheim Hines (15819886),Bills (15820549),,QB,Chris Streveler (15819793),Chris Streveler,15819793,QB,5000,ARI@NE 11/29/2020 01:00PM ET,ARI,0.3
2380131909,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Wayne Gallman Jr. (15819876),Nyheim Hines (15819886),Mike Evans (15820074),Chris Godwin (15820078),Justin Jefferson (15820070),Travis Kelce (15820352),Devin Singletary (15819900),Dolphins (15820540),,QB,Joe Flacco (15819794),Joe Flacco,15819794,QB,5000,MIA@NYJ 11/29/2020 01:00PM ET,NYJ,11.55
2380131910,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Patrick Mahomes (15819764),Brian Hill (15819990),Nyheim Hines (15819886),Keenan Allen (15820052),Mecole Hardman (15820144),Curtis Samuel (15820102),Travis Kelce (15820352),Leonard Fournette (15819878),Dolphins (15820540),,RB,Wayne Gallman Jr. (15819876),Wayne Gallman Jr.,15819876,RB/FLEX,5000,NYG@CIN 11/29/2020 01:00PM ET,NYG,9.75
2380131911,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772),Nyheim Hines (15819886),James Robinson (15819838),Justin Jefferson (15820070),Curtis Samuel (15820102),Adam Thielen (15820062),Darren Waller (15820354),Zack Moss (15819880),Rams (15820542),,WR,Tyler Boyd (15820108),Tyler Boyd,15820108,WR/FLEX,5000,NYG@CIN 11/29/2020 01:00PM ET,CIN,16.84
2380131912,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Justin Herbert (15819766),Mike Davis (15819834),Wayne Gallman Jr. (15819876),Keenan Allen (15820052),Denzel Mims (15820174),Mike Williams (15820110),Travis Kelce (15820352),Devin Singletary (15819900),Giants (15820543),,WR,Mike Williams (15820110),Mike Williams,15820110,WR/FLEX,5000,LAC@BUF 11/29/2020 01:00PM ET,LAC,11.82
2380131913,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772),Wayne Gallman Jr. (15819876),Brian Hill (15819990),Robby Anderson (15820076),Tyreek Hill (15820054),Justin Jefferson (15820070),Kyle Rudolph (15820396),Alvin Kamara (15819826),Rams (15820542),,QB,C.J. Beathard (15819792),C.J. Beathard,15819792,QB,5000,SF@LAR 11/29/2020 04:05PM ET,SF,4.09
2380131914,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Tom Brady (15819767),Mike Davis (15819834),Nyheim Hines (15819886),Mike Evans (15820074),Tyreek Hill (15820054),Cooper Kupp (15820068),Rob Gronkowski (15820362),Brian Hill (15819990),Giants (15820543),,WR,Corey Davis (15820118),Corey Davis,15820118,WR/FLEX,4900,TEN@IND 11/29/2020 01:00PM ET,TEN,15.11
2380131915,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Nyheim Hines (15819886),James Robinson (15819838),Keenan Allen (15820052),Cole Beasley (15820090),Stefon Diggs (15820056),Kyle Rudolph (15820396),Frank Gore (15819898),Giants (15820543),,WR,Nelson Agholor (15820116),Nelson Agholor,15820116,WR/FLEX,4900,LV@ATL 11/29/2020 01:00PM ET,LV,10.73
2380131916,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kirk Cousins (15819772),Kenyan Drake (15819866),Kareem Hunt (15819860),Robby Anderson (15820076),Justin Jefferson (15820070),Denzel Mims (15820174),Travis Kelce (15820352),Adam Thielen (15820062),Giants (15820543),,QB,Ryan Finley (15819795),Ryan Finley,15819795,QB,4900,NYG@CIN 11/29/2020 01:00PM ET,CIN,1.05
2380131917,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Kyler Murray (15819763),Nyheim Hines (15819886),James Robinson (15819838),DeAndre Hopkins (15820050),Jakobi Meyers (15820096),Denzel Mims (15820174),Darren Waller (15820354),Christian Kirk (15820082),Broncos (15820559),,WR,Darius Slayton (15820114),Darius Slayton,15820114,WR/FLEX,4900,NYG@CIN 11/29/2020 01:00PM ET,NYG,11.93
2380131918,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Josh Allen (15819765),Mike Davis (15819834),Josh Jacobs (15819830),Cole Beasley (15820090),Gabriel Davis (15820258),Mike Williams (15820110),Travis Kelce (15820352),Nyheim Hines (15819886),Giants (15820543),,WR,Tim Patrick (15820122),Tim Patrick,15820122,WR/FLEX,4900,NO@DEN 11/29/2020 04:05PM ET,DEN,13.26
2380131919,NFL $2.5M Fantasy Football Millionaire [$1M to 1st],97091228,$10,Derek Carr (15819778),Nick Chubb (15819832),Mike Davis (15819834),Julio Jones (15820066),Hunter Renfrow (15820152),Henry Ruggs III (15820138),Travis Kelce (15820352),Devin Singletary (15819900),Dolphins (15820540),,RB,Leonard Fournette (15819878),Leonard Fournette,15819878,RB/FLEX,4900,KC@TB 11/29/2020 04:25PM ET,TB,11.02
