Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2440113400,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,1. Column A lists all of your contest entries for this draftgroup
2440113401,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,2. Your current lineup is listed next to each entry (blank for reservations)
2440113402,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2440113403,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2440113404,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,5. For faster processing only include entries you are changing in the file you upload
2440113405,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,
2440113406,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2440113458,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Amari Cooper (16006384),Amari Cooper,16006384,WR/FLEX,5700,PHI@DAL 12/27/2020 04:25PM ET,DAL,15.69
2440113459,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Philip Rivers (16006108),Philip Rivers,16006108,QB,5600,IND@PIT 12/27/2020 01:00PM ET,IND,16.91
2440113460,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Melvin Gordon III (16006198),Melvin Gordon III,16006198,RB/FLEX,5600,DEN@LAC 12/27/2020 04:05PM ET,DEN,13.81
2440113461,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Robby Anderson (16006388),Robby Anderson,16006388,WR/FLEX,5500,CAR@WAS 12/27/2020 04:05PM ET,CAR,15.01
2440113462,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,T.Y. Hilton (16006390),T.Y. Hilton,16006390,WR/FLEX,5500,IND@PIT 12/27/2020 01:00PM ET,IND,11.12
2440113463,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Joe Mixon (16006200),Joe Mixon,16006200,RB/FLEX,5500,CIN@HOU 12/27/2020 01:00PM ET,CIN,17.27
2440113464,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Andy Dalton (16006109),Andy Dalton,16006109,QB,5500,PHI@DAL 12/27/2020 04:25PM ET,DAL,11.64
2440113465,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Keke Coutee (16006392),Keke Coutee,16006392,WR/FLEX,5400,CIN@HOU 12/27/2020 01:00PM ET,HOU,11.27
2440113466,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Carson Wentz (16006110),Carson Wentz,16006110,QB,5400,PHI@DAL 12/27/2020 04:25PM ET,PHI,18.37
2440113467,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Teddy Bridgewater (16006112),Teddy Bridgewater,16006112,QB,5300,CAR@WAS 12/27/2020 04:05PM ET,CAR,19.07
2440113468,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Benny Snell Jr. (16006204),Benny Snell Jr.,16006204,RB/FLEX,5300,IND@PIT 12/27/2020 01:00PM ET,PIT,5.99
2440113469,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Tyrod Taylor (16006111),Tyrod Taylor,16006111,QB,5300,DEN@LAC 12/27/2020 04:05PM ET,LAC,4.51
2440113470,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Carlos Hyde (16006202),Carlos Hyde,16006202,RB/FLEX,5300,LAR@SEA 12/27/2020 04:25PM ET,SEA,9.03
2440113471,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,CeeDee Lamb (16006394),CeeDee Lamb,16006394,WR/FLEX,5300,PHI@DAL 12/27/2020 04:25PM ET,DAL,13.69
2440113472,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Alex Smith (16006114),Alex Smith,16006114,QB,5200,CAR@WAS 12/27/2020 04:05PM ET,WAS,10.44
2440113473,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Dwayne Haskins Jr. (16006115),Dwayne Haskins Jr.,16006115,QB,5200,CAR@WAS 12/27/2020 04:05PM ET,WAS,13
2440113474,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Gardner Minshew II (16006113),Gardner Minshew II,16006113,QB,5200,CHI@JAX 12/27/2020 01:00PM ET,JAX,19.85
2440113475,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Russell Gage (16006396),Russell Gage,16006396,WR/FLEX,5100,ATL@KC 12/27/2020 01:00PM ET,ATL,10.90
2440113476,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Nick Foles (16006116),Nick Foles,16006116,QB,5100,CHI@JAX 12/27/2020 01:00PM ET,CHI,14.42
2440113477,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Nyheim Hines (16006206),Nyheim Hines,16006206,RB/FLEX,5000,IND@PIT 12/27/2020 01:00PM ET,IND,12.15
2440113478,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Sammy Watkins (16006398),Sammy Watkins,16006398,WR/FLEX,5000,ATL@KC 12/27/2020 01:00PM ET,KC,9.67
2440113479,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Drew Lock (16006118),Drew Lock,16006118,QB,5000,DEN@LAC 12/27/2020 04:05PM ET,DEN,14.73
2440113480,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Sam Darnold (16006117),Sam Darnold,16006117,QB,5000,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,11.71
2440113481,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Daniel Jones (16006119),Daniel Jones,16006119,QB,5000,NYG@BAL 12/27/2020 01:00PM ET,NYG,13.73
2440113482,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Colt McCoy (16006120),Colt McCoy,16006120,QB,5000,NYG@BAL 12/27/2020 01:00PM ET,NYG,5.05
2440113483,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Duke Johnson (16006208),Duke Johnson,16006208,RB/FLEX,5000,CIN@HOU 12/27/2020 01:00PM ET,HOU,7.86
2440113484,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Curtis Samuel (16006402),Curtis Samuel,16006402,WR/FLEX,4900,CAR@WAS 12/27/2020 04:05PM ET,CAR,13.48
2440113485,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Logan Thomas (16006640),Logan Thomas,16006640,TE/FLEX,4900,CAR@WAS 12/27/2020 04:05PM ET,WAS,10.97
2440113486,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Joe Flacco (16006121),Joe Flacco,16006121,QB,4900,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,11.55
2440113487,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Tyler Boyd (16006400),Tyler Boyd,16006400,WR/FLEX,4900,CIN@HOU 12/27/2020 01:00PM ET,CIN,14.03
2440113488,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Boston Scott (16006210),Boston Scott,16006210,RB/FLEX,4900,PHI@DAL 12/27/2020 04:25PM ET,PHI,6
2440113489,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Brett Rypien (16006126),Brett Rypien,16006126,QB,4800,DEN@LAC 12/27/2020 04:05PM ET,DEN,7.65
2440113490,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Noah Fant (16006642),Noah Fant,16006642,TE/FLEX,4800,DEN@LAC 12/27/2020 04:05PM ET,DEN,10.67
2440113491,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Case Keenum (16006125),Case Keenum,16006125,QB,4800,CLE@NYJ 12/27/2020 01:00PM ET,CLE,1.84
2440113492,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Rashard Higgins (16006406),Rashard Higgins,16006406,WR/FLEX,4800,CLE@NYJ 12/27/2020 01:00PM ET,CLE,10.58
2440113493,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Brandon Allen (16006122),Brandon Allen,16006122,QB,4800,CIN@HOU 12/27/2020 01:00PM ET,CIN,10.48
2440113494,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Ryan Finley (16006127),Ryan Finley,16006127,QB,4800,CIN@HOU 12/27/2020 01:00PM ET,CIN,4.23
2440113495,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Giovani Bernard (16006212),Giovani Bernard,16006212,RB/FLEX,4800,CIN@HOU 12/27/2020 01:00PM ET,CIN,9.88
2440113496,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Mike Glennon (16006124),Mike Glennon,16006124,QB,4800,CHI@JAX 12/27/2020 01:00PM ET,JAX,11.83
2440113497,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,DJ Chark Jr. (16006404),DJ Chark Jr.,16006404,WR/FLEX,4800,CHI@JAX 12/27/2020 01:00PM ET,JAX,11.7
2440113498,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Ben DiNucci (16006123),Ben DiNucci,16006123,QB,4800,PHI@DAL 12/27/2020 04:25PM ET,DAL,4.48
2440113499,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Todd Gurley II (16006214),Todd Gurley II,16006214,RB/FLEX,4700,ATL@KC 12/27/2020 01:00PM ET,ATL,11.82
2440113500,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,TE,Hunter Henry (16006644),Hunter Henry,16006644,TE/FLEX,4700,DEN@LAC 12/27/2020 04:05PM ET,LAC,10.38
2440113501,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Tee Higgins (16006408),Tee Higgins,16006408,WR/FLEX,4700,CIN@HOU 12/27/2020 01:00PM ET,CIN,13.82
2440113502,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Garrett Gilbert (16006128),Garrett Gilbert,16006128,QB,4700,PHI@DAL 12/27/2020 04:25PM ET,DAL,15.52
2440113503,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Jalen Reagor (16006416),Jalen Reagor,16006416,WR/FLEX,4600,PHI@DAL 12/27/2020 04:25PM ET,PHI,8.74
2440113504,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,P.J. Walker (16006130),P.J. Walker,16006130,QB,4500,CAR@WAS 12/27/2020 04:05PM ET,CAR,4.24
2440113505,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Mike Williams (16006414),Mike Williams,16006414,WR/FLEX,4500,DEN@LAC 12/27/2020 04:05PM ET,LAC,10.38
2440113506,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Ty Johnson (16006216),Ty Johnson,16006216,RB/FLEX,4500,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,5.62
2440113507,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Jamison Crowder (16006412),Jamison Crowder,16006412,WR/FLEX,4500,CLE@NYJ 12/27/2020 01:00PM ET,NYJ,14.46
2440113508,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Devonta Freeman (16006218),Devonta Freeman,16006218,RB/FLEX,4500,NYG@BAL 12/27/2020 01:00PM ET,NYG,7.2
2440113509,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,WR,Sterling Shepard (16006410),Sterling Shepard,16006410,WR/FLEX,4500,NYG@BAL 12/27/2020 01:00PM ET,NYG,10.62
2440113510,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,John Wolford (16006129),John Wolford,16006129,QB,4500,LAR@SEA 12/27/2020 04:25PM ET,LAR,0
2440113511,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Darrell Henderson Jr. (16006220),Darrell Henderson Jr.,16006220,RB/FLEX,4500,LAR@SEA 12/27/2020 04:25PM ET,LAR,9.08
2440113512,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Peyton Barber (16006224),Peyton Barber,16006224,RB/FLEX,4400,CAR@WAS 12/27/2020 04:05PM ET,WAS,4.42
2440113513,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Chad Henne (16006132),Chad Henne,16006132,QB,4400,ATL@KC 12/27/2020 01:00PM ET,KC,3.5
2440113514,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,QB,Jeff Driskel (16006131),Jeff Driskel,16006131,QB,4400,DEN@LAC 12/27/2020 04:05PM ET,DEN,10.69
2440113515,NFL $3M Fantasy Football Millionaire [$1M to 1st],99111168,$20,Jalen Hurts (16006102),Melvin Gordon III (16006198),David Johnson (16006186),DJ Chark Jr. (16006404),Rashard Higgins (16006406),Tee Higgins (16006408),Cole Kmet (16006668),Calvin Ridley (16006354),Ravens (16006812),,RB,Gus Edwards (16006222),Gus Edwards,16006222,RB/FLEX,4400,NYG@BAL 12/27/2020 01:00PM ET,BAL,7.86
