Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2897172873,$5K Wrangler Long Live Sports Series,115248071,$0,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,1. Column A lists all of your contest entries for this draftgroup
2897172875,Draft Time Matchups presented by Miller Lite,115248121,$0,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,2. Your current lineup is listed next to each entry (blank for reservations)
2897188771,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2897188772,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2897188773,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,5. For faster processing only include entries you are changing in the file you upload
2897188774,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,
2897188775,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2897188826,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Teddy Bridgewater (19624557),Teddy Bridgewater,19624557,QB,5700,LV@DEN 10/17/2021 04:25PM ET,DEN,16.58
2897188827,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Clyde Edwards-Helaire (19624653),Clyde Edwards-Helaire,19624653,RB/FLEX,5600,KC@WAS 10/17/2021 01:00PM ET,KC,12.1
2897188828,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Kadarius Toney (19624887),Kadarius Toney,19624887,WR/FLEX,5600,LAR@NYG 10/17/2021 01:00PM ET,NYG,10.38
2897188829,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Chase Edmonds (19624651),Chase Edmonds,19624651,RB/FLEX,5600,ARI@CLE 10/17/2021 04:05PM ET,ARI,13.58
2897188830,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Derek Carr (19624558),Derek Carr,19624558,QB,5600,LV@DEN 10/17/2021 04:25PM ET,LV,20.82
2897188831,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Tony Pollard (19624649),Tony Pollard,19624649,RB/FLEX,5600,DAL@NE 10/17/2021 04:25PM ET,DAL,12.56
2897188832,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Michael Pittman Jr. (19624891),Michael Pittman Jr.,19624891,WR/FLEX,5500,HOU@IND 10/17/2021 01:00PM ET,IND,15.06
2897188833,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Daniel Jones (19624559),Daniel Jones,19624559,QB,5500,LAR@NYG 10/17/2021 01:00PM ET,NYG,20.80
2897188834,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,James Conner (19624655),James Conner,19624655,RB/FLEX,5500,ARI@CLE 10/17/2021 04:05PM ET,ARI,11.5
2897188835,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Jakobi Meyers (19624889),Jakobi Meyers,19624889,WR/FLEX,5500,DAL@NE 10/17/2021 04:25PM ET,NE,12.6
2897188836,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Carson Wentz (19624560),Carson Wentz,19624560,QB,5400,HOU@IND 10/17/2021 01:00PM ET,IND,18.04
2897188837,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Devontae Booker (19624657),Devontae Booker,19624657,RB/FLEX,5400,LAR@NYG 10/17/2021 01:00PM ET,NYG,6.85
2897188838,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Tyler Boyd (19624893),Tyler Boyd,19624893,WR/FLEX,5400,CIN@DET 10/17/2021 01:00PM ET,CIN,12.86
2897188839,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,David Montgomery (19624659),David Montgomery,19624659,RB/FLEX,5300,GB@CHI 10/17/2021 01:00PM ET,CHI,16.45
2897188840,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Allen Robinson II (19624897),Allen Robinson II,19624897,WR/FLEX,5300,GB@CHI 10/17/2021 01:00PM ET,CHI,8.22
2897188841,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Brandon Allen (19624561),Brandon Allen,19624561,QB,5300,CIN@DET 10/17/2021 01:00PM ET,CIN,0
2897188842,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Tee Higgins (19624895),Tee Higgins,19624895,WR/FLEX,5300,CIN@DET 10/17/2021 01:00PM ET,CIN,14.33
2897188843,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Davis Mills (19624562),Davis Mills,19624562,QB,5200,HOU@IND 10/17/2021 01:00PM ET,HOU,11.26
2897188844,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,TE,Mark Andrews (19625235),Mark Andrews,19625235,TE/FLEX,5200,LAC@BAL 10/17/2021 01:00PM ET,BAL,18.2
2897188845,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Henry Ruggs III (19624899),Henry Ruggs III,19624899,WR/FLEX,5200,LV@DEN 10/17/2021 04:25PM ET,LV,12.34
2897188846,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Mac Jones (19624563),Mac Jones,19624563,QB,5200,DAL@NE 10/17/2021 04:25PM ET,NE,13.54
2897188847,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Damien Harris (19624661),Damien Harris,19624661,RB/FLEX,5200,DAL@NE 10/17/2021 04:25PM ET,NE,9.52
2897188848,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Tyrod Taylor (19624564),Tyrod Taylor,19624564,QB,5100,HOU@IND 10/17/2021 01:00PM ET,HOU,20.07
2897188849,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Justin Fields (19624565),Justin Fields,19624565,QB,5100,GB@CHI 10/17/2021 01:00PM ET,CHI,6.44
2897188850,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Jared Goff (19624566),Jared Goff,19624566,QB,5100,CIN@DET 10/17/2021 01:00PM ET,DET,17.86
2897188851,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Odell Beckham Jr. (19624901),Odell Beckham Jr.,19624901,WR/FLEX,5100,ARI@CLE 10/17/2021 04:05PM ET,CLE,7.6
2897188852,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Melvin Gordon III (19624663),Melvin Gordon III,19624663,RB/FLEX,5100,LV@DEN 10/17/2021 04:25PM ET,DEN,12.56
2897188853,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Tim Patrick (19624903),Tim Patrick,19624903,WR/FLEX,5100,LV@DEN 10/17/2021 04:25PM ET,DEN,12.84
2897188854,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Andy Dalton (19624567),Andy Dalton,19624567,QB,5000,GB@CHI 10/17/2021 01:00PM ET,CHI,5.53
2897188855,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Mike Glennon (19624568),Mike Glennon,19624568,QB,5000,LAR@NYG 10/17/2021 01:00PM ET,NYG,10.04
2897188856,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Sterling Shepard (19624909),Sterling Shepard,19624909,WR/FLEX,5000,LAR@NYG 10/17/2021 01:00PM ET,NYG,16.13
2897188857,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Kalif Raymond (19624911),Kalif Raymond,19624911,WR/FLEX,5000,CIN@DET 10/17/2021 01:00PM ET,DET,9.02
2897188858,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,TE,T.J. Hockenson (19625237),T.J. Hockenson,19625237,TE/FLEX,5000,CIN@DET 10/17/2021 01:00PM ET,DET,12.34
2897188859,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Christian Kirk (19624905),Christian Kirk,19624905,WR/FLEX,5000,ARI@CLE 10/17/2021 04:05PM ET,ARI,13.08
2897188860,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Jarvis Landry (19624907),Jarvis Landry,19624907,WR/FLEX,5000,ARI@CLE 10/17/2021 04:05PM ET,CLE,10.65
2897188861,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Javonte Williams (19624665),Javonte Williams,19624665,RB/FLEX,5000,LV@DEN 10/17/2021 04:25PM ET,DEN,9.64
2897188862,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,AJ Dillon (19624671),AJ Dillon,19624671,RB/FLEX,4900,GB@CHI 10/17/2021 01:00PM ET,GB,8.08
2897188863,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Darrel Williams (19624675),Darrel Williams,19624675,RB/FLEX,4900,KC@WAS 10/17/2021 01:00PM ET,KC,6.68
2897188864,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Jamaal Williams (19624667),Jamaal Williams,19624667,RB/FLEX,4900,CIN@DET 10/17/2021 01:00PM ET,DET,12.3
2897188865,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Samaje Perine (19624673),Samaje Perine,19624673,RB/FLEX,4900,CIN@DET 10/17/2021 01:00PM ET,CIN,5.42
2897188866,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Ty'Son Williams (19624669),Ty'Son Williams,19624669,RB/FLEX,4900,LAC@BAL 10/17/2021 01:00PM ET,BAL,9
2897188867,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,A.J. Green (19624915),A.J. Green,19624915,WR/FLEX,4900,ARI@CLE 10/17/2021 04:05PM ET,ARI,11.42
2897188868,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Hunter Renfrow (19624913),Hunter Renfrow,19624913,WR/FLEX,4900,LV@DEN 10/17/2021 04:25PM ET,LV,14.1
2897188869,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,TE,Dalton Schultz (19625239),Dalton Schultz,19625239,TE/FLEX,4900,DAL@NE 10/17/2021 04:25PM ET,DAL,14.4
2897188870,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Nyheim Hines (19624679),Nyheim Hines,19624679,RB/FLEX,4800,HOU@IND 10/17/2021 01:00PM ET,IND,8.04
2897188871,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Nick Foles (19624570),Nick Foles,19624570,QB,4800,GB@CHI 10/17/2021 01:00PM ET,CHI,0
2897188872,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,J.D. McKissic (19624677),J.D. McKissic,19624677,RB/FLEX,4800,KC@WAS 10/17/2021 01:00PM ET,WAS,9.1
2897188873,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Robby Anderson (19624917),Robby Anderson,19624917,WR/FLEX,4800,MIN@CAR 10/17/2021 01:00PM ET,CAR,7.24
2897188874,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Drew Lock (19624569),Drew Lock,19624569,QB,4800,LV@DEN 10/17/2021 04:25PM ET,DEN,3.52
2897188875,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,TE,Noah Fant (19625241),Noah Fant,19625241,TE/FLEX,4800,LV@DEN 10/17/2021 04:25PM ET,DEN,10.12
2897188876,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Kyle Allen (19624572),Kyle Allen,19624572,QB,4700,KC@WAS 10/17/2021 01:00PM ET,WAS,0
2897188877,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,Ryan Fitzpatrick (19624573),Ryan Fitzpatrick,19624573,QB,4700,KC@WAS 10/17/2021 01:00PM ET,WAS,0.72
2897188878,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,DST,Rams  (19625455),Rams ,19625455,DST,4700,LAR@NYG 10/17/2021 01:00PM ET,LAR,4.8
2897188879,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,QB,David Blough (19624571),David Blough,19624571,QB,4700,CIN@DET 10/17/2021 01:00PM ET,DET,0
2897188880,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,WR,Jerry Jeudy (19624919),Jerry Jeudy,19624919,WR/FLEX,4700,LV@DEN 10/17/2021 04:25PM ET,DEN,13.2
2897188881,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],115467668,$20,Kyler Murray (19624546),Chuba Hubbard (19624641),Darrel Williams (19624675),Rashard Higgins (19624927),Christian Kirk (19624905),Darnell Mooney (19624929),Travis Kelce (19625231),Aaron Jones (19624619),Patriots (19625462),,RB,Brandon Bolden (19624681),Brandon Bolden,19624681,RB/FLEX,4700,DAL@NE 10/17/2021 04:25PM ET,NE,4.78
