Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
1715099651,NFL $100K FREE 100th Season Contest,79801095,$0,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,1. Column A lists all of your contest entries for this draftgroup
1715099652,AutoNation Free Football Challenge,79913750,$0,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,2. Your current lineup is listed next to each entry (blank for reservations)
1715099653,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
1715099654,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
1715099655,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,5. For faster processing only include entries you are changing in the file you upload
1715099656,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,
1715099657,NFL $200K First Down [20 Entry Max],80009844,$1,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1715099176,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Calvin Ridley (13693951),Calvin Ridley,13693951,WR/FLEX,5400,ATL@NO 11/10/2019 01:00PM ET,ATL,13.29
1715099177,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,David Montgomery (13693779),David Montgomery,13693779,RB/FLEX,5300,DET@CHI 11/10/2019 01:00PM ET,CHI,12.99
1715099178,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Zach Pascal (13693953),Zach Pascal,13693953,WR/FLEX,5300,MIA@IND 11/10/2019 04:05PM ET,IND,9.91
1715099179,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Mark Andrews (13694157),Mark Andrews,13694157,TE/FLEX,5200,BAL@CIN 11/10/2019 01:00PM ET,BAL,13.5
1715099180,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Jamaal Williams (13693781),Jamaal Williams,13693781,RB/FLEX,5200,CAR@GB 11/10/2019 04:25PM ET,GB,12.92
1715099181,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,DJ Moore (13693957),DJ Moore,13693957,WR/FLEX,5200,CAR@GB 11/10/2019 04:25PM ET,CAR,13.99
1715099182,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Christian Kirk (13693955),Christian Kirk,13693955,WR/FLEX,5200,ARI@TB 11/10/2019 01:00PM ET,ARI,12.73
1715099183,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Ryan Fitzpatrick (13693713),Ryan Fitzpatrick,13693713,QB,5200,MIA@IND 11/10/2019 04:05PM ET,MIA,11.84
1715099184,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Mitchell Trubisky (13693714),Mitchell Trubisky,13693714,QB,5100,DET@CHI 11/10/2019 01:00PM ET,CHI,10.18
1715099185,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Marquise Brown (13693959),Marquise Brown,13693959,WR/FLEX,5100,BAL@CIN 11/10/2019 01:00PM ET,BAL,13.73
1715099186,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Kyle Allen (13693716),Kyle Allen,13693716,QB,5100,CAR@GB 11/10/2019 04:25PM ET,CAR,13.31
1715099187,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Devonta Freeman (13693783),Devonta Freeman,13693783,RB/FLEX,5100,ATL@NO 11/10/2019 01:00PM ET,ATL,13.94
1715099188,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Ryan Tannehill (13693715),Ryan Tannehill,13693715,QB,5100,KC@TEN 11/10/2019 01:00PM ET,TEN,15.16
1715099189,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Sammy Watkins (13693961),Sammy Watkins,13693961,WR/FLEX,5100,KC@TEN 11/10/2019 01:00PM ET,KC,14.61
1715099190,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Andy Dalton (13693717),Andy Dalton,13693717,QB,5000,BAL@CIN 11/10/2019 01:00PM ET,CIN,18.52
1715099191,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Robert Griffin III (13693720),Robert Griffin III,13693720,QB,5000,BAL@CIN 11/10/2019 01:00PM ET,BAL,7.1
1715099192,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Baker Mayfield (13693718),Baker Mayfield,13693718,QB,5000,BUF@CLE 11/10/2019 01:00PM ET,CLE,14.38
1715099193,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Devin Singletary (13693787),Devin Singletary,13693787,RB/FLEX,5000,BUF@CLE 11/10/2019 01:00PM ET,BUF,13.4
1715099194,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Jamison Crowder (13693963),Jamison Crowder,13693963,WR/FLEX,5000,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,11.24
1715099195,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Sterling Shepard (13693965),Sterling Shepard,13693965,WR/FLEX,5000,NYG@NYJ 11/10/2019 01:00PM ET,NYG,16.72
1715099196,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Chase Edmonds (13693785),Chase Edmonds,13693785,RB/FLEX,5000,ARI@TB 11/10/2019 01:00PM ET,ARI,10.62
1715099197,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Marcus Mariota (13693719),Marcus Mariota,13693719,QB,5000,KC@TEN 11/10/2019 01:00PM ET,TEN,14.84
1715099198,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Brandin Cooks (13693967),Brandin Cooks,13693967,WR/FLEX,5000,LAR@PIT 11/10/2019 04:25PM ET,LAR,10.16
1715099199,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Jarvis Landry (13693969),Jarvis Landry,13693969,WR/FLEX,4900,BUF@CLE 11/10/2019 01:00PM ET,CLE,12.69
1715099200,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Matt Schaub (13693723),Matt Schaub,13693723,QB,4900,ATL@NO 11/10/2019 01:00PM ET,ATL,10.63
1715099201,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Matt Moore (13693721),Matt Moore,13693721,QB,4900,KC@TEN 11/10/2019 01:00PM ET,KC,10.62
1715099202,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Damien Williams (13693789),Damien Williams,13693789,RB/FLEX,4900,KC@TEN 11/10/2019 01:00PM ET,KC,11.19
1715099203,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Mason Rudolph (13693722),Mason Rudolph,13693722,QB,4900,LAR@PIT 11/10/2019 04:25PM ET,PIT,13.65
1715099204,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Ryan Finley (13693724),Ryan Finley,13693724,QB,4800,BAL@CIN 11/10/2019 01:00PM ET,CIN,0
1715099205,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Gus Edwards (13693791),Gus Edwards,13693791,RB/FLEX,4800,BAL@CIN 11/10/2019 01:00PM ET,BAL,4.88
1715099206,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,DeVante Parker (13693971),DeVante Parker,13693971,WR/FLEX,4800,MIA@IND 11/10/2019 04:05PM ET,MIA,11.5
1715099207,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Danny Amendola (13693979),Danny Amendola,13693979,WR/FLEX,4700,DET@CHI 11/10/2019 01:00PM ET,DET,11.51
1715099208,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Joe Mixon (13693793),Joe Mixon,13693793,RB/FLEX,4700,BAL@CIN 11/10/2019 01:00PM ET,CIN,10
1715099209,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Tyler Boyd (13693975),Tyler Boyd,13693975,WR/FLEX,4700,BAL@CIN 11/10/2019 01:00PM ET,CIN,14.52
1715099210,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Robby Anderson (13693973),Robby Anderson,13693973,WR/FLEX,4700,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,8.28
1715099211,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Josh Rosen (13693725),Josh Rosen,13693725,QB,4700,MIA@IND 11/10/2019 04:05PM ET,MIA,4.60
1715099212,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Preston Williams (13693977),Preston Williams,13693977,WR/FLEX,4700,MIA@IND 11/10/2019 04:05PM ET,MIA,11.48
1715099213,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Chase Daniel (13693726),Chase Daniel,13693726,QB,4600,DET@CHI 11/10/2019 01:00PM ET,CHI,13.82
1715099214,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Curtis Samuel (13693981),Curtis Samuel,13693981,WR/FLEX,4600,CAR@GB 11/10/2019 04:25PM ET,CAR,12.41
1715099215,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Eli Manning (13693727),Eli Manning,13693727,QB,4600,NYG@NYJ 11/10/2019 01:00PM ET,NYG,15.52
1715099216,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Devlin Hodges (13693728),Devlin Hodges,13693728,QB,4600,LAR@PIT 11/10/2019 04:25PM ET,PIT,6.9
1715099217,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Malcolm Brown (13693795),Malcolm Brown,13693795,RB/FLEX,4600,LAR@PIT 11/10/2019 04:25PM ET,LAR,4.9
1715099218,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Marquez Valdes-Scantling (13693983),Marquez Valdes-Scantling,13693983,WR/FLEX,4500,CAR@GB 11/10/2019 04:25PM ET,GB,8.88
1715099219,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Nyheim Hines (13693797),Nyheim Hines,13693797,RB/FLEX,4500,MIA@IND 11/10/2019 04:05PM ET,IND,5.88
1715099220,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,TE,Gerald Everett (13694159),Gerald Everett,13694159,TE/FLEX,4500,LAR@PIT 11/10/2019 04:25PM ET,LAR,8.84
1715099221,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Matt Barkley (13693729),Matt Barkley,13693729,QB,4400,BUF@CLE 11/10/2019 01:00PM ET,BUF,4.08
1715099222,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,David Fales (13693730),David Fales,13693730,QB,4400,NYG@NYJ 11/10/2019 01:00PM ET,NYJ,0
1715099223,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,QB,Brett Hundley (13693731),Brett Hundley,13693731,QB,4400,ARI@TB 11/10/2019 01:00PM ET,ARI,0
1715099224,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,LeSean McCoy (13693799),LeSean McCoy,13693799,RB/FLEX,4400,KC@TEN 11/10/2019 01:00PM ET,KC,9.56
1715099225,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Corey Davis (13693985),Corey Davis,13693985,WR/FLEX,4400,KC@TEN 11/10/2019 01:00PM ET,TEN,8.6
1715099226,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,J.D. McKissic (13693821),J.D. McKissic,13693821,RB/FLEX,4300,DET@CHI 11/10/2019 01:00PM ET,DET,5.56
1715099227,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Dontrell Hilliard (13693805),Dontrell Hilliard,13693805,RB/FLEX,4300,BUF@CLE 11/10/2019 01:00PM ET,CLE,5.24
1715099228,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Ronald Jones II (13693801),Ronald Jones II,13693801,RB/FLEX,4300,ARI@TB 11/10/2019 01:00PM ET,TB,9.56
1715099229,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,A.J. Brown (13693987),A.J. Brown,13693987,WR/FLEX,4300,KC@TEN 11/10/2019 01:00PM ET,TEN,9.97
1715099230,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Mark Walton (13693803),Mark Walton,13693803,RB/FLEX,4300,MIA@IND 11/10/2019 04:05PM ET,MIA,6.14
1715099231,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,WR,Diontae Johnson (13693989),Diontae Johnson,13693989,WR/FLEX,4300,LAR@PIT 11/10/2019 04:25PM ET,PIT,9.21
1715099232,NFL $2M Mini 100th Season Special [$300K to 1st],80009847,$10,Patrick Mahomes (13693698),Nyheim Hines (13693797),Christian McCaffrey (13693749),Mecole Hardman (13694001),Tyreek Hill (13693917),Tajae Sharpe (13694053),Travis Kelce (13694151),Peyton Barber (13693837),Buccaneers (13694309),,RB,Tarik Cohen (13693811),Tarik Cohen,13693811,RB/FLEX,4200,DET@CHI 11/10/2019 01:00PM ET,CHI,8.2
