Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
888446566,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,1. Column A lists all of your contest entries for this draftgroup
888456928,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,2. Your current lineup is listed next to each entry (blank for reservations)
888456929,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
888456930,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
888456931,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,5. For faster processing only include entries you are changing in the file you upload
888456932,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,
888456933,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,Position,Name + ID,Name,ID,Salary,Game Info,TeamAbbrev
888456989,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,LeGarrette Blount (9683493),LeGarrette Blount,9683493,5100,SF@PHI 10/29/2017 01:00PM ET,PHI,
888456990,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,C.J. Beathard (9683518),C.J. Beathard,9683518,5100,SF@PHI 10/29/2017 01:00PM ET,SF,
888456991,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,DeSean Jackson (9683564),DeSean Jackson,9683564,5100,CAR@TB 10/29/2017 01:00PM ET,TB,
888456992,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Tevin Coleman (9683428),Tevin Coleman,9683428,5000,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
888456993,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Ryan Fitzpatrick (9683552),Ryan Fitzpatrick,9683552,5000,CAR@TB 10/29/2017 01:00PM ET,TB,
888456994,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Jacoby Brissett (9683260),Jacoby Brissett,9683260,4900,IND@CIN 10/29/2017 01:00PM ET,IND,
888456995,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,James White (9683295),James White,9683295,4900,LAC@NE 10/29/2017 01:00PM ET,NE,
888456996,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Mohamed Sanu (9683438),Mohamed Sanu,9683438,4900,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
888456997,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Austin Seferian-Jenkins (9683482),Austin Seferian-Jenkins,9683482,4900,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888456998,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Wendell Smallwood (9683491),Wendell Smallwood,9683491,4900,SF@PHI 10/29/2017 01:00PM ET,PHI,
888456999,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,EJ Manuel (9683198),EJ Manuel,9683198,4800,OAK@BUF 10/29/2017 01:00PM ET,OAK,
888457000,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Tyrell Williams (9683341),Tyrell Williams,9683341,4800,LAC@NE 10/29/2017 01:00PM ET,LAC,
888457001,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Hunter Henry (9683349),Hunter Henry,9683349,4800,LAC@NE 10/29/2017 01:00PM ET,LAC,
888457002,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Bilal Powell (9683458),Bilal Powell,9683458,4800,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457003,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Jermaine Kearse (9683468),Jermaine Kearse,9683468,4800,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457004,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Brian Hoyer (9683519),Brian Hoyer,9683519,4800,SF@PHI 10/29/2017 01:00PM ET,SF,
888457005,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,AJ McCarron (9683224),AJ McCarron,9683224,4700,IND@CIN 10/29/2017 01:00PM ET,CIN,
888457006,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Joe Mixon (9683226),Joe Mixon,9683226,4700,IND@CIN 10/29/2017 01:00PM ET,CIN,
888457007,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Ted Ginn Jr. (9683407),Ted Ginn Jr.,9683407,4700,CHI@NO 10/29/2017 01:00PM ET,NO,
888457008,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Colt McCoy (9683706),Colt McCoy,9683706,4700,DAL@WAS 10/29/2017 04:25PM ET,WAS,
888457009,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Jordan Reed (9683725),Jordan Reed,9683725,4700,DAL@WAS 10/29/2017 04:25PM ET,WAS,
888457010,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Dion Lewis (9683297),Dion Lewis,9683297,4600,LAC@NE 10/29/2017 01:00PM ET,NE,
888457011,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Mitchell Trubisky (9683358),Mitchell Trubisky,9683358,4600,CHI@NO 10/29/2017 01:00PM ET,CHI,
888457012,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Tarik Cohen (9683363),Tarik Cohen,9683363,4600,CHI@NO 10/29/2017 01:00PM ET,CHI,
888457013,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Chase Daniel (9683393),Chase Daniel,9683393,4600,CHI@NO 10/29/2017 01:00PM ET,NO,
888457014,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Taylor Gabriel (9683436),Taylor Gabriel,9683436,4600,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
888457015,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Jimmy Graham (9683662),Jimmy Graham,9683662,4600,HOU@SEA 10/29/2017 04:05PM ET,SEA,
888457016,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Cardale Jones (9683327),Cardale Jones,9683327,4500,LAC@NE 10/29/2017 01:00PM ET,LAC,
888457017,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Cameron Brate (9683572),Cameron Brate,9683572,4500,CAR@TB 10/29/2017 01:00PM ET,TB,
888457018,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Cooper Rush (9683672),Cooper Rush,9683672,4500,DAL@WAS 10/29/2017 04:25PM ET,DAL,
888457019,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Cole Beasley (9683686),Cole Beasley,9683686,4500,DAL@WAS 10/29/2017 04:25PM ET,DAL,
888457020,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Mike Glennon (9683359),Mike Glennon,9683359,4400,CHI@NO 10/29/2017 01:00PM ET,CHI,
888457021,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Nick Foles (9683490),Nick Foles,9683490,4400,SF@PHI 10/29/2017 01:00PM ET,PHI,
888457022,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Greg Olsen (9683604),Greg Olsen,9683604,4400,CAR@TB 10/29/2017 01:00PM ET,CAR,
888457023,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Jalen Richard (9683200),Jalen Richard,9683200,4300,OAK@BUF 10/29/2017 01:00PM ET,OAK,
888457024,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Scott Tolzien (9683261),Scott Tolzien,9683261,4300,IND@CIN 10/29/2017 01:00PM ET,IND,
888457025,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Matt Schaub (9683425),Matt Schaub,9683425,4300,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
888457026,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Tom Savage (9683612),Tom Savage,9683612,4300,HOU@SEA 10/29/2017 04:05PM ET,HOU,
888457027,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Austin Davis (9683641),Austin Davis,9683641,4300,HOU@SEA 10/29/2017 04:05PM ET,SEA,
888457028,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Jamison Crowder (9683717),Jamison Crowder,9683717,4300,DAL@WAS 10/29/2017 04:25PM ET,WAS,
888457029,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Mike Gillislee (9683299),Mike Gillislee,9683299,4200,LAC@NE 10/29/2017 01:00PM ET,NE,
888457030,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Matt Forte (9683460),Matt Forte,9683460,4200,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457031,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Robby Anderson (9683470),Robby Anderson,9683470,4200,ATL@NYJ 10/29/2017 01:00PM ET,NYJ,
888457032,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Matt Breida (9683522),Matt Breida,9683522,4200,SF@PHI 10/29/2017 01:00PM ET,SF,
888457033,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Jason Witten (9683696),Jason Witten,9683696,4200,DAL@WAS 10/29/2017 04:25PM ET,DAL,
888457034,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Samaje Perine (9683709),Samaje Perine,9683709,4200,DAL@WAS 10/29/2017 04:25PM ET,WAS,
888457035,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,DeAndre Washington (9683202),DeAndre Washington,9683202,4100,OAK@BUF 10/29/2017 01:00PM ET,OAK,
888457036,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Marshawn Lynch (9683830),Marshawn Lynch,9683830,4100,OAK@BUF 10/29/2017 01:00PM ET,OAK,
888457037,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Austin Hooper (9683448),Austin Hooper,9683448,4100,ATL@NYJ 10/29/2017 01:00PM ET,ATL,
888457038,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Tyler Lockett (9683656),Tyler Lockett,9683656,4100,HOU@SEA 10/29/2017 04:05PM ET,SEA,
888457039,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Rob Kelley (9683711),Rob Kelley,9683711,4100,DAL@WAS 10/29/2017 04:25PM ET,WAS,
888457040,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Joe Webb (9683164),Joe Webb,9683164,4000,OAK@BUF 10/29/2017 01:00PM ET,BUF,
888457041,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Nathan Peterman (9683165),Nathan Peterman,9683165,4000,OAK@BUF 10/29/2017 01:00PM ET,BUF,
888457042,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,TE,Charles Clay (9683188),Charles Clay,9683188,4000,OAK@BUF 10/29/2017 01:00PM ET,BUF,
888457043,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Connor Cook (9683199),Connor Cook,9683199,4000,OAK@BUF 10/29/2017 01:00PM ET,OAK,
888457044,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Jeff Driskel (9683225),Jeff Driskel,9683225,4000,IND@CIN 10/29/2017 01:00PM ET,CIN,
888457045,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Frank Gore (9683262),Frank Gore,9683262,4000,IND@CIN 10/29/2017 01:00PM ET,IND,
888457046,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,RB,Marlon Mack (9683264),Marlon Mack,9683264,4000,IND@CIN 10/29/2017 01:00PM ET,IND,
888457047,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Kellen Clemens (9683328),Kellen Clemens,9683328,4000,LAC@NE 10/29/2017 01:00PM ET,LAC,
888457048,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Mark Sanchez (9683360),Mark Sanchez,9683360,4000,CHI@NO 10/29/2017 01:00PM ET,CHI,
888457049,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,QB,Taysom Hill (9683394),Taysom Hill,9683394,4000,CHI@NO 10/29/2017 01:00PM ET,NO,
888457050,NFL $3.6M Fantasy Football Millionaire [$1M to 1st],47319651,$20,Tom Brady (9683293),LeSean McCoy (9683166),Chris Thompson (9683707),Keenan Allen (9683339),Pierre Garcon (9683528),Ted Ginn Jr. (9683407),George Kittle (9683540),Jared Cook (9683216),Jets (9683488),,WR,Willie Snead (9683409),Willie Snead,9683409,4000,CHI@NO 10/29/2017 01:00PM ET,NO,
