Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
2270734651,NFL Wrangler Let the Games Begin,93172533,$0,Kyle Allen (15560271) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),T.Y. Hilton (15560572),Terry McLaurin (15560538) (LOCKED),Robert Woods (15560532) (LOCKED),Logan Thomas (15560884) (LOCKED),Ezekiel Elliott (15560282),Cardinals (15561041) (LOCKED),,1. Column A lists all of your contest entries for this draftgroup
2270711717,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),Brandon Aiyuk (15560564),T.Y. Hilton (15560572),DeVante Parker (15560544),George Kittle (15560848),Ezekiel Elliott (15560282),Jets (15561057) (LOCKED),,2. Your current lineup is listed next to each entry (blank for reservations)
2270711718,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Jarvis Landry (15560570),Deebo Samuel (15560562),Preston Williams (15560630),George Kittle (15560848),Ezekiel Elliott (15560282),WAS Football Team (15561055) (LOCKED),,3. You can change the lineup for an entry by entering the IDs of the players in the row next to that entry
2270711719,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),Ezekiel Elliott (15560282),Brandon Aiyuk (15560564),Brandin Cooks (15560624) (LOCKED),Deebo Samuel (15560562),Mike Gesicki (15560862),Kareem Hunt (15560296),Cardinals (15561041) (LOCKED),,4. Use data from the Name+ID column or the ID column; you cannot use just the player's name
2270711720,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Kyle Allen (15560271) (LOCKED),James Conner (15560286) (LOCKED),David Johnson (15560324) (LOCKED),Cooper Kupp (15560528) (LOCKED),Terry McLaurin (15560538) (LOCKED),DJ Moore (15560542) (LOCKED),Logan Thomas (15560884) (LOCKED),Ezekiel Elliott (15560282),Ravens (15561044) (LOCKED),,5. For faster processing only include entries you are changing in the file you upload
2270711721,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Kyle Allen (15560271) (LOCKED),Mike Davis (15560300) (LOCKED),Ezekiel Elliott (15560282),Cooper Kupp (15560528) (LOCKED),Terry McLaurin (15560538) (LOCKED),Isaiah Wright (15560786) (LOCKED),Darren Waller (15560854) (LOCKED),Kareem Hunt (15560296),49ers (15561045),,
2270711722,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Joe Mixon (15560302) (LOCKED),James Robinson (15560290) (LOCKED),Kendrick Bourne (15560620),DeVante Parker (15560544),Olamide Zaccheaus (15560814) (LOCKED),George Kittle (15560848),Ezekiel Elliott (15560282),Rams (15561042) (LOCKED),,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
2270711764,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Michael Gallup (15560558),T.Y. Hilton (15560572),Darius Slayton (15560586),Dalton Schultz (15560866),Kenyan Drake (15560316) (LOCKED),49ers (15561045),,QB,Matt Ryan (15560226) (LOCKED),Matt Ryan,15560226,QB,6100,In Progress,ATL,20.31
2270711765,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Derek Carr (15560240) (LOCKED),Mike Davis (15560300) (LOCKED),Antonio Gibson (15560328) (LOCKED),DeAndre Hopkins (15560510) (LOCKED),Hunter Renfrow (15560578) (LOCKED),Sammy Watkins (15560610) (LOCKED),Darren Waller (15560854) (LOCKED),Ezekiel Elliott (15560282),Bengals (15561060) (LOCKED),,WR,Terry McLaurin (15560538) (LOCKED),Terry McLaurin,15560538,WR/FLEX,6100,In Progress,WAS,19.25
2270711766,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),Nelson Agholor (15560656) (LOCKED),Mecole Hardman (15560614) (LOCKED),DeVante Parker (15560544),Travis Kelce (15560850) (LOCKED),Ezekiel Elliott (15560282),WAS Football Team (15561055) (LOCKED),,RB,Raheem Mostert (15560308),Raheem Mostert,15560308,RB/FLEX,6100,MIA@SF 10/11/2020 04:05PM ET,SF,21.9
2270711767,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Antonio Gibson (15560328) (LOCKED),David Johnson (15560324) (LOCKED),T.Y. Hilton (15560572),DJ Moore (15560542) (LOCKED),Calvin Ridley (15560512) (LOCKED),Hayden Hurst (15560868) (LOCKED),Ezekiel Elliott (15560282),Eagles (15561053) (LOCKED),,WR,DJ Moore (15560542) (LOCKED),DJ Moore,15560542,WR/FLEX,6000,In Progress,CAR,12.45
2270711768,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),Kenyan Drake (15560316) (LOCKED),Tyreek Hill (15560518) (LOCKED),Henry Ruggs III (15560594) (LOCKED),Sammy Watkins (15560610) (LOCKED),Dalton Schultz (15560866),David Johnson (15560324) (LOCKED),Cardinals (15561041) (LOCKED),,QB,Ryan Tannehill (15560228),Ryan Tannehill,15560228,QB,6000,Postponed,TEN,20.95
2270711769,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Ezekiel Elliott (15560282),James Robinson (15560290) (LOCKED),Henry Ruggs III (15560594) (LOCKED),Sammy Watkins (15560610) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),Travis Kelce (15560850) (LOCKED),Jonathan Taylor (15560306),Falcons (15561051) (LOCKED),,QB,Joe Burrow (15560227) (LOCKED),Joe Burrow,15560227,QB,6000,In Progress,CIN,22.08
2270711770,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Todd Gurley II (15560314) (LOCKED),Kareem Hunt (15560296),DJ Chark Jr. (15560526) (LOCKED),Chris Conley (15560664) (LOCKED),Brandin Cooks (15560624) (LOCKED),Travis Kelce (15560850) (LOCKED),Ezekiel Elliott (15560282),Chiefs (15561047) (LOCKED),,WR,CeeDee Lamb (15560540),CeeDee Lamb,15560540,WR/FLEX,6000,NYG@DAL 10/11/2020 04:25PM ET,DAL,17.05
2270711771,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Todd Gurley II (15560314) (LOCKED),Will Fuller V (15560524) (LOCKED),T.Y. Hilton (15560572),Laviska Shenault Jr. (15560608) (LOCKED),Tyler Eifert (15560892) (LOCKED),Ezekiel Elliott (15560282),Ravens (15561044) (LOCKED),,QB,Teddy Bridgewater (15560229) (LOCKED),Teddy Bridgewater,15560229,QB,5900,In Progress,CAR,18.97
2270711772,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Derek Carr (15560240) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Nelson Agholor (15560656) (LOCKED),T.Y. Hilton (15560572),Henry Ruggs III (15560594) (LOCKED),Travis Kelce (15560850) (LOCKED),Ezekiel Elliott (15560282),Rams (15561042) (LOCKED),,WR,Robby Anderson (15560546) (LOCKED),Robby Anderson,15560546,WR/FLEX,5900,In Progress,CAR,19.68
2270711773,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Mike Davis (15560300) (LOCKED),Kenyan Drake (15560316) (LOCKED),Randall Cobb (15560604) (LOCKED),Will Fuller V (15560524) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),Hayden Hurst (15560868) (LOCKED),Ezekiel Elliott (15560282),WAS Football Team (15561055) (LOCKED),,RB,Devin Singletary (15560310),Devin Singletary,15560310,RB/FLEX,5900,Postponed,BUF,13.68
2270711774,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Derek Carr (15560240) (LOCKED),Kareem Hunt (15560296),David Johnson (15560324) (LOCKED),DJ Moore (15560542) (LOCKED),Henry Ruggs III (15560594) (LOCKED),Sammy Watkins (15560610) (LOCKED),Darren Waller (15560854) (LOCKED),Ezekiel Elliott (15560282),Rams (15561042) (LOCKED),,TE,Darren Waller (15560854) (LOCKED),Darren Waller,15560854,TE/FLEX,5900,In Progress,LV,15.42
2270711775,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Antonio Gibson (15560328) (LOCKED),Todd Gurley II (15560314) (LOCKED),Brandin Cooks (15560624) (LOCKED),Will Fuller V (15560524) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),Travis Kelce (15560850) (LOCKED),Ezekiel Elliott (15560282),Falcons (15561051) (LOCKED),,WR,DeVante Parker (15560544),DeVante Parker,15560544,WR/FLEX,5900,MIA@SF 10/11/2020 04:05PM ET,MIA,15.22
2270711776,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Derek Carr (15560240) (LOCKED),Antonio Gibson (15560328) (LOCKED),James Robinson (15560290) (LOCKED),Nelson Agholor (15560656) (LOCKED),Tyreek Hill (15560518) (LOCKED),DJ Moore (15560542) (LOCKED),Darren Waller (15560854) (LOCKED),Ezekiel Elliott (15560282),Eagles (15561053) (LOCKED),,WR,Jamison Crowder (15560548) (LOCKED),Jamison Crowder,15560548,WR/FLEX,5800,In Progress,NYJ,23.95
2270711777,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Lamar Jackson (15560217) (LOCKED),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),Miles Boykin (15560636) (LOCKED),A.J. Green (15560588) (LOCKED),T.Y. Hilton (15560572),Mark Andrews (15560852) (LOCKED),Ezekiel Elliott (15560282),Eagles (15561053) (LOCKED),,RB,Jerick McKinnon (15560312),Jerick McKinnon,15560312,RB/FLEX,5800,MIA@SF 10/11/2020 04:05PM ET,SF,16.62
2270711778,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),James Conner (15560286) (LOCKED),Mike Davis (15560300) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Brandin Cooks (15560624) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),George Kittle (15560848),Antonio Gibson (15560328) (LOCKED),Steelers (15561043) (LOCKED),,QB,Philip Rivers (15560230),Philip Rivers,15560230,QB,5800,IND@CLE 10/11/2020 04:25PM ET,IND,13.89
2270711779,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Matt Ryan (15560226) (LOCKED),Joe Mixon (15560302) (LOCKED),James Robinson (15560290) (LOCKED),Diontae Johnson (15560552) (LOCKED),DJ Moore (15560542) (LOCKED),Olamide Zaccheaus (15560814) (LOCKED),Hayden Hurst (15560868) (LOCKED),Ezekiel Elliott (15560282),49ers (15561045),,WR,Julian Edelman (15560550),Julian Edelman,15560550,WR/FLEX,5700,Postponed,NE,13.15
2270711780,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Lamar Jackson (15560217) (LOCKED),Mike Davis (15560300) (LOCKED),Kenyan Drake (15560316) (LOCKED),Miles Boykin (15560636) (LOCKED),Marquise Brown (15560534) (LOCKED),Brandin Cooks (15560624) (LOCKED),Drew Sample (15560880) (LOCKED),Ezekiel Elliott (15560282),Cardinals (15561041) (LOCKED),,RB,Kenyan Drake (15560316) (LOCKED),Kenyan Drake,15560316,RB/FLEX,5700,In Progress,ARI,9.6
2270711781,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Kyler Murray (15560221) (LOCKED),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),DeAndre Hopkins (15560510) (LOCKED),Diontae Johnson (15560552) (LOCKED),Jeff Smith (15560826) (LOCKED),Dan Arnold (15560900) (LOCKED),Ezekiel Elliott (15560282),49ers (15561045),,RB,Todd Gurley II (15560314) (LOCKED),Todd Gurley II,15560314,RB/FLEX,5700,In Progress,ATL,13.58
2270711782,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Kenyan Drake (15560316) (LOCKED),Kareem Hunt (15560296),Keelan Cole (15560592) (LOCKED),Will Fuller V (15560524) (LOCKED),DJ Moore (15560542) (LOCKED),Tyler Eifert (15560892) (LOCKED),Ezekiel Elliott (15560282),Cowboys (15561050),,TE,Zach Ertz (15560856) (LOCKED),Zach Ertz,15560856,TE/FLEX,5700,In Progress,PHI,10.22
2270711783,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),Kenyan Drake (15560316) (LOCKED),Brandon Aiyuk (15560564),Kendrick Bourne (15560620),DeVante Parker (15560544),Travis Kelce (15560850) (LOCKED),Kareem Hunt (15560296),Rams (15561042) (LOCKED),,QB,Baker Mayfield (15560231),Baker Mayfield,15560231,QB,5700,IND@CLE 10/11/2020 04:25PM ET,CLE,14.16
2270711784,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Antonio Gibson (15560328) (LOCKED),Todd Gurley II (15560314) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Keelan Cole (15560592) (LOCKED),Tyreek Hill (15560518) (LOCKED),Darren Fells (15560894) (LOCKED),Ezekiel Elliott (15560282),Steelers (15561043) (LOCKED),,TE,Tyler Higbee (15560858) (LOCKED),Tyler Higbee,15560858,TE/FLEX,5600,In Progress,LAR,12.1
2270711785,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),Antonio Gibson (15560328) (LOCKED),Brandon Aiyuk (15560564),DeAndre Hopkins (15560510) (LOCKED),Darius Slayton (15560586),George Kittle (15560848),Myles Gaskin (15560336),Steelers (15561043) (LOCKED),,QB,Carson Wentz (15560233) (LOCKED),Carson Wentz,15560233,QB,5600,In Progress,PHI,19.08
2270711786,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Philip Rivers (15560230),Clyde Edwards-Helaire (15560288) (LOCKED),James Robinson (15560290) (LOCKED),T.Y. Hilton (15560572),Jarvis Landry (15560570),DJ Moore (15560542) (LOCKED),Trey Burton (15560912),Ezekiel Elliott (15560282),Cardinals (15561041) (LOCKED),,WR,Diontae Johnson (15560552) (LOCKED),Diontae Johnson,15560552,WR/FLEX,5600,In Progress,PIT,11.6
2270711787,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Kyle Allen (15560271) (LOCKED),James Conner (15560286) (LOCKED),Ezekiel Elliott (15560282),Terry McLaurin (15560538) (LOCKED),Robert Woods (15560532) (LOCKED),Isaiah Wright (15560786) (LOCKED),Travis Kelce (15560850) (LOCKED),Jonathan Taylor (15560306),Cowboys (15561050),,QB,Ryan Fitzpatrick (15560232),Ryan Fitzpatrick,15560232,QB,5600,MIA@SF 10/11/2020 04:05PM ET,MIA,21.82
2270711788,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Mike Davis (15560300) (LOCKED),Kenyan Drake (15560316) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Will Fuller V (15560524) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),Dalton Schultz (15560866),Kareem Hunt (15560296),Browns (15561054),,QB,Sam Darnold (15560235) (LOCKED),Sam Darnold,15560235,QB,5500,In Progress,NYJ,14.34
2270711789,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),David Johnson (15560324) (LOCKED),DJ Moore (15560542) (LOCKED),Josh Reynolds (15560634) (LOCKED),Robert Woods (15560532) (LOCKED),Logan Thomas (15560884) (LOCKED),Ezekiel Elliott (15560282),49ers (15561045),,WR,Alshon Jeffery (15560554) (LOCKED),Alshon Jeffery,15560554,WR/FLEX,5500,In Progress,PHI,0
2270711790,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),Michael Gallup (15560558),CeeDee Lamb (15560540),Darius Slayton (15560586),Darren Fells (15560894) (LOCKED),Jonathan Taylor (15560306),Cardinals (15561041) (LOCKED),,QB,Jimmy Garoppolo (15560234),Jimmy Garoppolo,15560234,QB,5500,MIA@SF 10/11/2020 04:05PM ET,SF,16.25
2270711791,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),Michael Gallup (15560558),Tyreek Hill (15560518) (LOCKED),Deebo Samuel (15560562),George Kittle (15560848),Myles Gaskin (15560336),Ravens (15561044) (LOCKED),,WR,Jerry Jeudy (15560560),Jerry Jeudy,15560560,WR/FLEX,5400,Postponed,DEN,11.1
2270711792,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Antonio Gibson (15560328) (LOCKED),David Johnson (15560324) (LOCKED),Tyreek Hill (15560518) (LOCKED),T.Y. Hilton (15560572),Zay Jones (15560730) (LOCKED),Travis Kelce (15560850) (LOCKED),Ezekiel Elliott (15560282),Cowboys (15561050),,TE,Noah Fant (15560860),Noah Fant,15560860,TE/FLEX,5400,Postponed,DEN,13.72
2270711793,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),Joe Mixon (15560302) (LOCKED),Mecole Hardman (15560614) (LOCKED),Tyreek Hill (15560518) (LOCKED),T.Y. Hilton (15560572),Darren Waller (15560854) (LOCKED),David Johnson (15560324) (LOCKED),Bengals (15561060) (LOCKED),,WR,A.J. Brown (15560556),A.J. Brown,15560556,WR/FLEX,5400,Postponed,TEN,8.9
2270711794,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),James Conner (15560286) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Keelan Cole (15560592) (LOCKED),DJ Moore (15560542) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),Darren Fells (15560894) (LOCKED),Ezekiel Elliott (15560282),Chiefs (15561047) (LOCKED),,RB,Mark Ingram II (15560318) (LOCKED),Mark Ingram II,15560318,RB/FLEX,5400,In Progress,BAL,8.08
2270711795,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Todd Gurley II (15560314) (LOCKED),Cooper Kupp (15560528) (LOCKED),Robert Woods (15560532) (LOCKED),Isaiah Wright (15560786) (LOCKED),Darren Fells (15560894) (LOCKED),Ezekiel Elliott (15560282),Ravens (15561044) (LOCKED),,QB,Tua Tagovailoa (15560236),Tua Tagovailoa,15560236,QB,5400,MIA@SF 10/11/2020 04:05PM ET,MIA,0
2270711796,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Tyreek Hill (15560518) (LOCKED),Hunter Renfrow (15560578) (LOCKED),Sammy Watkins (15560610) (LOCKED),Eric Ebron (15560878) (LOCKED),Antonio Gibson (15560328) (LOCKED),Ravens (15561044) (LOCKED),,QB,Daniel Jones (15560237),Daniel Jones,15560237,QB,5400,NYG@DAL 10/11/2020 04:25PM ET,NYG,12.56
2270711797,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Mike Davis (15560300) (LOCKED),Antonio Gibson (15560328) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Brandin Cooks (15560624) (LOCKED),Will Fuller V (15560524) (LOCKED),Dalton Schultz (15560866),Jonathan Taylor (15560306),Chiefs (15561047) (LOCKED),,WR,Michael Gallup (15560558),Michael Gallup,15560558,WR/FLEX,5400,NYG@DAL 10/11/2020 04:25PM ET,DAL,12.38
2270711798,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jimmy Garoppolo (15560234),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Kendrick Bourne (15560620),Tyreek Hill (15560518) (LOCKED),Deebo Samuel (15560562),Mike Gesicki (15560862),James Conner (15560286) (LOCKED),Cowboys (15561050),,QB,Drew Lock (15560238),Drew Lock,15560238,QB,5300,Postponed,DEN,6.47
2270711799,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Gardner Minshew II (15560225) (LOCKED),Kenyan Drake (15560316) (LOCKED),Antonio Gibson (15560328) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Randall Cobb (15560604) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),Travis Kelce (15560850) (LOCKED),Ezekiel Elliott (15560282),Colts (15561049),,RB,Darrell Henderson Jr. (15560320) (LOCKED),Darrell Henderson Jr.,15560320,RB/FLEX,5300,In Progress,LAR,11.85
2270711800,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Cam Akers (15560474) (LOCKED),Todd Gurley II (15560314) (LOCKED),Brandin Cooks (15560624) (LOCKED),Tyreek Hill (15560518) (LOCKED),Henry Ruggs III (15560594) (LOCKED),Travis Kelce (15560850) (LOCKED),Ezekiel Elliott (15560282),Texans (15561056) (LOCKED),,RB,Malcolm Brown (15560322) (LOCKED),Malcolm Brown,15560322,RB/FLEX,5300,In Progress,LAR,10.82
2270711801,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Ezekiel Elliott (15560282),Josh Jacobs (15560304) (LOCKED),Will Fuller V (15560524) (LOCKED),DJ Moore (15560542) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),Darren Fells (15560894) (LOCKED),Jonathan Taylor (15560306),Bengals (15561060) (LOCKED),,QB,Derek Carr (15560240) (LOCKED),Derek Carr,15560240,QB,5300,In Progress,LV,19.52
2270711802,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Patrick Mahomes (15560218) (LOCKED),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Nelson Agholor (15560656) (LOCKED),Tyreek Hill (15560518) (LOCKED),Chris Hogan (15560674) (LOCKED),Travis Kelce (15560850) (LOCKED),Kareem Hunt (15560296),Eagles (15561053) (LOCKED),,QB,Nick Mullens (15560239),Nick Mullens,15560239,QB,5300,MIA@SF 10/11/2020 04:05PM ET,SF,10.45
2270711803,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Todd Gurley II (15560314) (LOCKED),Odell Beckham Jr. (15560530),Randall Cobb (15560604) (LOCKED),Laviska Shenault Jr. (15560608) (LOCKED),Darren Fells (15560894) (LOCKED),Ezekiel Elliott (15560282),Steelers (15561043) (LOCKED),,QB,C.J. Beathard (15560250),C.J. Beathard,15560250,QB,5300,MIA@SF 10/11/2020 04:05PM ET,SF,5.52
2270711804,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Daniel Jones (15560237),Mike Davis (15560300) (LOCKED),James Robinson (15560290) (LOCKED),Amari Cooper (15560514),Darius Slayton (15560586),Golden Tate (15560598),Hayden Hurst (15560868) (LOCKED),Joe Mixon (15560302) (LOCKED),49ers (15561045),,WR,Deebo Samuel (15560562),Deebo Samuel,15560562,WR/FLEX,5300,MIA@SF 10/11/2020 04:05PM ET,SF,7.5
2270711805,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224) (LOCKED),Mike Davis (15560300) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Terry McLaurin (15560538) (LOCKED),Josh Reynolds (15560634) (LOCKED),Robert Woods (15560532) (LOCKED),Evan Engram (15560870),James Robinson (15560290) (LOCKED),Dolphins (15561058),,RB,David Johnson (15560324) (LOCKED),David Johnson,15560324,RB/FLEX,5200,In Progress,HOU,12.68
2270711806,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Jared Goff (15560224) (LOCKED),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),Dontrelle Inman (15560650) (LOCKED),Cooper Kupp (15560528) (LOCKED),Robert Woods (15560532) (LOCKED),Dalton Schultz (15560866),Kareem Hunt (15560296),Ravens (15561044) (LOCKED),,WR,Brandon Aiyuk (15560564),Brandon Aiyuk,15560564,WR/FLEX,5200,MIA@SF 10/11/2020 04:05PM ET,SF,12.93
2270711807,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Dak Prescott (15560220),Mike Davis (15560300) (LOCKED),David Johnson (15560324) (LOCKED),Michael Gallup (15560558),DeAndre Hopkins (15560510) (LOCKED),Golden Tate (15560598),Dalton Schultz (15560866),Antonio Gibson (15560328) (LOCKED),Colts (15561049),,QB,Brett Rypien (15560241),Brett Rypien,15560241,QB,5100,Postponed,DEN,7.65
2270711808,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Clyde Edwards-Helaire (15560288) (LOCKED),Todd Gurley II (15560314) (LOCKED),Brandin Cooks (15560624) (LOCKED),DeAndre Hopkins (15560510) (LOCKED),Kenny Stills (15560654) (LOCKED),Tyler Eifert (15560892) (LOCKED),Ezekiel Elliott (15560282),49ers (15561045),,RB,Le'Veon Bell (15560326) (LOCKED),Le'Veon Bell,15560326,RB/FLEX,5100,In Progress,NYJ,6.6
2270711809,NFL $4M Fantasy Football Millionaire [$1M to 1st + ToC Entry],93673931,$20,Deshaun Watson (15560222) (LOCKED),Kenyan Drake (15560316) (LOCKED),Todd Gurley II (15560314) (LOCKED),DJ Chark Jr. (15560526) (LOCKED),Will Fuller V (15560524) (LOCKED),T.Y. Hilton (15560572),Darren Fells (15560894) (LOCKED),Ezekiel Elliott (15560282),Dolphins (15561058),,WR,Russell Gage (15560566) (LOCKED),Russell Gage,15560566,WR/FLEX,5100,In Progress,ATL,12.15
